	MCT.f.0581	MCT.f.0582	MCT.f.0583	MCT.f.0585	MCT.f.0586	MCT.f.0587	MCT.f.0590	MCT.f.0592	MCT.f.0593	MCT.f.0595
MCT.f.0581	0.0	0.218487394958	0.408	0.615894039735	0.631578947368	0.673611111111	0.628378378378	0.72	0.685185185185	0.696202531646
MCT.f.0582	0.218487394958	0.0	0.206611570248	0.572327044025	0.613496932515	0.668789808917	0.583333333333	0.618421052632	0.55625	0.564102564103
MCT.f.0583	0.408	0.206611570248	0.0	0.592105263158	0.685185185185	0.638888888889	0.622516556291	0.631944444444	0.593548387097	0.611842105263
MCT.f.0585	0.615894039735	0.572327044025	0.592105263158	0.0	0.172131147541	0.507246376812	0.611464968153	0.62	0.634730538922	0.668674698795
MCT.f.0586	0.631578947368	0.613496932515	0.685185185185	0.172131147541	0.0	0.3984375	0.652173913043	0.653594771242	0.664705882353	0.698224852071
MCT.f.0587	0.673611111111	0.668789808917	0.638888888889	0.507246376812	0.3984375	0.0	0.657718120805	0.640287769784	0.618421052632	0.655629139073
MCT.f.0590	0.628378378378	0.583333333333	0.622516556291	0.611464968153	0.652173913043	0.657718120805	0.0	0.594405594406	0.603773584906	0.612903225806
MCT.f.0592	0.72	0.618421052632	0.631944444444	0.62	0.653594771242	0.640287769784	0.594405594406	0.0	0.312	0.5
MCT.f.0593	0.685185185185	0.55625	0.593548387097	0.634730538922	0.664705882353	0.618421052632	0.603773584906	0.312	0.0	0.228346456693
MCT.f.0595	0.696202531646	0.564102564103	0.611842105263	0.668674698795	0.698224852071	0.655629139073	0.612903225806	0.5	0.228346456693	0.0
