	MCT.f.0376	MCT.f.0377	MCT.f.0378	MCT.f.0379	MCT.f.0380	MCT.f.0381	MCT.f.0382	MCT.f.0383	MCT.f.0384	MCT.f.0385	MCT.f.0386	MCT.f.0387	MCT.f.0388	MCT.f.0389	MCT.f.0390	MCT.f.0391
MCT.f.0376	0.0	3.56132626833	6.1743526588	6.06325184027	6.56364551351	6.95864164826	7.69037125749	7.29999181218	6.93112911961	7.57486993227	6.60883521419	6.0062514097	6.08037258816	5.82482372533	5.49770758911	6.28334556693
MCT.f.0377	3.56132626833	0.0	3.59825969235	6.20023217095	7.46321696184	7.16875848236	7.42291127098	7.39627149693	7.13279249804	7.55403054605	7.37051512636	7.08808506051	7.21752810518	6.26857378003	5.86969565978	6.8047095227
MCT.f.0378	6.1743526588	3.59825969235	0.0	3.76468098284	7.37902572959	7.06004410989	6.57818048269	7.91043779611	7.7664269704	8.02658773846	7.95043990637	6.82700533839	7.18375963425	6.49134157472	6.18485559494	7.81357885117
MCT.f.0379	6.06325184027	6.20023217095	3.76468098284	0.0	5.14612992668	7.18200893917	7.4977537155	8.71176747238	8.16021737531	7.91926838606	7.10153315368	6.98987444309	6.86366716357	6.49145843541	6.94628358984	8.01570851312
MCT.f.0380	6.56364551351	7.46321696184	7.37902572959	5.14612992668	0.0	4.34713348183	6.78267233239	7.44294810381	7.99708492278	6.70104413381	5.69847052735	7.1108326822	6.88195742002	6.08207810204	6.93078537936	7.61054920954
MCT.f.0381	6.95864164826	7.16875848236	7.06004410989	7.18200893917	4.34713348183	0.0	3.63060100167	6.50072819634	7.39544210765	7.62104532144	6.78674393219	6.09734936924	6.08379213583	6.66379666308	6.92556979802	6.63191124993
MCT.f.0382	7.69037125749	7.42291127098	6.57818048269	7.4977537155	6.78267233239	3.63060100167	0.0	4.56617502279	7.38616398986	8.77578688525	7.97019230769	6.41688699878	7.02425531915	7.46777514793	7.15775107296	7.06348387097
MCT.f.0383	7.29999181218	7.39627149693	7.91043779611	8.71176747238	7.44294810381	6.50072819634	4.56617502279	0.0	4.13826072952	9.02963372536	8.80280572891	7.02342298836	6.66436725133	7.60026322461	7.55966330335	7.33763048784
MCT.f.0384	6.93112911961	7.13279249804	7.7664269704	8.16021737531	7.99708492278	7.39544210765	7.38616398986	4.13826072952	0.0	5.396841179	8.32496830093	7.28447045991	6.67675641325	6.93457311919	6.64822648464	7.22187331279
MCT.f.0385	7.57486993227	7.55403054605	8.02658773846	7.91926838606	6.70104413381	7.62104532144	8.77578688525	9.02963372536	5.396841179	0.0	4.46559741488	8.27186124335	8.08805662132	7.67311087399	7.30447477661	7.60900317292
MCT.f.0386	6.60883521419	7.37051512636	7.95043990637	7.10153315368	5.69847052735	6.78674393219	7.97019230769	8.80280572891	8.32496830093	4.46559741488	0.0	4.71921149173	7.00600677396	6.90843195266	7.38373844503	7.55762717122
MCT.f.0387	6.0062514097	7.08808506051	6.82700533839	6.98987444309	7.1108326822	6.09734936924	6.41688699878	7.02342298836	7.28447045991	8.27186124335	4.71921149173	0.0	3.53931732203	7.08306311877	6.82152597792	6.38736644064
MCT.f.0388	6.08037258816	7.21752810518	7.18375963425	6.86366716357	6.88195742002	6.08379213583	7.02425531915	6.66436725133	6.67675641325	8.08805662132	7.00600677396	3.53931732203	0.0	4.44578734595	6.42025081423	5.81968123236
MCT.f.0389	5.82482372533	6.26857378003	6.49134157472	6.49145843541	6.08207810204	6.66379666308	7.46777514793	7.60026322461	6.93457311919	7.67311087399	6.90843195266	7.08306311877	4.44578734595	0.0	3.51578586484	6.79551059362
MCT.f.0390	5.49770758911	5.86969565978	6.18485559494	6.94628358984	6.93078537936	6.92556979802	7.15775107296	7.55966330335	6.64822648464	7.30447477661	7.38373844503	6.82152597792	6.42025081423	3.51578586484	0.0	3.58965803683
MCT.f.0391	6.28334556693	6.8047095227	7.81357885117	8.01570851312	7.61054920954	6.63191124993	7.06348387097	7.33763048784	7.22187331279	7.60900317292	7.55762717122	6.38736644064	5.81968123236	6.79551059362	3.58965803683	0.0
