	sample1	sample2	sample3	sample4	sample5	sample7	sample9	sample10	sample12	sample14	sample15
sample1	0.0	0.762886597938	0.613636363636	0.729166666667	0.769230769231	0.80701754386	0.863636363636	0.680412371134	0.69	0.814159292035	0.678571428571
sample2	0.762886597938	0.0	0.666666666667	0.680412371134	0.781818181818	0.864	0.847826086957	0.747663551402	0.754545454545	0.803418803419	0.852941176471
sample3	0.613636363636	0.666666666667	0.0	0.522727272727	0.763636363636	0.789915966387	0.838709677419	0.740740740741	0.724770642202	0.765217391304	0.692307692308
sample4	0.729166666667	0.680412371134	0.522727272727	0.0	0.796460176991	0.758620689655	0.838709677419	0.785714285714	0.758928571429	0.765217391304	0.79797979798
sample5	0.769230769231	0.781818181818	0.763636363636	0.796460176991	0.0	0.880597014925	0.86	0.709090909091	0.632075471698	0.825396825397	0.75
sample7	0.80701754386	0.864	0.789915966387	0.758620689655	0.880597014925	0.0	0.803921568627	0.780487804878	0.832061068702	0.607142857143	0.882352941176
sample9	0.863636363636	0.847826086957	0.838709677419	0.838709677419	0.86	0.803921568627	0.0	0.8125	0.852941176471	0.834951456311	0.772151898734
sample10	0.680412371134	0.747663551402	0.740740740741	0.785714285714	0.709090909091	0.780487804878	0.8125	0.0	0.644859813084	0.745762711864	0.774509803922
sample12	0.69	0.754545454545	0.724770642202	0.758928571429	0.632075471698	0.832061068702	0.852941176471	0.644859813084	0.0	0.811023622047	0.757281553398
sample14	0.814159292035	0.803418803419	0.765217391304	0.765217391304	0.825396825397	0.607142857143	0.834951456311	0.745762711864	0.811023622047	0.0	0.830357142857
sample15	0.678571428571	0.852941176471	0.692307692308	0.79797979798	0.75	0.882352941176	0.772151898734	0.774509803922	0.757281553398	0.830357142857	0.0
