	sample1	sample2	sample3	sample4	sample5	sample7	sample9	sample10	sample12	sample14	sample15
sample1	0.0	8.79243970315	5.91878980892	7.86075355323	7.96163402514	8.79105771613	9.44605588964	7.6163856305	9.03273524721	9.22713669848	7.67420896242
sample2	8.79243970315	0.0	7.7011243988	8.06641683222	8.71317015552	10.1522132014	9.01572302073	9.1995631097	9.44840673111	9.44750441613	9.25807672892
sample3	5.91878980892	7.7011243988	0.0	7.02106232268	7.77303541074	8.332239944	8.63307640834	7.52535006942	7.67437702537	7.39477542785	6.94948721988
sample4	7.86075355323	8.06641683222	7.02106232268	0.0	9.24675373948	8.06272656394	9.61443017343	8.77990294034	9.83872069554	9.17032546163	9.18406871176
sample5	7.96163402514	8.71317015552	7.77303541074	9.24675373948	0.0	9.714273198	8.50908954421	6.87216527897	8.28000225644	8.52245178329	6.53767057139
sample7	8.79105771613	10.1522132014	8.332239944	8.06272656394	9.714273198	0.0	9.41144414169	8.70857471613	10.5297002725	7.9993576909	9.71748779619
sample9	9.44605588964	9.01572302073	8.63307640834	9.61443017343	8.50908954421	9.41144414169	0.0	8.22967468079	9.7254556625	8.04372594965	7.62747659182
sample10	7.6163856305	9.1995631097	7.52535006942	8.77990294034	6.87216527897	8.70857471613	8.22967468079	0.0	8.55334670988	8.78903452634	7.4991451043
sample12	9.03273524721	9.44840673111	7.67437702537	9.83872069554	8.28000225644	10.5297002725	9.7254556625	8.55334670988	0.0	8.60098865949	8.44813092803
sample14	9.22713669848	9.44750441613	7.39477542785	9.17032546163	8.52245178329	7.9993576909	8.04372594965	8.78903452634	8.60098865949	0.0	7.76941347962
sample15	7.67420896242	9.25807672892	6.94948721988	9.18406871176	6.53767057139	9.71748779619	7.62747659182	7.4991451043	8.44813092803	7.76941347962	0.0
