	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample9	sample12	sample14	sample15	sample17
sample1	0.0	0.657142857143	0.605633802817	0.65671641791	0.620689655172	0.633333333333	0.618181818182	0.51724137931	0.666666666667	0.80303030303	0.747126436782	0.684931506849
sample2	0.657142857143	0.0	0.634408602151	0.595238095238	0.597402597403	0.791208791209	0.731707317073	0.609756097561	0.684931506849	0.797752808989	0.616161616162	0.622222222222
sample3	0.605633802817	0.634408602151	0.0	0.705263157895	0.715909090909	0.789473684211	0.747126436782	0.616279069767	0.78313253012	0.795698924731	0.732142857143	0.642105263158
sample4	0.65671641791	0.595238095238	0.705263157895	0.0	0.375	0.641025641026	0.630136986301	0.658536585366	0.722222222222	0.507246376812	0.6	0.723404255319
sample5	0.620689655172	0.597402597403	0.715909090909	0.375	0.0	0.702702702703	0.615384615385	0.666666666667	0.677419354839	0.611940298507	0.71875	0.705882352941
sample7	0.633333333333	0.791208791209	0.789473684211	0.641025641026	0.702702702703	0.0	0.626865671642	0.725	0.764705882353	0.716216216216	0.75	0.782608695652
sample8	0.618181818182	0.731707317073	0.747126436782	0.630136986301	0.615384615385	0.626865671642	0.0	0.647887323944	0.761904761905	0.710144927536	0.773195876289	0.767441860465
sample9	0.51724137931	0.609756097561	0.616279069767	0.658536585366	0.666666666667	0.725	0.647887323944	0.0	0.646153846154	0.792682926829	0.597826086957	0.41095890411
sample12	0.666666666667	0.684931506849	0.78313253012	0.722222222222	0.677419354839	0.764705882353	0.761904761905	0.646153846154	0.0	0.842857142857	0.694117647059	0.710526315789
sample14	0.80303030303	0.797752808989	0.795698924731	0.507246376812	0.611940298507	0.716216216216	0.710144927536	0.792682926829	0.842857142857	0.0	0.767676767677	0.840425531915
sample15	0.747126436782	0.616161616162	0.732142857143	0.6	0.71875	0.75	0.773195876289	0.597826086957	0.694117647059	0.767676767677	0.0	0.521276595745
sample17	0.684931506849	0.622222222222	0.642105263158	0.723404255319	0.705882352941	0.782608695652	0.767441860465	0.41095890411	0.710526315789	0.840425531915	0.521276595745	0.0
