	MCT.f.0243	MCT.f.0244	MCT.f.0245	MCT.f.0247	MCT.f.0249	MCT.f.0250	MCT.f.0252	MCT.f.0254	MCT.f.0255
MCT.f.0243	0.0	12.3872656625	10.8633072329	12.0433705034	14.1974790835	13.9327310976	13.1501498487	11.2380229295	14.8417863904
MCT.f.0244	12.3872656625	0.0	10.896247481	15.4208198435	17.8523870746	14.9168725289	14.5526398656	14.0080392299	15.6081349869
MCT.f.0245	10.8633072329	10.896247481	0.0	12.5354698567	14.0455398357	13.5267342355	11.2137087187	10.0636230676	12.0483210912
MCT.f.0247	12.0433705034	15.4208198435	12.5354698567	0.0	8.70707177759	11.3814098256	9.8637167246	11.5337590745	13.1527311421
MCT.f.0249	14.1974790835	17.8523870746	14.0455398357	8.70707177759	0.0	11.3119103592	9.75464254093	12.0272562705	13.2270363406
MCT.f.0250	13.9327310976	14.9168725289	13.5267342355	11.3814098256	11.3119103592	0.0	9.18626600607	11.4734250155	11.8315612395
MCT.f.0252	13.1501498487	14.5526398656	11.2137087187	9.8637167246	9.75464254093	9.18626600607	0.0	8.88684739358	8.74018409505
MCT.f.0254	11.2380229295	14.0080392299	10.0636230676	11.5337590745	12.0272562705	11.4734250155	8.88684739358	0.0	8.21147740225
MCT.f.0255	14.8417863904	15.6081349869	12.0483210912	13.1527311421	13.2270363406	11.8315612395	8.74018409505	8.21147740225	0.0
