	sample1	sample2	sample3	sample4	sample6	sample7	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	0.638655462185	0.785714285714	0.661016949153	0.758620689655	0.652892561983	0.666666666667	0.752380952381	0.772727272727	0.816666666667	0.769230769231	0.79
sample2	0.638655462185	0.0	0.657894736842	0.753246753247	0.789115646259	0.58273381295	0.69014084507	0.7109375	0.609929078014	0.751773049645	0.624113475177	0.675213675214
sample3	0.785714285714	0.657894736842	0.0	0.757425742574	0.832512315271	0.72	0.75	0.857142857143	0.712121212121	0.819095477387	0.828703703704	0.804469273743
sample4	0.661016949153	0.753246753247	0.757425742574	0.0	0.847682119205	0.687074829932	0.690647482014	0.789473684211	0.784810126582	0.762589928058	0.782051282051	0.772357723577
sample6	0.758620689655	0.789115646259	0.832512315271	0.847682119205	0.0	0.532786885246	0.782608695652	0.886363636364	0.82119205298	0.846715328467	0.87898089172	0.867768595041
sample7	0.652892561983	0.58273381295	0.72	0.687074829932	0.532786885246	0.0	0.701388888889	0.797101449275	0.703947368421	0.795918367347	0.77358490566	0.771653543307
sample9	0.666666666667	0.69014084507	0.75	0.690647482014	0.782608695652	0.701388888889	0.0	0.75	0.652173913043	0.661290322581	0.676258992806	0.669724770642
sample10	0.752380952381	0.7109375	0.857142857143	0.789473684211	0.886363636364	0.797101449275	0.75	0.0	0.838028169014	0.811475409836	0.696	0.851851851852
sample11	0.772727272727	0.609929078014	0.712121212121	0.784810126582	0.82119205298	0.703947368421	0.652173913043	0.838028169014	0.0	0.742857142857	0.723684210526	0.739837398374
sample12	0.816666666667	0.751773049645	0.819095477387	0.762589928058	0.846715328467	0.795918367347	0.661290322581	0.811475409836	0.742857142857	0.0	0.585365853659	0.72641509434
sample13	0.769230769231	0.624113475177	0.828703703704	0.782051282051	0.87898089172	0.77358490566	0.676258992806	0.696	0.723684210526	0.585365853659	0.0	0.703389830508
sample14	0.79	0.675213675214	0.804469273743	0.772357723577	0.867768595041	0.771653543307	0.669724770642	0.851851851852	0.739837398374	0.72641509434	0.703389830508	0.0
