	MCT.f.0256	MCT.f.0258	MCT.f.0259	MCT.f.0260	MCT.f.0261	MCT.f.0263	MCT.f.0264	MCT.f.0265	MCT.f.0266	MCT.f.0267	MCT.f.0269	MCT.f.0270	MCT.f.0271	MCT.f.0272
MCT.f.0256	0.0	0.625	0.695364238411	0.784722222222	0.585714285714	0.696774193548	0.655172413793	0.701388888889	0.689655172414	0.76	0.697183098592	0.815286624204	0.744966442953	0.694805194805
MCT.f.0258	0.625	0.0	0.336363636364	0.722222222222	0.491803278689	0.617647058824	0.491666666667	0.604838709677	0.625	0.542372881356	0.674418604651	0.666666666667	0.508620689655	0.60447761194
MCT.f.0259	0.695364238411	0.336363636364	0.0	0.666666666667	0.5703125	0.572519083969	0.646616541353	0.578512396694	0.653846153846	0.563025210084	0.650793650794	0.6640625	0.529914529915	0.569230769231
MCT.f.0260	0.784722222222	0.722222222222	0.666666666667	0.0	0.789473684211	0.740458015267	0.755905511811	0.8	0.735537190083	0.69298245614	0.735042735043	0.747899159664	0.780487804878	0.728682170543
MCT.f.0261	0.585714285714	0.491803278689	0.5703125	0.789473684211	0.0	0.446280991736	0.516393442623	0.508620689655	0.37037037037	0.578512396694	0.642857142857	0.612903225806	0.616	0.593984962406
MCT.f.0263	0.696774193548	0.617647058824	0.572519083969	0.740458015267	0.446280991736	0.0	0.508064516129	0.572580645161	0.448275862069	0.592	0.643410852713	0.625	0.726618705036	0.563909774436
MCT.f.0264	0.655172413793	0.491666666667	0.646616541353	0.755905511811	0.516393442623	0.508064516129	0.0	0.606557377049	0.570247933884	0.543103448276	0.666666666667	0.65873015873	0.671875	0.606060606061
MCT.f.0265	0.701388888889	0.604838709677	0.578512396694	0.8	0.508620689655	0.572580645161	0.606557377049	0.0	0.53982300885	0.54954954955	0.620689655172	0.5625	0.578947368421	0.428571428571
MCT.f.0266	0.689655172414	0.625	0.653846153846	0.735537190083	0.37037037037	0.448275862069	0.570247933884	0.53982300885	0.0	0.509090909091	0.63025210084	0.573913043478	0.636363636364	0.544715447154
MCT.f.0267	0.76	0.542372881356	0.563025210084	0.69298245614	0.578512396694	0.592	0.543103448276	0.54954954955	0.509090909091	0.0	0.554545454545	0.490566037736	0.6	0.541666666667
MCT.f.0269	0.697183098592	0.674418604651	0.650793650794	0.735042735043	0.642857142857	0.643410852713	0.666666666667	0.620689655172	0.63025210084	0.554545454545	0.0	0.567567567568	0.64406779661	0.525423728814
MCT.f.0270	0.815286624204	0.666666666667	0.6640625	0.747899159664	0.612903225806	0.625	0.65873015873	0.5625	0.573913043478	0.490566037736	0.567567567568	0.0	0.54954954955	0.491379310345
MCT.f.0271	0.744966442953	0.508620689655	0.529914529915	0.780487804878	0.616	0.726618705036	0.671875	0.578947368421	0.636363636364	0.6	0.64406779661	0.54954954955	0.0	0.533333333333
MCT.f.0272	0.694805194805	0.60447761194	0.569230769231	0.728682170543	0.593984962406	0.563909774436	0.606060606061	0.428571428571	0.544715447154	0.541666666667	0.525423728814	0.491379310345	0.533333333333	0.0
