	MCT.f.0325	MCT.f.0326	MCT.f.0327	MCT.f.0329	MCT.f.0330	MCT.f.0331	MCT.f.0334	MCT.f.0335	MCT.f.0336	MCT.f.0337	MCT.f.0338	MCT.f.0340
MCT.f.0325	0.0	4.09759543093	8.04292527822	8.13898134588	8.37793234183	8.64271068185	8.88574250794	8.70596970597	9.0688207004	9.2969386665	9.38005447308	9.3558219874
MCT.f.0326	4.09759543093	0.0	4.73085665243	8.19085490925	8.10405093859	8.96663395599	6.99548249262	7.69957836625	8.20226055677	8.29849216806	9.11920436727	9.64434369069
MCT.f.0327	8.04292527822	4.73085665243	0.0	8.01184841753	7.48083710018	7.59715791569	5.84767381193	7.2147253912	8.12746368965	8.19259640615	9.22339311395	9.88614711028
MCT.f.0329	8.13898134588	8.19085490925	8.01184841753	0.0	4.34865900383	7.12066006132	7.33054454719	7.52951625365	6.72363379714	7.11018733058	8.62398302936	7.59745383846
MCT.f.0330	8.37793234183	8.10405093859	7.48083710018	4.34865900383	0.0	4.84784192856	6.5845776364	7.00125340559	7.90282191224	8.31423638361	8.95851604528	8.26864475746
MCT.f.0331	8.64271068185	8.96663395599	7.59715791569	7.12066006132	4.84784192856	0.0	7.6599455545	7.66544981169	8.99793466051	9.08314235355	8.6770844656	7.2783635049
MCT.f.0334	8.88574250794	6.99548249262	5.84767381193	7.33054454719	6.5845776364	7.6599455545	0.0	5.24882935979	7.89820837339	8.37481790509	9.09122016811	9.40338895893
MCT.f.0335	8.70596970597	7.69957836625	7.2147253912	7.52951625365	7.00125340559	7.66544981169	5.24882935979	0.0	3.60941927548	7.39528156919	8.50070105884	8.92242865431
MCT.f.0336	9.0688207004	8.20226055677	8.12746368965	6.72363379714	7.90282191224	8.99793466051	7.89820837339	3.60941927548	0.0	4.99078929435	7.86956874637	8.67342396329
MCT.f.0337	9.2969386665	8.29849216806	8.19259640615	7.11018733058	8.31423638361	9.08314235355	8.37481790509	7.39528156919	4.99078929435	0.0	4.15105672891	9.0485161184
MCT.f.0338	9.38005447308	9.11920436727	9.22339311395	8.62398302936	8.95851604528	8.6770844656	9.09122016811	8.50070105884	7.86956874637	4.15105672891	0.0	8.70892482497
MCT.f.0340	9.3558219874	9.64434369069	9.88614711028	7.59745383846	8.26864475746	7.2783635049	9.40338895893	8.92242865431	8.67342396329	9.0485161184	8.70892482497	0.0
