	sample1	sample3	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13
sample1	0.0	0.674418604651	0.758426966292	0.855072463768	0.842105263158	0.846153846154	0.731092436975	0.867256637168	0.828125	0.861635220126
sample3	0.674418604651	0.0	0.842696629213	0.874015748031	0.770992366412	0.772727272727	0.817391304348	0.892156862745	0.783783783784	0.751879699248
sample5	0.758426966292	0.842696629213	0.0	0.844311377246	0.853260869565	0.878787878788	0.822784810127	0.920529801325	0.865030674847	0.880829015544
sample6	0.855072463768	0.874015748031	0.844311377246	0.0	0.870229007634	0.929824561404	0.871559633028	0.924731182796	0.849056603774	0.891304347826
sample7	0.842105263158	0.770992366412	0.853260869565	0.870229007634	0.0	0.823529411765	0.853658536585	0.87619047619	0.793103448276	0.778571428571
sample8	0.846153846154	0.772727272727	0.878787878788	0.929824561404	0.823529411765	0.0	0.883495145631	0.904761904762	0.882352941176	0.858267716535
sample10	0.731092436975	0.817391304348	0.822784810127	0.871559633028	0.853658536585	0.883495145631	0.0	0.851851851852	0.789473684211	0.84126984127
sample11	0.867256637168	0.892156862745	0.920529801325	0.924731182796	0.87619047619	0.904761904762	0.851851851852	0.0	0.878048780488	0.805825242718
sample12	0.828125	0.783783783784	0.865030674847	0.849056603774	0.793103448276	0.882352941176	0.789473684211	0.878048780488	0.0	0.739130434783
sample13	0.861635220126	0.751879699248	0.880829015544	0.891304347826	0.778571428571	0.858267716535	0.84126984127	0.805825242718	0.739130434783	0.0
