	sample1	sample14	sample15	sample2	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	0.0	0.551020408163	0.551020408163	0.80198019802	0.833333333333	0.848837209302	0.852941176471	0.745098039216	0.79381443299	0.833333333333	0.85	0.913978494624	0.882352941176
sample14	0.0	0.0	0.551020408163	0.551020408163	0.80198019802	0.833333333333	0.848837209302	0.852941176471	0.745098039216	0.79381443299	0.833333333333	0.85	0.913978494624	0.882352941176
sample15	0.551020408163	0.551020408163	0.0	0.0	0.72972972973	0.842105263158	0.81	0.707547169811	0.642201834862	0.587628865979	0.777777777778	0.715447154472	0.90990990991	0.838383838384
sample2	0.551020408163	0.551020408163	0.0	0.0	0.72972972973	0.842105263158	0.81	0.707547169811	0.642201834862	0.587628865979	0.777777777778	0.715447154472	0.90990990991	0.838383838384
sample4	0.80198019802	0.80198019802	0.72972972973	0.72972972973	0.0	0.878787878788	0.775	0.791666666667	0.824074074074	0.84	0.90099009901	0.82905982906	0.863636363636	0.853658536585
sample5	0.833333333333	0.833333333333	0.842105263158	0.842105263158	0.878787878788	0.0	0.813333333333	0.770114942529	0.82	0.755813953488	0.866666666667	0.846846846847	0.876543209877	0.785714285714
sample6	0.848837209302	0.848837209302	0.81	0.81	0.775	0.813333333333	0.0	0.746666666667	0.820224719101	0.763157894737	0.844155844156	0.722222222222	0.78125	0.588235294118
sample7	0.852941176471	0.852941176471	0.707547169811	0.707547169811	0.791666666667	0.770114942529	0.746666666667	0.0	0.782178217822	0.650602409639	0.86170212766	0.696078431373	0.843373493976	0.732394366197
sample8	0.745098039216	0.745098039216	0.642201834862	0.642201834862	0.824074074074	0.82	0.820224719101	0.782178217822	0.0	0.677419354839	0.703296703297	0.838709677419	0.885416666667	0.811764705882
sample9	0.79381443299	0.79381443299	0.587628865979	0.587628865979	0.84	0.755813953488	0.763157894737	0.650602409639	0.677419354839	0.0	0.755813953488	0.656565656566	0.870588235294	0.695652173913
sample10	0.833333333333	0.833333333333	0.777777777778	0.777777777778	0.90099009901	0.866666666667	0.844155844156	0.86170212766	0.703296703297	0.755813953488	0.0	0.857142857143	0.8625	0.802816901408
sample11	0.85	0.85	0.715447154472	0.715447154472	0.82905982906	0.846846846847	0.722222222222	0.696078431373	0.838709677419	0.656565656566	0.857142857143	0.0	0.896226415094	0.752808988764
sample12	0.913978494624	0.913978494624	0.90990990991	0.90990990991	0.863636363636	0.876543209877	0.78125	0.843373493976	0.885416666667	0.870588235294	0.8625	0.896226415094	0.0	0.84375
sample13	0.882352941176	0.882352941176	0.838383838384	0.838383838384	0.853658536585	0.785714285714	0.588235294118	0.732394366197	0.811764705882	0.695652173913	0.802816901408	0.752808988764	0.84375	0.0
