	sample1	sample14	sample15	sample2	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13
sample1	0.0	0.0	6.05433993385	6.05433993385	9.63454310757	10.125997884	10.6089708376	10.9764547466	8.07835711254	9.02567880228	10.1539417001	9.58299591719	10.9595639225	10.8920767798
sample14	0.0	0.0	6.05433993385	6.05433993385	9.63454310757	10.125997884	10.6089708376	10.9764547466	8.07835711254	9.02567880228	10.1539417001	9.58299591719	10.9595639225	10.8920767798
sample15	6.05433993385	6.05433993385	0.0	0.0	7.8896634579	9.86418408333	9.10501580647	9.25962284703	6.81940239872	5.25694898326	9.51514474905	6.84883658316	10.6611367735	9.53820754101
sample2	6.05433993385	6.05433993385	0.0	0.0	7.8896634579	9.86418408333	9.10501580647	9.25962284703	6.81940239872	5.25694898326	9.51514474905	6.84883658316	10.6611367735	9.53820754101
sample4	9.63454310757	9.63454310757	7.8896634579	7.8896634579	0.0	9.76703677626	9.34864359592	7.22854357363	8.18814142046	8.52877767196	10.3357629386	9.56155541487	10.1662781757	9.18033995452
sample5	10.125997884	10.125997884	9.86418408333	9.86418408333	9.76703677626	0.0	6.34402321785	5.75675675676	9.30701710885	6.66341501852	10.913423673	10.6159594274	7.03702131134	7.5882369416
sample6	10.6089708376	10.6089708376	9.10501580647	9.10501580647	9.34864359592	6.34402321785	0.0	5.14043170687	9.31574410443	5.89240221496	11.416163156	7.87109630315	7.64413309272	6.83089334771
sample7	10.9764547466	10.9764547466	9.25962284703	9.25962284703	7.22854357363	5.75675675676	5.14043170687	0.0	9.24884701215	5.72987156252	11.347862544	9.47377543815	6.84928553932	6.0420669374
sample8	8.07835711254	8.07835711254	6.81940239872	6.81940239872	8.18814142046	9.30701710885	9.31574410443	9.24884701215	0.0	7.81812929628	8.7717807314	8.98909106758	9.69434851299	9.41767362266
sample9	9.02567880228	9.02567880228	5.25694898326	5.25694898326	8.52877767196	6.66341501852	5.89240221496	5.72987156252	7.81812929628	0.0	9.89224942054	7.43211706128	7.45399135053	6.79022341727
sample10	10.1539417001	10.1539417001	9.51514474905	9.51514474905	10.3357629386	10.913423673	11.416163156	11.347862544	8.7717807314	9.89224942054	0.0	10.7341970378	10.1358261292	11.1801415182
sample11	9.58299591719	9.58299591719	6.84883658316	6.84883658316	9.56155541487	10.6159594274	7.87109630315	9.47377543815	8.98909106758	7.43211706128	10.7341970378	0.0	10.9214142704	9.85173470518
sample12	10.9595639225	10.9595639225	10.6611367735	10.6611367735	10.1662781757	7.03702131134	7.64413309272	6.84928553932	9.69434851299	7.45399135053	10.1358261292	10.9214142704	0.0	4.23392764898
sample13	10.8920767798	10.8920767798	9.53820754101	9.53820754101	9.18033995452	7.5882369416	6.83089334771	6.0420669374	9.41767362266	6.79022341727	11.1801415182	9.85173470518	4.23392764898	0.0
