	sample1	sample4	sample6	sample8	sample9	sample10	sample11	sample13	sample14	sample15	sample16
sample1	0.0	8.12225249292	9.74542879217	8.7688425112	8.87871591324	7.85125118784	9.23931865236	8.9576927251	10.1479042285	8.26301003961	8.0974025974
sample4	8.12225249292	0.0	9.31698620495	8.80194594402	8.31902115313	7.9267199841	10.086676112	9.04836358066	10.5589328288	8.73491162437	8.29556362348
sample6	9.74542879217	9.31698620495	0.0	10.9809616883	6.9523775023	9.80985282941	10.2027137989	10.6513213443	10.1120792664	10.1715923627	10.6792954797
sample8	8.7688425112	8.80194594402	10.9809616883	0.0	10.8605300484	10.4803280435	11.0847414721	10.4088503971	11.3262484737	9.76881703779	9.61253085248
sample9	8.87871591324	8.31902115313	6.9523775023	10.8605300484	0.0	8.99459796644	8.97655583973	9.88641366684	9.17770693689	9.2927391123	9.65421994885
sample10	7.85125118784	7.9267199841	9.80985282941	10.4803280435	8.99459796644	0.0	10.6545422411	10.0636184523	9.91677262744	9.58463933576	7.78282078473
sample11	9.23931865236	10.086676112	10.2027137989	11.0847414721	8.97655583973	10.6545422411	0.0	9.16991643454	10.5077958651	8.73923322027	9.10144927536
sample13	8.9576927251	9.04836358066	10.6513213443	10.4088503971	9.88641366684	10.0636184523	9.16991643454	0.0	10.7401285826	7.82333379429	9.72004359937
sample14	10.1479042285	10.5589328288	10.1120792664	11.3262484737	9.17770693689	9.91677262744	10.5077958651	10.7401285826	0.0	10.8296191725	10.7822377911
sample15	8.26301003961	8.73491162437	10.1715923627	9.76881703779	9.2927391123	9.58463933576	8.73923322027	7.82333379429	10.8296191725	0.0	7.56554630486
sample16	8.0974025974	8.29556362348	10.6792954797	9.61253085248	9.65421994885	7.78282078473	9.10144927536	9.72004359937	10.7822377911	7.56554630486	0.0
