	sample1	sample4	sample6	sample8	sample9	sample10	sample11	sample13	sample14	sample15	sample16
sample1	0.0	0.8359375	0.855072463768	0.846153846154	0.758620689655	0.731092436975	0.867256637168	0.861635220126	0.856	0.864	0.845454545455
sample4	0.8359375	0.0	0.9	0.84693877551	0.837398373984	0.787234042553	0.929411764706	0.883720930233	0.884210526316	0.846153846154	0.8
sample6	0.855072463768	0.9	0.0	0.929824561404	0.764227642276	0.871559633028	0.924731182796	0.891304347826	0.861386138614	0.903846153846	0.9
sample8	0.846153846154	0.84693877551	0.929824561404	0.0	0.892307692308	0.883495145631	0.904761904762	0.858267716535	0.940594059406	0.860215053763	0.916666666667
sample9	0.758620689655	0.837398373984	0.764227642276	0.892307692308	0.0	0.739130434783	0.826923076923	0.856209150327	0.867768595041	0.912	0.889908256881
sample10	0.731092436975	0.787234042553	0.871559633028	0.883495145631	0.739130434783	0.0	0.851851851852	0.84126984127	0.838709677419	0.836956521739	0.739726027397
sample11	0.867256637168	0.929411764706	0.924731182796	0.904761904762	0.826923076923	0.851851851852	0.0	0.805825242718	0.881578947368	0.849315068493	0.830508474576
sample13	0.861635220126	0.883720930233	0.891304347826	0.858267716535	0.856209150327	0.84126984127	0.805825242718	0.0	0.887096774194	0.798245614035	0.859813084112
sample14	0.856	0.884210526316	0.861386138614	0.940594059406	0.867768595041	0.838709677419	0.881578947368	0.887096774194	0.0	0.946808510638	0.88
sample15	0.864	0.846153846154	0.903846153846	0.860215053763	0.912	0.836956521739	0.849315068493	0.798245614035	0.946808510638	0.0	0.68253968254
sample16	0.845454545455	0.8	0.9	0.916666666667	0.889908256881	0.739726027397	0.830508474576	0.859813084112	0.88	0.68253968254	0.0
