	MCT.f.0513	MCT.f.0514	MCT.f.0515	MCT.f.0516	MCT.f.0517	MCT.f.0519	MCT.f.0520	MCT.f.0522	MCT.f.0523	MCT.f.0524	MCT.f.0525	MCT.f.0526	MCT.f.0527
MCT.f.0513	0.0	2.62572386604	4.46879439441	7.48601239839	7.32787961773	6.02972552327	5.58844038028	6.5887917212	6.68174170508	7.17152043786	6.78796746503	6.97659218322	6.4262560778
MCT.f.0514	2.62572386604	0.0	2.70416669464	5.52638518185	6.76760354327	6.49757765745	5.92769844204	6.51293145357	6.86725698544	7.34820622699	6.53665442302	6.82321404378	6.52711146946
MCT.f.0515	4.46879439441	2.70416669464	0.0	3.81228288665	6.2101932127	6.46211463355	7.21970615999	7.74500449615	8.01005904467	8.55055263558	7.79137707976	7.57394932244	6.90521619676
MCT.f.0516	7.48601239839	5.52638518185	3.81228288665	0.0	3.96233060513	6.31267254593	7.75112332325	8.34802430346	8.71470345478	9.05564978328	8.26750252198	7.90130218063	7.54107747303
MCT.f.0517	7.32787961773	6.76760354327	6.2101932127	3.96233060513	0.0	5.02520898642	7.24287516157	8.19046422644	8.05188087774	8.60874922225	7.78716475096	7.63889505774	7.00925147183
MCT.f.0519	6.02972552327	6.49757765745	6.46211463355	6.31267254593	5.02520898642	0.0	3.20279137116	6.98329338005	7.08207195104	7.43903520915	6.89505398816	6.4857637181	6.07051380075
MCT.f.0520	5.58844038028	5.92769844204	7.21970615999	7.75112332325	7.24287516157	3.20279137116	0.0	4.87097103764	6.20891240964	6.41391039134	5.96158359085	5.84503396776	6.43710983966
MCT.f.0522	6.5887917212	6.51293145357	7.74500449615	8.34802430346	8.19046422644	6.98329338005	4.87097103764	0.0	2.76526610644	5.21750841751	6.72114280055	6.75710653859	7.42693361158
MCT.f.0523	6.68174170508	6.86725698544	8.01005904467	8.71470345478	8.05188087774	7.08207195104	6.20891240964	2.76526610644	0.0	2.8540693874	4.71707551708	6.67648853878	7.38834336395
MCT.f.0524	7.17152043786	7.34820622699	8.55055263558	9.05564978328	8.60874922225	7.43903520915	6.41391039134	5.21750841751	2.8540693874	0.0	2.97070275404	5.57169100885	7.40436152225
MCT.f.0525	6.78796746503	6.53665442302	7.79137707976	8.26750252198	7.78716475096	6.89505398816	5.96158359085	6.72114280055	4.71707551708	2.97070275404	0.0	3.0004987423	5.2504968383
MCT.f.0526	6.97659218322	6.82321404378	7.57394932244	7.90130218063	7.63889505774	6.4857637181	5.84503396776	6.75710653859	6.67648853878	5.57169100885	3.0004987423	0.0	3.4737628758
MCT.f.0527	6.4262560778	6.52711146946	6.90521619676	7.54107747303	7.00925147183	6.07051380075	6.43710983966	7.42693361158	7.38834336395	7.40436152225	5.2504968383	3.4737628758	0.0
