	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	0.824742268041	0.768656716418	0.803738317757	0.75	0.804347826087	0.842465753425	0.838095238095	0.905109489051	0.836363636364	0.873949579832	0.868421052632	0.769230769231	0.76821192053
sample2	0.824742268041	0.0	0.84347826087	0.814814814815	0.911504424779	0.801801801802	0.867768595041	0.8	0.897196261682	0.843373493976	0.926315789474	0.885057471264	0.866141732283	0.859259259259
sample3	0.768656716418	0.84347826087	0.0	0.710526315789	0.808219178082	0.773333333333	0.825	0.915384615385	0.842465753425	0.824	0.858208955224	0.89552238806	0.673469387755	0.685897435897
sample4	0.803738317757	0.814814814815	0.710526315789	0.0	0.776785714286	0.80487804878	0.829457364341	0.916666666667	0.821428571429	0.854166666667	0.851485148515	0.79347826087	0.694214876033	0.773722627737
sample5	0.75	0.911504424779	0.808219178082	0.776785714286	0.0	0.832214765101	0.828947368421	0.850877192982	0.895833333333	0.765765765766	0.734513274336	0.789473684211	0.687943262411	0.76582278481
sample6	0.804347826087	0.801801801802	0.773333333333	0.80487804878	0.832214765101	0.0	0.666666666667	0.872	0.6796875	0.902985074627	0.907142857143	0.89552238806	0.691275167785	0.757575757576
sample7	0.842465753425	0.867768595041	0.825	0.829457364341	0.828947368421	0.666666666667	0.0	0.849206349206	0.708955223881	0.881481481481	0.902097902098	0.848484848485	0.771604938272	0.733333333333
sample8	0.838095238095	0.8	0.915384615385	0.916666666667	0.850877192982	0.872	0.849206349206	0.0	0.811320754717	0.804597701149	0.804347826087	0.75	0.848484848485	0.826086956522
sample9	0.905109489051	0.897196261682	0.842465753425	0.821428571429	0.895833333333	0.6796875	0.708955223881	0.811320754717	0.0	0.881355932203	0.859504132231	0.936	0.741258741259	0.827160493827
sample10	0.836363636364	0.843373493976	0.824	0.854166666667	0.765765765766	0.902985074627	0.881481481481	0.804597701149	0.881355932203	0.0	0.884615384615	0.855670103093	0.855072463768	0.833333333333
sample11	0.873949579832	0.926315789474	0.858208955224	0.851485148515	0.734513274336	0.907142857143	0.902097902098	0.804347826087	0.859504132231	0.884615384615	0.0	0.741935483871	0.884353741497	0.84
sample12	0.868421052632	0.885057471264	0.89552238806	0.79347826087	0.789473684211	0.89552238806	0.848484848485	0.75	0.936	0.855670103093	0.741935483871	0.0	0.903448275862	0.826388888889
sample13	0.769230769231	0.866141732283	0.673469387755	0.694214876033	0.687943262411	0.691275167785	0.771604938272	0.848484848485	0.741258741259	0.855072463768	0.884353741497	0.903448275862	0.0	0.65
sample14	0.76821192053	0.859259259259	0.685897435897	0.773722627737	0.76582278481	0.757575757576	0.733333333333	0.826086956522	0.827160493827	0.833333333333	0.84	0.826388888889	0.65	0.0
