	sample2	sample3	sample4	sample7	sample8	sample9	sample10	sample11	sample13
sample2	0.0	9.93507057389	10.2550086476	10.482365499	10.03093787	9.84526540537	9.45518515433	10.5556925972	11.0338942284
sample3	9.93507057389	0.0	7.16741724386	9.91136837801	9.59884020693	10.9337584055	10.8007703393	9.76156179465	11.0115605304
sample4	10.2550086476	7.16741724386	0.0	8.76220949339	9.3639299415	11.2943754878	11.0575553993	9.83999480169	10.6810020622
sample7	10.482365499	9.91136837801	8.76220949339	0.0	6.27396581158	10.3948497552	10.6202935029	9.91813225317	10.423921359
sample8	10.03093787	9.59884020693	9.3639299415	6.27396581158	0.0	10.0450025727	10.9484564641	9.31051490369	9.91869452569
sample9	9.84526540537	10.9337584055	11.2943754878	10.3948497552	10.0450025727	0.0	6.42290815915	11.4581729057	11.524271609
sample10	9.45518515433	10.8007703393	11.0575553993	10.6202935029	10.9484564641	6.42290815915	0.0	10.4485921836	10.6727691018
sample11	10.5556925972	9.76156179465	9.83999480169	9.91813225317	9.31051490369	11.4581729057	10.4485921836	0.0	9.34455083608
sample13	11.0338942284	11.0115605304	10.6810020622	10.423921359	9.91869452569	11.524271609	10.6727691018	9.34455083608	0.0
