	sample1	sample2	sample3	sample4	sample7	sample8	sample10	sample12	sample13	sample16
sample1	0.0	6.14623139353	8.62211226566	7.45633074935	8.6976744186	6.17578772803	6.01230466347	7.62017941592	7.92135807176	6.28638650891
sample2	6.14623139353	0.0	7.15117370892	5.60993487809	7.10563380282	5.00735757831	4.20612564275	6.67486048366	8.45713076272	5.42816901408
sample3	8.62211226566	7.15117370892	0.0	7.94811256005	7.65	6.99341589923	6.96625014072	9.90622240064	8.61552145099	5.95498320269
sample4	7.45633074935	5.60993487809	7.94811256005	0.0	8.74838709677	6.35134007382	6.10732206861	6.43761412051	8.09524061343	5.35076400679
sample7	8.6976744186	7.10563380282	7.65	8.74838709677	0.0	4.71005267779	6.86562402739	9.28301886792	9.26567020251	7.05247678019
sample8	6.17578772803	5.00735757831	6.99341589923	6.35134007382	4.71005267779	0.0	2.87151543868	6.55575894114	8.0188402251	3.77952343545
sample10	6.01230466347	4.20612564275	6.96625014072	6.10732206861	6.86562402739	2.87151543868	0.0	5.61046221424	7.31936854888	3.00428849903
sample12	7.62017941592	6.67486048366	9.90622240064	6.43761412051	9.28301886792	6.55575894114	5.61046221424	0.0	6.27296628518	6.35640516385
sample13	7.92135807176	8.45713076272	8.61552145099	8.09524061343	9.26567020251	8.0188402251	7.31936854888	6.27296628518	0.0	7.31716997412
sample16	6.28638650891	5.42816901408	5.95498320269	5.35076400679	7.05247678019	3.77952343545	3.00428849903	6.35640516385	7.31716997412	0.0
