	sample1	sample2	sample3	sample4	sample7	sample8	sample10	sample12	sample13	sample16
sample1	0.0	0.606837606838	0.848739495798	0.645454545455	0.892857142857	0.615384615385	0.633027522936	0.7109375	0.715447154472	0.688073394495
sample2	0.606837606838	0.0	0.808988764045	0.560975609756	0.822784810127	0.551282051282	0.467532467532	0.646464646465	0.766990291262	0.634146341463
sample3	0.848739495798	0.808988764045	0.0	0.685714285714	0.735849056604	0.774647887324	0.789473684211	0.875	0.797619047619	0.65625
sample4	0.645454545455	0.560975609756	0.685714285714	0.0	0.784615384615	0.322033898305	0.4	0.518518518519	0.686046511628	0.25
sample7	0.892857142857	0.822784810127	0.735849056604	0.784615384615	0.0	0.678571428571	0.784615384615	0.895348837209	0.871794871795	0.762711864407
sample8	0.615384615385	0.551282051282	0.774647887324	0.322033898305	0.678571428571	0.0	0.293103448276	0.525641025641	0.698795180723	0.396551724138
sample10	0.633027522936	0.467532467532	0.789473684211	0.4	0.784615384615	0.293103448276	0.0	0.481012658228	0.638554216867	0.41935483871
sample12	0.7109375	0.646464646465	0.875	0.518518518519	0.895348837209	0.525641025641	0.481012658228	0.0	0.627659574468	0.556962025316
sample13	0.715447154472	0.766990291262	0.797619047619	0.686046511628	0.871794871795	0.698795180723	0.638554216867	0.627659574468	0.0	0.69512195122
sample16	0.688073394495	0.634146341463	0.65625	0.25	0.762711864407	0.396551724138	0.41935483871	0.556962025316	0.69512195122	0.0
