	sample1	sample2	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample13	sample14	sample15	sample16	sample17
sample1	0.0	7.67792911431	9.81151999272	8.59863736751	7.34516103253	8.68137609211	9.13603218506	9.40579710145	7.66382103014	8.59330462697	8.99135524055	8.07307600096	5.91978918847	7.10460911774
sample2	7.67792911431	0.0	10.232738757	9.03617032838	10.3878986778	9.17528124186	8.34807034202	8.42674283296	8.07073390082	8.54835186614	8.44574969586	7.8204605896	7.67297164514	7.92008283941
sample4	9.81151999272	10.232738757	0.0	7.1384264813	10.4303780139	10.8884110033	10.7528850123	9.35056147423	9.10247506278	10.5138629051	10.3468543046	9.63902664408	7.76996306673	9.87610303229
sample5	8.59863736751	9.03617032838	7.1384264813	0.0	7.67527779381	10.2924377135	10.9405609689	9.42090121193	10.4607990217	8.89129621427	8.07953370554	7.92507357609	7.58715880893	9.20044833462
sample6	7.34516103253	10.3878986778	10.4303780139	7.67527779381	0.0	8.65261210752	9.92159828575	8.68447365465	9.82782849485	9.12013936471	8.25258397933	10.0015503876	7.71936493739	9.72091673919
sample7	8.68137609211	9.17528124186	10.8884110033	10.2924377135	8.65261210752	0.0	10.095800958	10.5450291459	8.8097146301	7.65252259108	8.47753305658	9.38237363769	8.93434217996	8.87766997774
sample8	9.13603218506	8.34807034202	10.7528850123	10.9405609689	9.92159828575	10.095800958	0.0	7.07346529987	7.22081673539	10.3715508212	10.3235518293	9.4886620029	10.0213544924	8.38127180227
sample9	9.40579710145	8.42674283296	9.35056147423	9.42090121193	8.68447365465	10.5450291459	7.07346529987	0.0	8.18794900544	10.626842991	9.47803442029	10.2291540276	9.44753344482	10.1519847126
sample10	7.66382103014	8.07073390082	9.10247506278	10.4607990217	9.82782849485	8.8097146301	7.22081673539	8.18794900544	0.0	9.74411663927	10.4686156877	7.59340307856	8.40358441702	8.15565547218
sample13	8.59330462697	8.54835186614	10.5138629051	8.89129621427	9.12013936471	7.65252259108	10.3715508212	10.626842991	9.74411663927	0.0	5.9620252022	7.2544113498	7.49003466205	7.83195695752
sample14	8.99135524055	8.44574969586	10.3468543046	8.07953370554	8.25258397933	8.47753305658	10.3235518293	9.47803442029	10.4686156877	5.9620252022	0.0	8.40123546512	7.95072115385	8.53262347694
sample15	8.07307600096	7.8204605896	9.63902664408	7.92507357609	10.0015503876	9.38237363769	9.4886620029	10.2291540276	7.59340307856	7.2544113498	8.40123546512	0.0	7.06592128801	5.76792762159
sample16	5.91978918847	7.67297164514	7.76996306673	7.58715880893	7.71936493739	8.93434217996	10.0213544924	9.44753344482	8.40358441702	7.49003466205	7.95072115385	7.06592128801	0.0	7.31180960032
sample17	7.10460911774	7.92008283941	9.87610303229	9.20044833462	9.72091673919	8.87766997774	8.38127180227	10.1519847126	8.15565547218	7.83195695752	8.53262347694	5.76792762159	7.31180960032	0.0
