	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample10	sample12	sample13	sample14	sample15
sample1	0.0	0.804347826087	0.891156462585	0.835616438356	0.886666666667	0.829268292683	0.87417218543	0.888888888889	0.875	0.76404494382	0.893442622951	0.92700729927	0.832369942197
sample2	0.804347826087	0.0	0.700636942675	0.780346820809	0.769230769231	0.732876712329	0.821229050279	0.905797101449	0.864516129032	0.873134328358	0.751773049645	0.925714285714	0.65
sample3	0.891156462585	0.700636942675	0.0	0.798850574713	0.77380952381	0.763513513514	0.78488372093	0.888059701493	0.919254658385	0.928057553957	0.739130434783	0.872727272727	0.718085106383
sample4	0.835616438356	0.780346820809	0.798850574713	0.0	0.82967032967	0.834355828221	0.838709677419	0.8	0.896341463415	0.827067669173	0.847133757962	0.921787709497	0.741116751269
sample5	0.886666666667	0.769230769231	0.77380952381	0.82967032967	0.0	0.880239520958	0.796610169492	0.891304347826	0.844155844156	0.914893617021	0.737588652482	0.827160493827	0.81067961165
sample6	0.829268292683	0.732876712329	0.763513513514	0.834355828221	0.880239520958	0.0	0.848484848485	0.925619834711	0.860294117647	0.785046728972	0.807692307692	0.908496732026	0.686390532544
sample7	0.87417218543	0.821229050279	0.78488372093	0.838709677419	0.796610169492	0.848484848485	0.0	0.893617021277	0.832258064516	0.885714285714	0.839743589744	0.713333333333	0.78431372549
sample8	0.888888888889	0.905797101449	0.888059701493	0.8	0.891304347826	0.925619834711	0.893617021277	0.0	0.889908256881	0.829268292683	0.889908256881	0.872881355932	0.894117647059
sample10	0.875	0.864516129032	0.919254658385	0.896341463415	0.844155844156	0.860294117647	0.832258064516	0.889908256881	0.0	0.847619047619	0.783333333333	0.82962962963	0.810055865922
sample12	0.76404494382	0.873134328358	0.928057553957	0.827067669173	0.914893617021	0.785046728972	0.885714285714	0.829268292683	0.847619047619	0.0	0.869158878505	0.936	0.846625766871
sample13	0.893442622951	0.751773049645	0.739130434783	0.847133757962	0.737588652482	0.807692307692	0.839743589744	0.889908256881	0.783333333333	0.869158878505	0.0	0.846715328467	0.71686746988
sample14	0.92700729927	0.925714285714	0.872727272727	0.921787709497	0.827160493827	0.908496732026	0.713333333333	0.872881355932	0.82962962963	0.936	0.846715328467	0.0	0.913043478261
sample15	0.832369942197	0.65	0.718085106383	0.741116751269	0.81067961165	0.686390532544	0.78431372549	0.894117647059	0.810055865922	0.846625766871	0.71686746988	0.913043478261	0.0
