	MCT.f.0037	MCT.f.0038	MCT.f.0039	MCT.f.0042	MCT.f.0043	MCT.f.0044	MCT.f.0045	MCT.f.0048	MCT.f.0049	MCT.f.0050
MCT.f.0037	0.0	0.180811808118	0.453924914676	0.679411764706	0.702549575071	0.683284457478	0.694362017804	0.750819672131	0.821428571429	0.720588235294
MCT.f.0038	0.180811808118	0.0	0.303249097473	0.698324022346	0.705722070845	0.694677871148	0.709039548023	0.771604938272	0.82	0.72676056338
MCT.f.0039	0.453924914676	0.303249097473	0.0	0.67701863354	0.705357142857	0.724550898204	0.716923076923	0.806666666667	0.7928802589	0.7125
MCT.f.0042	0.679411764706	0.698324022346	0.67701863354	0.0	0.309803921569	0.492857142857	0.701257861635	0.770833333333	0.765886287625	0.683870967742
MCT.f.0043	0.702549575071	0.705722070845	0.705357142857	0.309803921569	0.0	0.269076305221	0.569491525424	0.735191637631	0.74	0.646103896104
MCT.f.0044	0.683284457478	0.694677871148	0.724550898204	0.492857142857	0.269076305221	0.0	0.399224806202	0.749116607774	0.740614334471	0.657894736842
MCT.f.0045	0.694362017804	0.709039548023	0.716923076923	0.701257861635	0.569491525424	0.399224806202	0.0	0.754512635379	0.758620689655	0.700325732899
MCT.f.0048	0.750819672131	0.771604938272	0.806666666667	0.770833333333	0.735191637631	0.749116607774	0.754512635379	0.0	0.6	0.702290076336
MCT.f.0049	0.821428571429	0.82	0.7928802589	0.765886287625	0.74	0.740614334471	0.758620689655	0.6	0.0	0.371559633028
MCT.f.0050	0.720588235294	0.72676056338	0.7125	0.683870967742	0.646103896104	0.657894736842	0.700325732899	0.702290076336	0.371559633028	0.0
