	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample11	sample12	sample13	sample14	sample15
sample2	0.0	7.40329565118	10.232738757	9.03617032838	10.3878986778	9.17528124186	8.34807034202	6.89745123848	8.11423844282	8.54835186614	8.44574969586	7.8204605896
sample3	7.40329565118	0.0	10.3741921088	7.3314670656	9.16067314061	8.85385056017	10.041198282	8.58398926831	8.22267148014	8.68704678125	8.00265117329	7.7678784317
sample4	10.232738757	10.3741921088	0.0	7.1384264813	10.4303780139	10.8884110033	10.7528850123	9.66739043897	8.72014128035	10.5138629051	10.3468543046	9.63902664408
sample5	9.03617032838	7.3314670656	7.1384264813	0.0	7.67527779381	10.2924377135	10.9405609689	9.49795929436	7.99020347395	8.89129621427	8.07953370554	7.92507357609
sample6	10.3878986778	9.16067314061	10.4303780139	7.67527779381	0.0	8.65261210752	9.92159828575	10.6170203753	9.46019638243	9.12013936471	8.25258397933	10.0015503876
sample7	9.17528124186	8.85385056017	10.8884110033	10.2924377135	8.65261210752	0.0	10.095800958	8.96293831791	9.21334317343	7.65252259108	8.47753305658	9.38237363769
sample8	8.34807034202	10.041198282	10.7528850123	10.9405609689	9.92159828575	10.095800958	0.0	10.0502021414	10.5647154472	10.3715508212	10.3235518293	9.4886620029
sample11	6.89745123848	8.58398926831	9.66739043897	9.49795929436	10.6170203753	8.96293831791	10.0502021414	0.0	6.38695081967	7.24972772301	9.11637636612	6.31241580887
sample12	8.11423844282	8.22267148014	8.72014128035	7.99020347395	9.46019638243	9.21334317343	10.5647154472	6.38695081967	0.0	8.79035701906	8.485125	7.268
sample13	8.54835186614	8.68704678125	10.5138629051	8.89129621427	9.12013936471	7.65252259108	10.3715508212	7.24972772301	8.79035701906	0.0	5.9620252022	7.2544113498
sample14	8.44574969586	8.00265117329	10.3468543046	8.07953370554	8.25258397933	8.47753305658	10.3235518293	9.11637636612	8.485125	5.9620252022	0.0	8.40123546512
sample15	7.8204605896	7.7678784317	9.63902664408	7.92507357609	10.0015503876	9.38237363769	9.4886620029	6.31241580887	7.268	7.2544113498	8.40123546512	0.0
