	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample11	sample12	sample13	sample14	sample15
sample2	0.0	0.543103448276	0.814814814815	0.813008130081	0.866141732283	0.793103448276	0.862595419847	0.5	0.729927007299	0.735537190083	0.748031496063	0.730158730159
sample3	0.543103448276	0.0	0.81954887218	0.638095238095	0.81512605042	0.787610619469	0.885496183206	0.622950819672	0.69465648855	0.695652173913	0.689075630252	0.713114754098
sample4	0.814814814815	0.81954887218	0.0	0.781818181818	0.821428571429	0.857142857143	0.877049180328	0.813432835821	0.753846153846	0.825	0.824	0.806451612903
sample5	0.813008130081	0.638095238095	0.781818181818	0.0	0.744680851064	0.824742268041	0.921052631579	0.811475409836	0.713043478261	0.73	0.745283018868	0.72380952381
sample6	0.866141732283	0.81512605042	0.821428571429	0.744680851064	0.0	0.821052631579	0.847619047619	0.856	0.773109243697	0.831775700935	0.69	0.852173913043
sample7	0.793103448276	0.787610619469	0.857142857143	0.824742268041	0.821052631579	0.0	0.864077669903	0.822033898305	0.854838709677	0.712765957447	0.754901960784	0.836363636364
sample8	0.862595419847	0.885496183206	0.877049180328	0.921052631579	0.847619047619	0.864077669903	0.0	0.870229007634	0.913669064748	0.879310344828	0.876033057851	0.858333333333
sample11	0.5	0.622950819672	0.813432835821	0.811475409836	0.856	0.822033898305	0.870229007634	0.0	0.626984126984	0.689655172414	0.80303030303	0.514018691589
sample12	0.729927007299	0.69465648855	0.753846153846	0.713043478261	0.773109243697	0.854838709677	0.913669064748	0.626984126984	0.0	0.739837398374	0.7421875	0.591304347826
sample13	0.735537190083	0.695652173913	0.825	0.73	0.831775700935	0.712765957447	0.879310344828	0.689655172414	0.739837398374	0.0	0.571428571429	0.631067961165
sample14	0.748031496063	0.689075630252	0.824	0.745283018868	0.69	0.754901960784	0.876033057851	0.80303030303	0.7421875	0.571428571429	0.0	0.754237288136
sample15	0.730158730159	0.713114754098	0.806451612903	0.72380952381	0.852173913043	0.836363636364	0.858333333333	0.514018691589	0.591304347826	0.631067961165	0.754237288136	0.0
