	MCT.f.0225	MCT.f.0226	MCT.f.0227	MCT.f.0228	MCT.f.0229	MCT.f.0230	MCT.f.0231	MCT.f.0232	MCT.f.0233	MCT.f.0234	MCT.f.0235	MCT.f.0236	MCT.f.0238
MCT.f.0225	0.0	2.9493139517	5.13127929877	6.24181862008	6.81976297914	6.36700535925	6.17032402361	6.21734422867	6.48956439618	6.71222615932	7.36179761518	6.6145577355	6.71671876547
MCT.f.0226	2.9493139517	0.0	2.82434177844	4.09424750296	4.85041270414	6.42947759807	6.62809794847	6.5108338086	6.49897815363	6.51769961382	6.93831649832	7.039211079	6.78472023891
MCT.f.0227	5.13127929877	2.82434177844	0.0	2.01565577933	2.89049364554	4.77985304112	6.37925287852	6.79065484638	6.80103570975	6.31619456312	5.73516586631	6.04008406017	6.38945155638
MCT.f.0228	6.24181862008	4.09424750296	2.01565577933	0.0	1.12155766891	3.1520282165	5.22919708376	6.97966345354	7.01091393341	6.65148667725	5.78451805454	6.25119312872	6.62297730887
MCT.f.0229	6.81976297914	4.85041270414	2.89049364554	1.12155766891	0.0	2.35017521176	4.51939323242	6.32057374301	7.11901453921	6.74859674398	5.92332402413	6.34823541327	6.668215615
MCT.f.0230	6.36700535925	6.42947759807	4.77985304112	3.1520282165	2.35017521176	0.0	2.81561315264	4.88741313109	5.85528346671	6.65933087149	6.18356709563	6.50738280157	7.05596077459
MCT.f.0231	6.17032402361	6.62809794847	6.37925287852	5.22919708376	4.51939323242	2.81561315264	0.0	2.61172492223	3.84918488984	5.28853661207	6.72893816916	6.89294910828	6.94399276877
MCT.f.0232	6.21734422867	6.5108338086	6.79065484638	6.97966345354	6.32057374301	4.88741313109	2.61172492223	0.0	2.25100814099	4.16330758139	6.22885906324	7.37600028246	7.29949792964
MCT.f.0233	6.48956439618	6.49897815363	6.80103570975	7.01091393341	7.11901453921	5.85528346671	3.84918488984	2.25100814099	0.0	2.24617520626	4.50156213296	5.88502248022	7.127517247
MCT.f.0234	6.71222615932	6.51769961382	6.31619456312	6.65148667725	6.74859674398	6.65933087149	5.28853661207	4.16330758139	2.24617520626	0.0	2.77836536045	4.58599454725	6.79103788404
MCT.f.0235	7.36179761518	6.93831649832	5.73516586631	5.78451805454	5.92332402413	6.18356709563	6.72893816916	6.22885906324	4.50156213296	2.77836536045	0.0	2.42638357403	5.29352105907
MCT.f.0236	6.6145577355	7.039211079	6.04008406017	6.25119312872	6.34823541327	6.50738280157	6.89294910828	7.37600028246	5.88502248022	4.58599454725	2.42638357403	0.0	3.39112912371
MCT.f.0238	6.71671876547	6.78472023891	6.38945155638	6.62297730887	6.668215615	7.05596077459	6.94399276877	7.29949792964	7.127517247	6.79103788404	5.29352105907	3.39112912371	0.0
