	sample2	sample3	sample4	sample7	sample8	sample9	sample10	sample11	sample13
sample2	0.0	0.798701298701	0.7890625	0.751724137931	0.849397590361	0.744966442953	0.790540540541	0.685483870968	0.760233918129
sample3	0.798701298701	0.0	0.80303030303	0.781456953642	0.779874213836	0.741721854305	0.631578947368	0.761194029851	0.735294117647
sample4	0.7890625	0.80303030303	0.0	0.649122807018	0.748091603053	0.778625954198	0.654867256637	0.59793814433	0.774834437086
sample7	0.751724137931	0.781456953642	0.649122807018	0.0	0.733333333333	0.68085106383	0.772413793103	0.627118644068	0.713414634146
sample8	0.849397590361	0.779874213836	0.748091603053	0.733333333333	0.0	0.619718309859	0.853658536585	0.762589928058	0.772222222222
sample9	0.744966442953	0.741721854305	0.778625954198	0.68085106383	0.619718309859	0.0	0.797385620915	0.782608695652	0.767045454545
sample10	0.790540540541	0.631578947368	0.654867256637	0.772413793103	0.853658536585	0.797385620915	0.0	0.730158730159	0.763313609467
sample11	0.685483870968	0.761194029851	0.59793814433	0.627118644068	0.762589928058	0.782608695652	0.730158730159	0.0	0.721854304636
sample13	0.760233918129	0.735294117647	0.774834437086	0.713414634146	0.772222222222	0.767045454545	0.763313609467	0.721854304636	0.0
