	MCT.f.0256	MCT.f.0258	MCT.f.0259	MCT.f.0260	MCT.f.0261	MCT.f.0263	MCT.f.0264	MCT.f.0265	MCT.f.0266	MCT.f.0267	MCT.f.0269	MCT.f.0270	MCT.f.0271	MCT.f.0272
MCT.f.0256	0.0	4.65353115432	5.9131086228	6.75425622235	5.60989997714	6.67773948044	6.03027880726	6.71244409878	6.73395028471	7.47948885647	7.04625515888	7.09438277193	7.32532617973	7.6244881908
MCT.f.0258	4.65353115432	0.0	2.56186290096	4.09748758839	3.91675085982	4.86797805939	4.88146750084	4.41431777799	4.61797986881	5.00457328139	5.48146782224	5.69826302161	4.53412489803	4.94552676376
MCT.f.0259	5.9131086228	2.56186290096	0.0	3.87429519399	4.22676534326	5.37013787004	5.45983416572	4.49030206677	5.41923991885	5.33734310205	5.89307304723	6.4590541067	5.04812344294	5.75294322126
MCT.f.0260	6.75425622235	4.09748758839	3.87429519399	0.0	3.49181552513	5.39871382637	5.67350523872	5.61712271277	5.80808274277	5.94009034444	5.82176444245	6.08897207026	5.39567801395	6.04852110004
MCT.f.0261	5.60989997714	3.91675085982	4.22676534326	3.49181552513	0.0	3.41791400538	3.61694606173	4.20588788486	4.29127317885	4.75685282947	5.47928236404	4.88170642514	5.21032940239	5.57670099382
MCT.f.0263	6.67773948044	4.86797805939	5.37013787004	5.39871382637	3.41791400538	0.0	2.77450821181	3.17156513427	3.4100788041	3.86497875115	4.91160076203	4.16259236388	4.38412794356	4.81350482315
MCT.f.0264	6.03027880726	4.88146750084	5.45983416572	5.67350523872	3.61694606173	2.77450821181	0.0	2.98366548367	3.44681766268	4.14447034447	5.17798676419	4.10725355096	4.83125035667	4.9527969946
MCT.f.0265	6.71244409878	4.41431777799	4.49030206677	5.61712271277	4.20588788486	3.17156513427	2.98366548367	0.0	2.47229828948	2.96263466263	5.16875370668	4.4826561661	3.77879898388	4.13975840793
MCT.f.0266	6.73395028471	4.61797986881	5.41923991885	5.80808274277	4.29127317885	3.4100788041	3.44681766268	2.47229828948	0.0	2.51084070115	4.74197542798	4.2971817837	4.11318440886	3.95871873687
MCT.f.0267	7.47948885647	5.00457328139	5.33734310205	5.94009034444	4.75685282947	3.86497875115	4.14447034447	2.96263466263	2.51084070115	0.0	4.61239450205	3.97548279535	3.9225791158	4.34830121647
MCT.f.0269	7.04625515888	5.48146782224	5.89307304723	5.82176444245	5.47928236404	4.91160076203	5.17798676419	5.16875370668	4.74197542798	4.61239450205	0.0	2.83633664805	3.76265873227	3.41967966616
MCT.f.0270	7.09438277193	5.69826302161	6.4590541067	6.08897207026	4.88170642514	4.16259236388	4.10725355096	4.4826561661	4.2971817837	3.97548279535	2.83633664805	0.0	2.93382075327	3.6410638615
MCT.f.0271	7.32532617973	4.53412489803	5.04812344294	5.39567801395	5.21032940239	4.38412794356	4.83125035667	3.77879898388	4.11318440886	3.9225791158	3.76265873227	2.93382075327	0.0	2.47645895986
MCT.f.0272	7.6244881908	4.94552676376	5.75294322126	6.04852110004	5.57670099382	4.81350482315	4.9527969946	4.13975840793	3.95871873687	4.34830121647	3.41967966616	3.6410638615	2.47645895986	0.0
