	MCT.f.0256	MCT.f.0258	MCT.f.0259	MCT.f.0260	MCT.f.0261	MCT.f.0263	MCT.f.0264	MCT.f.0265	MCT.f.0266	MCT.f.0267	MCT.f.0269	MCT.f.0270	MCT.f.0271	MCT.f.0272
MCT.f.0256	0.0	0.315436241611	0.403726708075	0.579545454545	0.6	0.615	0.628712871287	0.597989949749	0.624338624339	0.628415300546	0.68932038835	0.736585365854	0.71	0.643216080402
MCT.f.0258	0.315436241611	0.0	0.138364779874	0.394444444444	0.427835051546	0.450980392157	0.480769230769	0.448780487805	0.458762886598	0.520408163265	0.556074766355	0.607476635514	0.599056603774	0.535545023697
MCT.f.0259	0.403726708075	0.138364779874	0.0	0.314285714286	0.363157894737	0.413793103448	0.436893203883	0.457142857143	0.490099009901	0.549019607843	0.541666666667	0.566037735849	0.557142857143	0.53488372093
MCT.f.0260	0.579545454545	0.394444444444	0.314285714286	0.0	0.179640718563	0.342105263158	0.417085427136	0.461165048544	0.574162679426	0.597087378641	0.593607305936	0.565217391304	0.563106796117	0.560747663551
MCT.f.0261	0.6	0.427835051546	0.363157894737	0.179640718563	0.0	0.191256830601	0.276041666667	0.326633165829	0.445544554455	0.467336683417	0.51376146789	0.53738317757	0.548837209302	0.520547945205
MCT.f.0263	0.615	0.450980392157	0.413793103448	0.342105263158	0.191256830601	0.0	0.120879120879	0.208333333333	0.341836734694	0.427860696517	0.419811320755	0.478873239437	0.490654205607	0.463302752294
MCT.f.0264	0.628712871287	0.480769230769	0.436893203883	0.417085427136	0.276041666667	0.120879120879	0.0	0.0994475138122	0.262032085561	0.354166666667	0.389423076923	0.5	0.525114155251	0.484162895928
MCT.f.0265	0.597989949749	0.448780487805	0.457142857143	0.461165048544	0.326633165829	0.208333333333	0.0994475138122	0.0	0.173184357542	0.271739130435	0.387559808612	0.518181818182	0.542600896861	0.447004608295
MCT.f.0266	0.624338624339	0.458762886598	0.490099009901	0.574162679426	0.445544554455	0.341836734694	0.262032085561	0.173184357542	0.0	0.13125	0.308510638298	0.47263681592	0.507317073171	0.441176470588
MCT.f.0267	0.628415300546	0.520408163265	0.549019607843	0.597087378641	0.467336683417	0.427860696517	0.354166666667	0.271739130435	0.13125	0.0	0.320652173913	0.479591836735	0.515	0.447236180905
MCT.f.0269	0.68932038835	0.556074766355	0.541666666667	0.593607305936	0.51376146789	0.419811320755	0.389423076923	0.387559808612	0.308510638298	0.320652173913	0.0	0.209039548023	0.310160427807	0.35175879397
MCT.f.0270	0.736585365854	0.607476635514	0.566037735849	0.565217391304	0.53738317757	0.478873239437	0.5	0.518181818182	0.47263681592	0.479591836735	0.209039548023	0.0	0.128834355828	0.267759562842
MCT.f.0271	0.71	0.599056603774	0.557142857143	0.563106796117	0.548837209302	0.490654205607	0.525114155251	0.542600896861	0.507317073171	0.515	0.310160427807	0.128834355828	0.0	0.173410404624
MCT.f.0272	0.643216080402	0.535545023697	0.53488372093	0.560747663551	0.520547945205	0.463302752294	0.484162895928	0.447004608295	0.441176470588	0.447236180905	0.35175879397	0.267759562842	0.173410404624	0.0
