	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0532	0.0	2.07803404383	4.40454494328	6.83250006096	8.29570762349	9.36632668964	9.17906623961	9.09839182637	8.93554576095	9.21058218527	9.39935758518
MCT.f.0533	2.07803404383	0.0	2.64287815211	5.10463133031	6.60942197608	8.32712344582	8.45136403679	8.36189564176	8.33116786239	8.47419254	8.62713552589
MCT.f.0534	4.40454494328	2.64287815211	0.0	2.88991810276	4.47948642267	6.50361324618	7.68381402148	7.70889097631	7.77277205553	7.66677114787	7.97850473474
MCT.f.0535	6.83250006096	5.10463133031	2.88991810276	0.0	1.70230565286	3.99303421596	5.34871803745	6.01013357757	6.27610472	7.05231080116	7.56785473571
MCT.f.0536	8.29570762349	6.60942197608	4.47948642267	1.70230565286	0.0	2.4847095509	4.24895785382	5.07839855112	5.71682654913	7.20481236277	7.75330472198
MCT.f.0538	9.36632668964	8.32712344582	6.50361324618	3.99303421596	2.4847095509	0.0	2.08502005453	3.25274750878	5.29476457784	7.08367331291	7.9460586869
MCT.f.0539	9.17906623961	8.45136403679	7.68381402148	5.34871803745	4.24895785382	2.08502005453	0.0	2.27636497769	4.55399617975	7.27531670064	8.31986549361
MCT.f.0540	9.09839182637	8.36189564176	7.70889097631	6.01013357757	5.07839855112	3.25274750878	2.27636497769	0.0	2.37439142785	5.33059264659	6.43237024802
MCT.f.0541	8.93554576095	8.33116786239	7.77277205553	6.27610472	5.71682654913	5.29476457784	4.55399617975	2.37439142785	0.0	3.94615865266	5.05796532833
MCT.f.0543	9.21058218527	8.47419254	7.66677114787	7.05231080116	7.20481236277	7.08367331291	7.27531670064	5.33059264659	3.94615865266	0.0	1.30383480826
MCT.f.0544	9.39935758518	8.62713552589	7.97850473474	7.56785473571	7.75330472198	7.9460586869	8.31986549361	6.43237024802	5.05796532833	1.30383480826	0.0
