	MCT.f.0532	MCT.f.0533	MCT.f.0534	MCT.f.0535	MCT.f.0536	MCT.f.0538	MCT.f.0539	MCT.f.0540	MCT.f.0541	MCT.f.0543	MCT.f.0544
MCT.f.0532	0.0	0.256944444444	0.467741935484	0.5625	0.62380952381	0.684729064039	0.711229946524	0.715846994536	0.761133603239	0.777027027027	0.797909407666
MCT.f.0533	0.256944444444	0.0	0.279329608939	0.398009950249	0.463054187192	0.638497652582	0.705882352941	0.716417910448	0.758490566038	0.769968051118	0.781456953642
MCT.f.0534	0.467741935484	0.279329608939	0.0	0.155440414508	0.225641025641	0.419512195122	0.574162679426	0.582524271845	0.655555555556	0.682389937107	0.694805194805
MCT.f.0535	0.5625	0.398009950249	0.155440414508	0.0	0.0748663101604	0.326732673267	0.485436893204	0.576744186047	0.648745519713	0.67987804878	0.687697160883
MCT.f.0536	0.62380952381	0.463054187192	0.225641025641	0.0748663101604	0.0	0.273684210526	0.443298969072	0.549019607843	0.645756457565	0.669811320755	0.677524429967
MCT.f.0538	0.684729064039	0.638497652582	0.419512195122	0.326732673267	0.273684210526	0.0	0.216560509554	0.369047619048	0.550420168067	0.636054421769	0.702702702703
MCT.f.0539	0.711229946524	0.705882352941	0.574162679426	0.485436893204	0.443298969072	0.216560509554	0.0	0.202898550725	0.488151658768	0.660714285714	0.730496453901
MCT.f.0540	0.715846994536	0.716417910448	0.582524271845	0.576744186047	0.549019607843	0.369047619048	0.202898550725	0.0	0.386597938144	0.596958174905	0.671698113208
MCT.f.0541	0.761133603239	0.758490566038	0.655555555556	0.648745519713	0.645756457565	0.550420168067	0.488151658768	0.386597938144	0.0	0.326996197719	0.403773584906
MCT.f.0543	0.777027027027	0.769968051118	0.682389937107	0.67987804878	0.669811320755	0.636054421769	0.660714285714	0.596958174905	0.326996197719	0.0	0.084
MCT.f.0544	0.797909407666	0.781456953642	0.694805194805	0.687697160883	0.677524429967	0.702702702703	0.730496453901	0.671698113208	0.403773584906	0.084	0.0
