	MCT.f.0412	MCT.f.0414	MCT.f.0415	MCT.f.0416	MCT.f.0086	MCT.f.0418	MCT.f.0419	MCT.f.0420	MCT.f.0421	MCT.f.0422	MCT.f.0423	MCT.f.0424	MCT.f.0425
MCT.f.0412	0.0	0.429319371728	0.597989949749	0.759825327511	0.747787610619	0.674107142857	0.65625	0.675925925926	0.666666666667	0.684931506849	0.694063926941	0.693396226415	0.664921465969
MCT.f.0414	0.429319371728	0.0	0.225609756098	0.474226804124	0.588516746411	0.620535714286	0.608888888889	0.651583710407	0.666666666667	0.706896551724	0.715517241379	0.726872246696	0.703883495146
MCT.f.0415	0.597989949749	0.225609756098	0.0	0.333333333333	0.542553191489	0.635071090047	0.713656387665	0.746606334842	0.74672489083	0.765486725664	0.763392857143	0.781818181818	0.763819095477
MCT.f.0416	0.759825327511	0.474226804124	0.333333333333	0.0	0.288343558282	0.489690721649	0.585714285714	0.752212389381	0.752136752137	0.775862068966	0.763157894737	0.764705882353	0.745
MCT.f.0086	0.747787610619	0.588516746411	0.542553191489	0.288343558282	0.0	0.331428571429	0.450261780105	0.642512077295	0.723684210526	0.725225225225	0.711009174312	0.698564593301	0.684210526316
MCT.f.0418	0.674107142857	0.620535714286	0.635071090047	0.489690721649	0.331428571429	0.0	0.165680473373	0.405405405405	0.519417475728	0.65	0.640552995392	0.705882352941	0.693069306931
MCT.f.0419	0.65625	0.608888888889	0.713656387665	0.585714285714	0.450261780105	0.165680473373	0.0	0.301136363636	0.447236180905	0.6	0.634703196347	0.669724770642	0.679802955665
MCT.f.0420	0.675925925926	0.651583710407	0.746606334842	0.752212389381	0.642512077295	0.405405405405	0.301136363636	0.0	0.270588235294	0.470588235294	0.528497409326	0.677884615385	0.682291666667
MCT.f.0421	0.666666666667	0.666666666667	0.74672489083	0.752136752137	0.723684210526	0.519417475728	0.447236180905	0.270588235294	0.0	0.269005847953	0.338983050847	0.515625	0.664974619289
MCT.f.0422	0.684931506849	0.706896551724	0.765486725664	0.775862068966	0.725225225225	0.65	0.6	0.470588235294	0.269005847953	0.0	0.0933333333333	0.321212121212	0.5
MCT.f.0423	0.694063926941	0.715517241379	0.763392857143	0.763157894737	0.711009174312	0.640552995392	0.634703196347	0.528497409326	0.338983050847	0.0933333333333	0.0	0.302469135802	0.48502994012
MCT.f.0424	0.693396226415	0.726872246696	0.781818181818	0.764705882353	0.698564593301	0.705882352941	0.669724770642	0.677884615385	0.515625	0.321212121212	0.302469135802	0.0	0.231884057971
MCT.f.0425	0.664921465969	0.703883495146	0.763819095477	0.745	0.684210526316	0.693069306931	0.679802955665	0.682291666667	0.664974619289	0.5	0.48502994012	0.231884057971	0.0
