	MCT.f.0412	MCT.f.0414	MCT.f.0415	MCT.f.0416	MCT.f.0086	MCT.f.0418	MCT.f.0419	MCT.f.0420	MCT.f.0421	MCT.f.0422	MCT.f.0423	MCT.f.0424	MCT.f.0425
MCT.f.0412	0.0	4.29175774017	5.58951237604	7.34309073411	7.77273182643	6.42316584413	5.81841114081	6.1026353292	5.91213899318	6.26694643705	6.90809434263	6.50751914875	7.52848771512
MCT.f.0414	4.29175774017	0.0	2.02686219237	3.86046522159	5.9246977462	5.46966748574	4.84861207272	5.22477623803	5.65262949531	6.38329668015	6.7978566033	6.6711062647	7.56870479947
MCT.f.0415	5.58951237604	2.02686219237	0.0	2.00673154724	4.21759692025	4.2726496057	5.09028521629	5.61989059876	6.83040812997	6.59500269004	6.87376896349	6.97531111468	7.69583981038
MCT.f.0416	7.34309073411	3.86046522159	2.00673154724	0.0	2.29489546865	3.06365041361	3.91487161813	5.67511898475	6.84485864238	6.70695305843	6.55894485454	6.77519006472	7.50833551369
MCT.f.0086	7.77273182643	5.9246977462	4.21759692025	2.29489546865	0.0	3.01710780227	3.99524388746	5.72384679438	7.24622206226	6.51170316657	5.95487254815	6.10756378447	6.93497598016
MCT.f.0418	6.42316584413	5.46966748574	4.2726496057	3.06365041361	3.01710780227	0.0	1.18825714947	3.19955802931	4.76231286251	5.87639903793	5.94609945587	6.44221415867	7.22504575912
MCT.f.0419	5.81841114081	4.84861207272	5.09028521629	3.91487161813	3.99524388746	1.18825714947	0.0	2.19705722994	3.86257139275	5.14188771344	5.60076065755	5.8441535328	6.68977073947
MCT.f.0420	6.1026353292	5.22477623803	5.61989059876	5.67511898475	5.72384679438	3.19955802931	2.19705722994	0.0	2.34957388967	3.77955493477	4.65586532033	6.32554638713	6.89883143488
MCT.f.0421	5.91213899318	5.65262949531	6.83040812997	6.84485864238	7.24622206226	4.76231286251	3.86257139275	2.34957388967	0.0	2.84198970117	4.18654039249	5.46712227646	7.56882639463
MCT.f.0422	6.26694643705	6.38329668015	6.59500269004	6.70695305843	6.51170316657	5.87639903793	5.14188771344	3.77955493477	2.84198970117	0.0	1.77567372246	3.79364745876	5.92241586081
MCT.f.0423	6.90809434263	6.7978566033	6.87376896349	6.55894485454	5.95487254815	5.94609945587	5.60076065755	4.65586532033	4.18654039249	1.77567372246	0.0	2.93611007541	4.61954522034
MCT.f.0424	6.50751914875	6.6711062647	6.97531111468	6.77519006472	6.10756378447	6.44221415867	5.8441535328	6.32554638713	5.46712227646	3.79364745876	2.93611007541	0.0	2.25086557184
MCT.f.0425	7.52848771512	7.56870479947	7.69583981038	7.50833551369	6.93497598016	7.22504575912	6.68977073947	6.89883143488	7.56882639463	5.92241586081	4.61954522034	2.25086557184	0.0
