	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample9	sample10	sample11	sample13
sample1	0.0	0.834482758621	0.674418604651	0.769230769231	0.753846153846	0.64347826087	0.786764705882	0.700854700855	0.752577319588	0.815068493151	0.892617449664
sample2	0.834482758621	0.0	0.834437086093	0.768707482993	0.744360902256	0.816176470588	0.75	0.924657534247	0.884955752212	0.772413793103	0.785714285714
sample3	0.674418604651	0.834437086093	0.0	0.796052631579	0.80985915493	0.765151515152	0.578512396694	0.830882352941	0.745098039216	0.831168831169	0.845637583893
sample4	0.769230769231	0.768707482993	0.796052631579	0.0	0.608	0.825174825175	0.726618705036	0.71875	0.872881355932	0.687943262411	0.865384615385
sample5	0.753846153846	0.744360902256	0.80985915493	0.608	0.0	0.758064516129	0.774436090226	0.828125	0.821782178218	0.769784172662	0.843971631206
sample7	0.64347826087	0.816176470588	0.765151515152	0.825174825175	0.758064516129	0.0	0.763779527559	0.769230769231	0.569620253165	0.777777777778	0.870503597122
sample8	0.786764705882	0.75	0.578512396694	0.726618705036	0.774436090226	0.763779527559	0.0	0.914893617021	0.767676767677	0.729927007299	0.885906040268
sample9	0.700854700855	0.924657534247	0.830882352941	0.71875	0.828125	0.769230769231	0.914893617021	0.0	0.827956989247	0.816176470588	0.823076923077
sample10	0.752577319588	0.884955752212	0.745098039216	0.872881355932	0.821782178218	0.569620253165	0.767676767677	0.827956989247	0.0	0.839285714286	0.900900900901
sample11	0.815068493151	0.772413793103	0.831168831169	0.687943262411	0.769784172662	0.777777777778	0.729927007299	0.816176470588	0.839285714286	0.0	0.808219178082
sample13	0.892617449664	0.785714285714	0.845637583893	0.865384615385	0.843971631206	0.870503597122	0.885906040268	0.823076923077	0.900900900901	0.808219178082	0.0
