	sample1	sample2	sample3	sample4	sample5	sample7	sample8	sample9	sample10	sample11	sample13
sample1	0.0	7.86611959329	7.28428137283	7.48655607416	7.36172744205	6.10591995877	9.12959783422	7.23952040679	7.24571642499	7.67543141692	9.65680882709
sample2	7.86611959329	0.0	8.65001404188	8.88258317025	7.84844112028	8.54062048808	8.22367613985	9.98743953498	9.11405932236	8.45655520903	9.76529680365
sample3	7.28428137283	8.65001404188	0.0	8.3538943187	8.44218381404	7.89293264079	5.41385101826	8.39458440075	7.95917638126	8.14087558178	9.16888844871
sample4	7.48655607416	8.88258317025	8.3538943187	0.0	5.43741503559	8.50578089582	8.85492243217	7.79550072357	9.28397565923	8.10313595775	10.0273291925
sample5	7.36172744205	7.84844112028	8.44218381404	5.43741503559	0.0	8.13968709237	8.61487222641	9.00890207715	8.74629495715	7.45063665672	8.73162172623
sample7	6.10591995877	8.54062048808	7.89293264079	8.50578089582	8.13968709237	0.0	8.7026052258	6.63625060072	4.01301908938	7.13123874858	9.88189709772
sample8	9.12959783422	8.22367613985	5.41385101826	8.85492243217	8.61487222641	8.7026052258	0.0	10.9751893352	8.81677327647	7.88815002796	10.3284447329
sample9	7.23952040679	9.98743953498	8.39458440075	7.79550072357	9.00890207715	6.63625060072	10.9751893352	0.0	8.09626877457	8.84466260187	8.75456930289
sample10	7.24571642499	9.11405932236	7.95917638126	9.28397565923	8.74629495715	4.01301908938	8.81677327647	8.09626877457	0.0	8.17232945051	10.3504567044
sample11	7.67543141692	8.45655520903	8.14087558178	8.10313595775	7.45063665672	7.13123874858	7.88815002796	8.84466260187	8.17232945051	0.0	9.41519442008
sample13	9.65680882709	9.76529680365	9.16888844871	10.0273291925	8.73162172623	9.88189709772	10.3284447329	8.75456930289	10.3504567044	9.41519442008	0.0
