	sample1	sample2	sample3	sample4	sample5	sample8	sample9	sample11	sample13	sample14	sample16	sample17
sample1	0.0	6.14623139353	8.62211226566	7.45633074935	6.35794076724	6.17578772803	6.94114269308	6.62638764126	7.92135807176	7.85675766768	6.28638650891	6.72205915557
sample2	6.14623139353	0.0	7.15117370892	5.60993487809	6.00982304081	5.00735757831	4.72404799165	5.45721251688	8.45713076272	7.67156562564	5.42816901408	6.41884315602
sample3	8.62211226566	7.15117370892	0.0	7.94811256005	6.31729405346	6.99341589923	6.07260309955	6.89164459867	8.61552145099	8.60425531915	5.95498320269	8.39634373063
sample4	7.45633074935	5.60993487809	7.94811256005	0.0	7.09081885856	6.35134007382	5.59482277977	6.69605427108	8.09524061343	8.62075736325	5.35076400679	6.30798621986
sample5	6.35794076724	6.00982304081	6.31729405346	7.09081885856	0.0	5.66429391504	6.24843304843	6.14086057005	7.25704077343	8.35897435897	5.76599190283	6.91299477222
sample8	6.17578772803	5.00735757831	6.99341589923	6.35134007382	5.66429391504	0.0	4.49843375714	4.00614950996	8.0188402251	6.43045641358	3.77952343545	5.71917113462
sample9	6.94114269308	4.72404799165	6.07260309955	5.59482277977	6.24843304843	4.49843375714	0.0	5.50686165422	8.4729811779	6.93531937735	3.91487979207	6.75062927005
sample11	6.62638764126	5.45721251688	6.89164459867	6.69605427108	6.14086057005	4.00614950996	5.50686165422	0.0	7.52638429607	6.40243826585	3.67391009713	4.94835201467
sample13	7.92135807176	8.45713076272	8.61552145099	8.09524061343	7.25704077343	8.0188402251	8.4729811779	7.52638429607	0.0	5.44666191494	7.31716997412	5.44747731975
sample14	7.85675766768	7.67156562564	8.60425531915	8.62075736325	8.35897435897	6.43045641358	6.93531937735	6.40243826585	5.44666191494	0.0	6.35591151793	5.34191642043
sample16	6.28638650891	5.42816901408	5.95498320269	5.35076400679	5.76599190283	3.77952343545	3.91487979207	3.67391009713	7.31716997412	6.35591151793	0.0	4.47281553398
sample17	6.72205915557	6.41884315602	8.39634373063	6.30798621986	6.91299477222	5.71917113462	6.75062927005	4.94835201467	5.44747731975	5.34191642043	4.47281553398	0.0
