	sample1	sample2	sample3	sample4	sample5	sample8	sample9	sample11	sample13	sample14	sample16	sample17
sample1	0.0	0.606837606838	0.848739495798	0.645454545455	0.635514018692	0.615384615385	0.723214285714	0.645454545455	0.715447154472	0.811023622047	0.688073394495	0.653846153846
sample2	0.606837606838	0.0	0.808988764045	0.560975609756	0.707865168539	0.551282051282	0.564102564103	0.578313253012	0.766990291262	0.775510204082	0.634146341463	0.628571428571
sample3	0.848739495798	0.808988764045	0.0	0.685714285714	0.728571428571	0.774647887324	0.716417910448	0.773333333333	0.797619047619	0.867469879518	0.65625	0.831683168317
sample4	0.645454545455	0.560975609756	0.685714285714	0.0	0.577464788732	0.322033898305	0.393442622951	0.375	0.686046511628	0.722891566265	0.25	0.488372093023
sample5	0.635514018692	0.707865168539	0.728571428571	0.577464788732	0.0	0.545454545455	0.623188405797	0.597222222222	0.705882352941	0.855555555556	0.560606060606	0.619565217391
sample8	0.615384615385	0.551282051282	0.774647887324	0.322033898305	0.545454545455	0.0	0.475409836066	0.293103448276	0.698795180723	0.671052631579	0.396551724138	0.493975903614
sample9	0.723214285714	0.564102564103	0.716417910448	0.393442622951	0.623188405797	0.475409836066	0.0	0.492307692308	0.710843373494	0.717948717949	0.466666666667	0.574712643678
sample11	0.645454545455	0.578313253012	0.773333333333	0.375	0.597222222222	0.293103448276	0.492307692308	0.0	0.701149425287	0.691358024691	0.393442622951	0.505747126437
sample13	0.715447154472	0.766990291262	0.797619047619	0.686046511628	0.705882352941	0.698795180723	0.710843373494	0.701149425287	0.0	0.506493506494	0.69512195122	0.567010309278
sample14	0.811023622047	0.775510204082	0.867469879518	0.722891566265	0.855555555556	0.671052631579	0.717948717949	0.691358024691	0.506493506494	0.0	0.75	0.565217391304
sample16	0.688073394495	0.634146341463	0.65625	0.25	0.560606060606	0.396551724138	0.466666666667	0.393442622951	0.69512195122	0.75	0.0	0.506024096386
sample17	0.653846153846	0.628571428571	0.831683168317	0.488372093023	0.619565217391	0.493975903614	0.574712643678	0.505747126437	0.567010309278	0.565217391304	0.506024096386	0.0
