	MCT.f.0461	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0461	0.0	0.496350364964	0.692307692308	0.617647058824	0.679389312977	0.630769230769	0.643939393939	0.647435897436	0.74025974026	0.648648648649
MCT.f.0462	0.496350364964	0.0	0.41	0.58407079646	0.681818181818	0.571428571429	0.614678899083	0.68345323741	0.779411764706	0.645669291339
MCT.f.0463	0.692307692308	0.41	0.0	0.321428571429	0.53488372093	0.476744186047	0.565217391304	0.598290598291	0.721739130435	0.528846153846
MCT.f.0464	0.617647058824	0.58407079646	0.321428571429	0.0	0.540229885057	0.48275862069	0.554347826087	0.526785714286	0.654545454545	0.46
MCT.f.0467	0.679389312977	0.681818181818	0.53488372093	0.540229885057	0.0	0.328571428571	0.467532467532	0.636363636364	0.757009345794	0.536842105263
MCT.f.0468	0.630769230769	0.571428571429	0.476744186047	0.48275862069	0.328571428571	0.0	0.381578947368	0.590909090909	0.710280373832	0.434782608696
MCT.f.0470	0.643939393939	0.614678899083	0.565217391304	0.554347826087	0.467532467532	0.381578947368	0.0	0.594594594595	0.712962962963	0.520408163265
MCT.f.0472	0.647435897436	0.68345323741	0.598290598291	0.526785714286	0.636363636364	0.590909090909	0.594594594595	0.0	0.445454545455	0.525
MCT.f.0473	0.74025974026	0.779411764706	0.721739130435	0.654545454545	0.757009345794	0.710280373832	0.712962962963	0.445454545455	0.0	0.545454545455
MCT.f.0475	0.648648648649	0.645669291339	0.528846153846	0.46	0.536842105263	0.434782608696	0.520408163265	0.525	0.545454545455	0.0
