	MCT.f.0461	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0461	0.0	4.98266196013	6.41400460005	5.24537526427	6.22749095498	5.35139279325	5.51214262318	7.2751077735	7.07050076202	5.61798405754
MCT.f.0462	4.98266196013	0.0	2.58500457875	5.16396103896	5.81705701568	4.86778846154	5.04393024816	7.69936894342	7.72229743625	5.75169436587
MCT.f.0463	6.41400460005	2.58500457875	0.0	3.80684731935	6.36608080347	5.43736263736	5.83864210906	7.16043314818	7.53389438457	5.21650165017
MCT.f.0464	5.24537526427	5.16396103896	3.80684731935	0.0	6.53098867008	5.45317182817	5.72127080666	6.35364034215	6.77178939103	4.87706270627
MCT.f.0467	6.22749095498	5.81705701568	6.36608080347	6.53098867008	0.0	3.04962989533	4.6350148368	7.6169964093	7.42827363493	5.25103074106
MCT.f.0468	5.35139279325	4.86778846154	5.43736263736	5.45317182817	3.04962989533	0.0	3.4653820358	7.30315964123	6.98861023813	4.83710513909
MCT.f.0470	5.51214262318	5.04393024816	5.83864210906	5.72127080666	4.6350148368	3.4653820358	0.0	6.48101005743	6.13418579294	3.70812996793
MCT.f.0472	7.2751077735	7.69936894342	7.16043314818	6.35364034215	7.6169964093	7.30315964123	6.48101005743	0.0	3.63319151438	5.32122249424
MCT.f.0473	7.07050076202	7.72229743625	7.53389438457	6.77178939103	7.42827363493	6.98861023813	6.13418579294	3.63319151438	0.0	4.82122473284
MCT.f.0475	5.61798405754	5.75169436587	5.21650165017	4.87706270627	5.25103074106	4.83710513909	3.70812996793	5.32122249424	4.82122473284	0.0
