	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	7.15642135642	10.4025974026	9.71868289191	9.37699443414	6.13173386977	9.13900650772	9.0979779714	8.92019543974	9.25895132904	6.657135682	8.42399533495	10.4843115541
sample2	7.15642135642	0.0	10.2124819625	10.2521872266	8.55975056689	7.4386864085	9.47396061269	9.4678119349	10.1497647485	8.99215991693	8.57381829343	7.59756468798	10.5312661499
sample3	10.4025974026	10.2124819625	0.0	5.49633568531	8.90612244898	10.5801999823	10.6649379067	7.02268617458	8.00008460595	10.9499332443	10.9715146732	8.79232639507	8.31059767106
sample4	9.71868289191	10.2521872266	5.49633568531	0.0	8.24277679576	9.7592237189	9.93797274247	5.85500230193	7.17841784435	8.51477911056	8.87259465495	8.58965232086	8.03336792203
sample5	9.37699443414	8.55975056689	8.90612244898	8.24277679576	0.0	8.03811073404	7.15985352566	7.78801343322	8.94845443063	8.84278085066	9.77629947006	6.89861149939	8.29766387175
sample6	6.13173386977	7.4386864085	10.5801999823	9.7592237189	8.03811073404	0.0	6.63331721687	8.88737760898	10.2902658544	8.85153173099	6.88636907084	6.67380201995	7.09058054187
sample7	9.13900650772	9.47396061269	10.6649379067	9.93797274247	7.15985352566	6.63331721687	0.0	10.1880176163	10.1176772465	8.25270455429	10.1996566607	9.14568241693	7.86654905885
sample9	9.0979779714	9.4678119349	7.02268617458	5.85500230193	7.78801343322	8.88737760898	10.1880176163	0.0	7.17596055863	9.1394855588	8.56136792783	8.13568166993	8.59321249842
sample10	8.92019543974	10.1497647485	8.00008460595	7.17841784435	8.94845443063	10.2902658544	10.1176772465	7.17596055863	0.0	9.59995738074	7.23218816924	9.5336813767	9.69365957124
sample11	9.25895132904	8.99215991693	10.9499332443	8.51477911056	8.84278085066	8.85153173099	8.25270455429	9.1394855588	9.59995738074	0.0	8.91493261734	9.64517987454	8.58657538216
sample12	6.657135682	8.57381829343	10.9715146732	8.87259465495	9.77629947006	6.88636907084	10.1996566607	8.56136792783	7.23218816924	8.91493261734	0.0	8.03884221768	9.0371179351
sample13	8.42399533495	7.59756468798	8.79232639507	8.58965232086	6.89861149939	6.67380201995	9.14568241693	8.13568166993	9.5336813767	9.64517987454	8.03884221768	0.0	8.59587271247
sample14	10.4843115541	10.5312661499	8.31059767106	8.03336792203	8.29766387175	7.09058054187	7.86654905885	8.59321249842	9.69365957124	8.58657538216	9.0371179351	8.59587271247	0.0
