	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample9	sample10	sample11	sample12	sample13	sample14
sample1	0.0	0.72	0.847826086957	0.79	0.798561151079	0.71	0.796875	0.767441860465	0.734042553191	0.806451612903	0.765957446809	0.819047619048	0.868686868687
sample2	0.72	0.0	0.760869565217	0.805555555556	0.731884057971	0.731481481481	0.8	0.744360902256	0.845454545455	0.752	0.862385321101	0.730769230769	0.878504672897
sample3	0.847826086957	0.760869565217	0.0	0.513888888889	0.8046875	0.802083333333	0.833333333333	0.791666666667	0.793103448276	0.864406779661	0.85393258427	0.674698795181	0.74358974359
sample4	0.79	0.805555555556	0.513888888889	0.0	0.755555555556	0.818181818182	0.739837398374	0.75	0.709677419355	0.84496124031	0.78125	0.737373737374	0.810526315789
sample5	0.798561151079	0.731884057971	0.8046875	0.755555555556	0.0	0.73381294964	0.668874172185	0.670967741935	0.788321167883	0.636363636364	0.868055555556	0.787234042553	0.767441860465
sample6	0.71	0.731481481481	0.802083333333	0.818181818182	0.73381294964	0.0	0.641666666667	0.6875	0.825688073394	0.744	0.75	0.67	0.739583333333
sample7	0.796875	0.8	0.833333333333	0.739837398374	0.668874172185	0.641666666667	0.0	0.730263157895	0.823076923077	0.690647482014	0.846153846154	0.82962962963	0.730434782609
sample9	0.767441860465	0.744360902256	0.791666666667	0.75	0.670967741935	0.6875	0.730263157895	0.0	0.694214876033	0.753333333333	0.7890625	0.736434108527	0.838461538462
sample10	0.734042553191	0.845454545455	0.793103448276	0.709677419355	0.788321167883	0.825688073394	0.823076923077	0.694214876033	0.0	0.775	0.59756097561	0.828571428571	0.831578947368
sample11	0.806451612903	0.752	0.864406779661	0.84496124031	0.636363636364	0.744	0.690647482014	0.753333333333	0.775	0.0	0.838709677419	0.803149606299	0.803418803419
sample12	0.765957446809	0.862385321101	0.85393258427	0.78125	0.868055555556	0.75	0.846153846154	0.7890625	0.59756097561	0.838709677419	0.0	0.762886597938	0.826086956522
sample13	0.819047619048	0.730769230769	0.674698795181	0.737373737374	0.787234042553	0.67	0.82962962963	0.736434108527	0.828571428571	0.803149606299	0.762886597938	0.0	0.765957446809
sample14	0.868686868687	0.878504672897	0.74358974359	0.810526315789	0.767441860465	0.739583333333	0.730434782609	0.838461538462	0.831578947368	0.803418803419	0.826086956522	0.765957446809	0.0
