	MCT.f.0430	MCT.f.0431	MCT.f.0432	MCT.f.0433	MCT.f.0434	MCT.f.0435	MCT.f.0436	MCT.f.0437	MCT.f.0438	MCT.f.0439	MCT.f.0440	MCT.f.0441	MCT.f.0442
MCT.f.0430	0.0	8.43650381339	9.67786657826	14.0842361439	11.2108399545	12.9768812515	14.0748824022	19.6878232017	10.3604281446	13.8318317052	12.5794983955	11.0659835136	12.4327998619
MCT.f.0431	8.43650381339	0.0	10.5663561468	12.3563894337	11.6768387098	13.1251249991	14.4782173555	19.4731867828	10.9177536716	14.5340719221	12.2181072159	11.9642811089	13.799643153
MCT.f.0432	9.67786657826	10.5663561468	0.0	14.7711373422	11.5341695646	13.1155900731	15.8678150475	16.7863262049	10.4122406038	10.7961388868	12.0573647569	12.0429155283	15.0218331983
MCT.f.0433	14.0842361439	12.3563894337	14.7711373422	0.0	12.9722199386	13.6305308094	14.274554072	21.1420359073	14.7708281218	16.5756714288	13.0690914778	13.6054539685	14.6536711603
MCT.f.0434	11.2108399545	11.6768387098	11.5341695646	12.9722199386	0.0	8.80921299364	9.02440079039	18.4251944696	10.831974761	14.2023063101	10.2046371854	7.59202138701	10.6180403038
MCT.f.0435	12.9768812515	13.1251249991	13.1155900731	13.6305308094	8.80921299364	0.0	9.10139045552	17.0066858481	12.444196442	13.6302599147	10.5387296213	9.86258838125	12.9698801722
MCT.f.0436	14.0748824022	14.4782173555	15.8678150475	14.274554072	9.02440079039	9.10139045552	0.0	19.31314334	13.0339089886	16.5836904798	13.0313848555	9.63180723981	11.0907066216
MCT.f.0437	19.6878232017	19.4731867828	16.7863262049	21.1420359073	18.4251944696	17.0066858481	19.31314334	0.0	17.2430639841	13.0031980717	16.935023145	17.0547344667	19.1627919536
MCT.f.0438	10.3604281446	10.9177536716	10.4122406038	14.7708281218	10.831974761	12.444196442	13.0339089886	17.2430639841	0.0	10.3699071208	10.7327659015	11.2799804787	13.3402739291
MCT.f.0439	13.8318317052	14.5340719221	10.7961388868	16.5756714288	14.2023063101	13.6302599147	16.5836904798	13.0031980717	10.3699071208	0.0	11.3702243147	13.6034041807	16.5068557227
MCT.f.0440	12.5794983955	12.2181072159	12.0573647569	13.0690914778	10.2046371854	10.5387296213	13.0313848555	16.935023145	10.7327659015	11.3702243147	0.0	10.0301335207	13.6632789952
MCT.f.0441	11.0659835136	11.9642811089	12.0429155283	13.6054539685	7.59202138701	9.86258838125	9.63180723981	17.0547344667	11.2799804787	13.6034041807	10.0301335207	0.0	9.28658571501
MCT.f.0442	12.4327998619	13.799643153	15.0218331983	14.6536711603	10.6180403038	12.9698801722	11.0907066216	19.1627919536	13.3402739291	16.5068557227	13.6632789952	9.28658571501	0.0
