	MCT.f.0564	MCT.f.0565	MCT.f.0566	MCT.f.0567	MCT.f.0568	MCT.f.0570	MCT.f.0573	MCT.f.0574	MCT.f.0575	MCT.f.0577	MCT.f.0578
MCT.f.0564	0.0	2.36837954135	7.21456666915	8.49569395705	8.47309281828	7.81876896641	7.98575557136	8.74647327806	9.22331133764	7.38492041913	7.97020057307
MCT.f.0565	2.36837954135	0.0	5.97178328783	8.15565908468	8.16398264883	7.9536178776	7.58803033408	8.46850235885	8.84748390954	7.75376281187	7.70527384053
MCT.f.0566	7.21456666915	5.97178328783	0.0	4.45167300894	7.97815845722	8.70430373302	8.51794837882	8.86001501528	8.54283902926	7.81544987786	8.31885907738
MCT.f.0567	8.49569395705	8.15565908468	4.45167300894	0.0	4.94422103168	8.83396262427	8.7227604662	8.2571426204	8.52814260325	8.63010743869	9.22225919057
MCT.f.0568	8.47309281828	8.16398264883	7.97815845722	4.94422103168	0.0	8.46749227637	8.14602415311	7.7793152554	8.06941500129	8.989360945	9.15359200212
MCT.f.0570	7.81876896641	7.9536178776	8.70430373302	8.83396262427	8.46749227637	0.0	7.11271560539	8.07498812652	8.39314354054	7.71150524534	8.53338687241
MCT.f.0573	7.98575557136	7.58803033408	8.51794837882	8.7227604662	8.14602415311	7.11271560539	0.0	3.40857361723	6.77079863528	8.07075998283	8.1256034879
MCT.f.0574	8.74647327806	8.46850235885	8.86001501528	8.2571426204	7.7793152554	8.07498812652	3.40857361723	0.0	4.11162779663	8.21330663394	8.37444797663
MCT.f.0575	9.22331133764	8.84748390954	8.54283902926	8.52814260325	8.06941500129	8.39314354054	6.77079863528	4.11162779663	0.0	8.30511731669	9.11307946589
MCT.f.0577	7.38492041913	7.75376281187	7.81544987786	8.63010743869	8.989360945	7.71150524534	8.07075998283	8.21330663394	8.30511731669	0.0	6.03225852172
MCT.f.0578	7.97020057307	7.70527384053	8.31885907738	9.22225919057	9.15359200212	8.53338687241	8.1256034879	8.37444797663	9.11307946589	6.03225852172	0.0
