	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	6.8350877193	6.37719298246	5.61904761905	5.42665173572	5.31690929451	8.0350877193	4.8350877193	6.37874097007	6.71305382099	8.34609250399	5.53297035693	3.4343000358	4.44178628389	5.20893141946	7.23684210526	5.45864661654	7.24711779449	5.18109790606	7.29824561404	8.0350877193	6.21052631579	6.45614035088	5.52380952381	4.33668440765	3.30892448513	4.33834586466	5.17301875378	7.30781499203	4.37894736842	6.27661386476
MCTs03	6.8350877193	0.0	4.65639097744	5.78095238095	4.79229989868	4.98784194529	8.28571428571	6.82857142857	3.42016806723	5.13753026634	4.96363636364	7.35270935961	7.3387755102	5.41991341991	5.99134199134	5.93896103896	4.7873015873	4.74285714286	4.71428571429	6.28571428571	6.17142857143	4.95939849624	4.48872180451	5.57142857143	4.68057784912	7.52422360248	7.34285714286	4.97438423645	4.41558441558	5.91904761905	4.25742024965
MCTs04	6.37719298246	4.65639097744	0.0	2.82330827068	5.79712579321	6.9960806271	6.88390092879	8.17368421053	6.31114551084	5.33809099019	4.47846889952	8.69782214156	5.96562835661	6.62918660287	5.05901116427	5.49043062201	3.98997493734	3.94060150376	5.74787775891	4.18421052632	3.86842105263	3.0	6.05263157895	7.14511278195	5.15819041987	6.14302059497	6.57894736842	6.75408348457	4.7009569378	7.01052631579	7.26009197752
MCTs06	5.61904761905	5.78095238095	2.82330827068	0.0	5.93313069909	7.47213779129	7.50420168067	6.81904761905	6.17927170868	5.72719935432	4.7316017316	7.85878489327	5.76870748299	6.54112554113	5.22943722944	5.75108225108	4.60317460317	3.77142857143	5.15975422427	3.52380952381	3.67167919799	3.4335839599	5.86967418546	6.26666666667	5.50775815944	5.26708074534	5.57142857143	6.61740558292	4.82251082251	7.18095238095	7.58206195099
MCTs07	5.42665173572	4.79229989868	5.79712579321	5.93313069909	0.0	4.09929078014	7.31914893617	6.28368794326	4.9219858156	5.8204111071	5.83172147002	6.74052335534	5.46157186279	4.84203739523	6.69503546099	6.94938749194	3.93718338399	4.95967578521	4.66071837108	7.09219858156	7.12056737589	5.12430011198	6.17021276596	6.40040526849	2.74858554466	5.71939562134	5.75177304965	4.87649792125	7.07414571244	4.97021276596	5.14576878055
MCTs08	5.31690929451	4.98784194529	6.9960806271	7.47213779129	4.09929078014	0.0	8.53191489362	5.54468085106	4.62953692115	5.84132708258	7.15087040619	5.4688187821	5.95049934868	3.75048355899	6.91553836235	7.44584139265	5.43093549477	6.76109422492	5.26080988332	8.31914893617	8.55319148936	6.72527062337	4.54423292273	6.76778115502	4.01506096103	6.87789084181	7.51063829787	4.48642699927	5.52804642166	4.71489361702	4.61206362322
MCTs09	8.0350877193	8.28571428571	6.88390092879	7.50420168067	7.31914893617	8.53191489362	0.0	6.8	9.23529411765	5.95114656032	8.64705882353	8.89655172414	7.25450180072	9.60606060606	9.21212121212	7.03743315508	6.09523809524	6.1243697479	7.0	6.3137254902	7.69969040248	6.12074303406	9.15789473684	6.11428571429	7.30337078652	7.39130434783	7.5	6.8275862069	8.72727272727	9.7	9.5145631068
MCTs10	4.8350877193	6.82857142857	8.17368421053	6.81904761905	6.28368794326	5.54468085106	6.8	0.0	5.38823529412	6.35254237288	8.56363636364	3.06206896552	6.6693877551	6.37575757576	8.01212121212	8.51818181818	7.13650793651	7.2	4.12903225806	6.08888888889	8.25263157895	7.30526315789	4.78947368421	4.45714285714	5.52808988764	4.53913043478	4.78571428571	4.68965517241	6.29090909091	7.16666666667	7.03300970874
MCTs13	6.37874097007	3.42016806723	6.31114551084	6.17927170868	4.9219858156	4.62953692115	9.23529411765	5.38823529412	0.0	5.78963110668	5.06951871658	5.84178498986	6.5006002401	4.46345811052	5.72905525847	6.91711229947	5.80672268908	6.08403361345	4.43453510436	6.94117647059	6.70588235294	5.99380804954	3.31269349845	6.26386554622	4.62921348315	6.27621483376	6.82352941176	5.31845841785	4.50802139037	5.16274509804	4.01484865791
MCTs14	6.71305382099	5.13753026634	5.33809099019	5.72719935432	5.8204111071	5.84132708258	5.95114656032	6.35254237288	5.78963110668	0.0	6.40677966102	6.87668030392	5.49498443445	7.1884951207	7.17822290704	4.01309707242	5.36346516008	5.48958837772	4.31383269546	6.10169491525	6.40677966102	4.01189414213	5.59857270294	5.64939467312	5.52923252714	7.37361827561	7.67796610169	5.19520748101	5.16795069337	7.29152542373	6.13230212276
