	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.759259259259	0.674418604651	0.542857142857	0.593220338983	0.553191489362	0.880952380952	0.5625	0.7	0.711111111111	0.833333333333	0.575757575758	0.405405405405	0.53488372093	0.65625	0.756097560976	0.6	0.697674418605	0.627906976744	0.71875	0.771428571429	0.622222222222	0.657142857143	0.648648648649	0.6	0.46875	0.611111111111	0.627906976744	0.735294117647	0.564102564103	0.755102040816
MCTs03	0.759259259259	0.0	0.69387755102	0.816326530612	0.548387096774	0.611111111111	0.851063829787	0.738095238095	0.525	0.725490196078	0.74358974359	0.744186046512	0.842105263158	0.627450980392	0.863636363636	0.791666666667	0.571428571429	0.568181818182	0.65306122449	0.857142857143	0.863636363636	0.698113207547	0.714285714286	0.704545454545	0.574074074074	0.782608695652	0.760869565217	0.533333333333	0.75	0.714285714286	0.612244897959
MCTs04	0.674418604651	0.69387755102	0.0	0.628571428571	0.709677419355	0.725490196078	0.666666666667	0.837837837838	0.833333333333	0.658536585366	0.78125	0.842105263158	0.697674418605	0.775510204082	0.666666666667	0.702702702703	0.5	0.641025641026	0.666666666667	0.689655172414	0.666666666667	0.525	0.810810810811	0.763157894737	0.574468085106	0.5625	0.72972972973	0.697674418605	0.823529411765	0.767441860465	0.816326530612
MCTs06	0.542857142857	0.816326530612	0.628571428571	0.0	0.701754385965	0.744680851064	0.848484848485	0.576923076923	0.735294117647	0.710526315789	0.777777777778	0.642857142857	0.529411764706	0.682926829268	0.64	0.727272727273	0.578947368421	0.575757575758	0.648648648649	0.608695652174	0.64	0.567567567568	0.689655172414	0.677419354839	0.673913043478	0.333333333333	0.535714285714	0.684210526316	0.785714285714	0.763157894737	0.869565217391
MCTs07	0.593220338983	0.548387096774	0.709677419355	0.701754385965	0.0	0.508196721311	0.813559322034	0.722222222222	0.706896551724	0.693548387097	0.796296296296	0.703703703704	0.698412698413	0.566666666667	0.842105263158	0.84375	0.51724137931	0.563636363636	0.561403508772	0.814814814815	0.821428571429	0.650793650794	0.771929824561	0.762711864407	0.475409836066	0.714285714286	0.672727272727	0.633333333333	0.821428571429	0.614035087719	0.727272727273
MCTs08	0.553191489362	0.611111111111	0.725490196078	0.744680851064	0.508196721311	0.0	0.877551020408	0.772727272727	0.666666666667	0.754716981132	0.75	0.777777777778	0.632653061224	0.422222222222	0.756097560976	0.795918367347	0.58	0.745098039216	0.66	0.860465116279	0.891304347826	0.703703703704	0.690476190476	0.791666666667	0.528301886792	0.733333333333	0.791666666667	0.66	0.725	0.511627906977	0.673076923077
MCTs09	0.880952380952	0.851063829787	0.666666666667	0.848484848485	0.813559322034	0.877551020408	0.0	0.821428571429	0.945945945946	0.59375	0.925925925926	0.827586206897	0.789473684211	0.958333333333	0.928571428571	0.8125	0.75	0.69696969697	0.756756756757	0.782608695652	0.8	0.675675675676	0.9375	0.84375	0.787234042553	0.838709677419	0.84375	0.756756756757	0.928571428571	0.951219512195	0.95652173913
MCTs10	0.5625	0.738095238095	0.837837837838	0.576923076923	0.722222222222	0.772727272727	0.821428571429	0.0	0.642857142857	0.705882352941	0.88	0.166666666667	0.714285714286	0.710526315789	0.884615384615	0.911764705882	0.710526315789	0.645161290323	0.59375	0.714285714286	0.791666666667	0.702702702703	0.625	0.615384615385	0.697674418605	0.6	0.56	0.548387096774	0.739130434783	0.8	0.853658536585
MCTs13	0.7	0.525	0.833333333333	0.735294117647	0.706896551724	0.666666666667	0.945945945946	0.642857142857	0.0	0.780487804878	0.64	0.655172413793	0.756097560976	0.552631578947	0.793103448276	0.837837837838	0.658536585366	0.736842105263	0.692307692308	0.821428571429	0.793103448276	0.744186046512	0.555555555556	0.6875	0.622222222222	0.677419354839	0.764705882353	0.621621621622	0.6	0.628571428571	0.641025641026
MCTs14	0.711111111111	0.725490196078	0.658536585366	0.710526315789	0.693548387097	0.754716981132	0.59375	0.705882352941	0.780487804878	0.0	0.787878787879	0.714285714286	0.704545454545	0.826923076923	0.828571428571	0.675675675676	0.644444444444	0.65	0.538461538462	0.655172413793	0.71875	0.536585365854	0.75	0.628571428571	0.666666666667	0.72972972973	0.829268292683	0.609756097561	0.71875	0.8	0.795918367347
MCTs15	0.833333333333	0.74358974359	0.78125	0.777777777778	0.796296296296	0.75	0.925925925926	0.88	0.64	0.787878787879	0.0	0.884615384615	0.828571428571	0.75	0.684210526316	0.730769230769	0.714285714286	0.8125	0.794117647059	0.647058823529	0.75	0.810810810811	0.739130434783	0.769230769231	0.731707317073	0.76	0.896551724138	0.828571428571	0.684210526316	0.689655172414	0.69696969697
MCTs16	0.575757575758	0.744186046512	0.842105263158	0.642857142857	0.703703703704	0.777777777778	0.827586206897	0.166666666667	0.655172413793	0.714285714286	0.884615384615	0.0	0.756756756757	0.717948717949	0.888888888889	0.914285714286	0.717948717949	0.65625	0.5625	0.727272727273	0.8	0.710526315789	0.64	0.62962962963	0.674418604651	0.615384615385	0.576923076923	0.5625	0.75	0.805555555556	0.857142857143
MCTs18	0.405405405405	0.842105263158	0.697674418605	0.529411764706	0.698412698413	0.632653061224	0.789473684211	0.714285714286	0.756097560976	0.704545454545	0.828571428571	0.756756756757	0.0	0.590909090909	0.645161290323	0.611111111111	0.622222222222	0.720930232558	0.739130434783	0.75	0.764705882353	0.547619047619	0.756756756757	0.775	0.673076923077	0.5	0.6	0.739130434783	0.8	0.658536585366	0.823529411765
MCTs19	0.53488372093	0.627450980392	0.775510204082	0.682926829268	0.566666666667	0.422222222222	0.958333333333	0.710526315789	0.552631578947	0.826923076923	0.75	0.717948717949	0.590909090909	0.0	0.722222222222	0.772727272727	0.595744680851	0.795918367347	0.708333333333	0.842105263158	0.878048780488	0.75	0.648648648649	0.795454545455	0.54	0.666666666667	0.738095238095	0.734693877551	0.756756756757	0.525	0.63829787234
MCTs20	0.65625	0.863636363636	0.666666666667	0.64	0.842105263158	0.756097560976	0.928571428571	0.884615384615	0.793103448276	0.828571428571	0.684210526316	0.888888888889	0.645161290323	0.722222222222	0.0	0.583333333333	0.685714285714	0.818181818182	0.833333333333	0.736842105263	0.761904761905	0.714285714286	0.75	0.777777777778	0.767441860465	0.608695652174	0.730769230769	0.833333333333	0.7	0.655172413793	0.810810810811
MCTs21	0.756097560976	0.791666666667	0.702702702703	0.727272727273	0.84375	0.795918367347	0.8125	0.911764705882	0.837837837838	0.675675675676	0.730769230769	0.914285714286	0.611111111111	0.772727272727	0.583333333333	0.0	0.744186046512	0.853658536585	0.837209302326	0.769230769231	0.827586206897	0.641025641026	0.8125	0.71875	0.78	0.709677419355	0.794117647059	0.780487804878	0.785714285714	0.72972972973	0.731707317073
MCTs22	0.6	0.571428571429	0.5	0.578947368421	0.51724137931	0.58	0.75	0.710526315789	0.658536585366	0.644444444444	0.714285714286	0.717948717949	0.622222222222	0.595744680851	0.685714285714	0.744186046512	0.0	0.525	0.558139534884	0.705882352941	0.789473684211	0.488372093023	0.780487804878	0.767441860465	0.446808510638	0.514285714286	0.605263157895	0.622222222222	0.85	0.717391304348	0.769230769231
MCTs23	0.697674418605	0.568181818182	0.641025641026	0.575757575758	0.563636363636	0.745098039216	0.69696969697	0.645161290323	0.736842105263	0.65	0.8125	0.65625	0.720930232558	0.795918367347	0.818181818182	0.853658536585	0.525	0.0	0.552631578947	0.678571428571	0.741935483871	0.55	0.735294117647	0.722222222222	0.68	0.59375	0.516129032258	0.552631578947	0.818181818182	0.869565217391	0.882352941176
MCTs24	0.627906976744	0.65306122449	0.666666666667	0.648648648649	0.561403508772	0.66	0.756756756757	0.59375	0.692307692308	0.538461538462	0.794117647059	0.5625	0.739130434783	0.708333333333	0.833333333333	0.837209302326	0.558139534884	0.552631578947	0.0	0.666666666667	0.727272727273	0.581395348837	0.5625	0.638888888889	0.5	0.628571428571	0.74358974359	0.473684210526	0.727272727273	0.804347826087	0.8
MCTs25	0.71875	0.857142857143	0.689655172414	0.608695652174	0.814814814815	0.860465116279	0.782608695652	0.714285714286	0.821428571429	0.655172413793	0.647058823529	0.727272727273	0.75	0.842105263158	0.736842105263	0.769230769231	0.705882352941	0.678571428571	0.666666666667	0.0	0.5	0.69696969697	0.782608695652	0.590909090909	0.785714285714	0.571428571429	0.76	0.75	0.736842105263	0.84375	0.833333333333
MCTs26	0.771428571429	0.863636363636	0.666666666667	0.64	0.821428571429	0.891304347826	0.8	0.791666666667	0.793103448276	0.71875	0.75	0.8	0.764705882353	0.878048780488	0.761904761905	0.827586206897	0.789473684211	0.741935483871	0.727272727273	0.5	0.0	0.75	0.8	0.68	0.795454545455	0.666666666667	0.821428571429	0.727272727273	0.761904761905	0.852941176471	0.842105263158
