	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample10	sample11	sample12	sample13	sample14	sample16
sample1	0.0	7.86611959329	7.28428137283	7.48655607416	7.36172744205	8.16322428984	6.10591995877	9.12959783422	7.24571642499	7.67543141692	9.8833831658	9.65680882709	7.05080423799	8.39793794749
sample2	7.86611959329	0.0	8.65001404188	8.88258317025	7.84844112028	8.15097675696	8.54062048808	8.22367613985	9.11405932236	8.45655520903	9.8552477466	9.76529680365	9.03433729475	9.91417351598
sample3	7.28428137283	8.65001404188	0.0	8.3538943187	8.44218381404	8.68186411359	7.89293264079	5.41385101826	7.95917638126	8.14087558178	7.80892701391	9.16888844871	9.21115117139	8.572841306
sample4	7.48655607416	8.88258317025	8.3538943187	0.0	5.43741503559	6.59191081151	8.50578089582	8.85492243217	9.28397565923	8.10313595775	9.35861702712	10.0273291925	8.77435596298	8.41727422003
sample5	7.36172744205	7.84844112028	8.44218381404	5.43741503559	0.0	7.67832043016	8.13968709237	8.61487222641	8.74629495715	7.45063665672	9.75043296968	8.73162172623	8.76907658145	8.56479525223
sample6	8.16322428984	8.15097675696	8.68186411359	6.59191081151	7.67832043016	0.0	6.59825656687	9.82424718513	7.50081085066	9.29450427221	9.38647734578	10.4125967092	8.87101860612	8.6045914787
sample7	6.10591995877	8.54062048808	7.89293264079	8.50578089582	8.13968709237	6.59825656687	0.0	8.7026052258	4.01301908938	7.13123874858	9.14897602278	9.88189709772	7.72430582747	9.25677463582
sample8	9.12959783422	8.22367613985	5.41385101826	8.85492243217	8.61487222641	9.82424718513	8.7026052258	0.0	8.81677327647	7.88815002796	8.6045164512	10.3284447329	10.5354815327	8.64764179104
sample10	7.24571642499	9.11405932236	7.95917638126	9.28397565923	8.74629495715	7.50081085066	4.01301908938	8.81677327647	0.0	8.17232945051	10.6793081545	10.3504567044	8.4841671768	9.513232493
sample11	7.67543141692	8.45655520903	8.14087558178	8.10313595775	7.45063665672	9.29450427221	7.13123874858	7.88815002796	8.17232945051	0.0	9.0181374072	9.41519442008	6.07883402994	9.20447262248
sample12	9.8833831658	9.8552477466	7.80892701391	9.35861702712	9.75043296968	9.38647734578	9.14897602278	8.6045164512	10.6793081545	9.0181374072	0.0	7.6816766338	9.02183707132	8.17181660471
sample13	9.65680882709	9.76529680365	9.16888844871	10.0273291925	8.73162172623	10.4125967092	9.88189709772	10.3284447329	10.3504567044	9.41519442008	7.6816766338	0.0	8.53928400038	9.43884057971
sample14	7.05080423799	9.03433729475	9.21115117139	8.77435596298	8.76907658145	8.87101860612	7.72430582747	10.5354815327	8.4841671768	6.07883402994	9.02183707132	8.53928400038	0.0	8.46707284768
sample16	8.39793794749	9.91417351598	8.572841306	8.41727422003	8.56479525223	8.6045914787	9.25677463582	8.64764179104	9.513232493	9.20447262248	8.17181660471	9.43884057971	8.46707284768	0.0
