	MCT.f.0596	MCT.f.0597	MCT.f.0598	MCT.f.0599	MCT.f.0600	MCT.f.0601	MCT.f.0602	MCT.f.0603	MCT.f.0604	MCT.f.0605	MCT.f.0606	MCT.f.0607	MCT.f.0608	MCT.f.0609	MCT.f.0610	MCT.f.0611	MCT.f.0612
MCT.f.0596	0.0	0.344086021505	0.585034013605	0.715846994536	0.746192893401	0.753768844221	0.808411214953	0.79792746114	0.795811518325	0.769696969697	0.772222222222	0.773480662983	0.785714285714	0.797619047619	0.76875	0.798941798942	0.852713178295
MCT.f.0597	0.344086021505	0.0	0.367346938776	0.572192513369	0.611940298507	0.666666666667	0.752173913043	0.760563380282	0.740384615385	0.72972972973	0.722222222222	0.748768472906	0.770833333333	0.79381443299	0.768817204301	0.789719626168	0.824372759857
MCT.f.0598	0.585034013605	0.367346938776	0.0	0.310526315789	0.43661971831	0.528634361233	0.613821138211	0.680497925311	0.704918032787	0.692307692308	0.635555555556	0.666666666667	0.699551569507	0.696832579186	0.701834862385	0.706611570248	0.767741935484
MCT.f.0599	0.715846994536	0.572192513369	0.310526315789	0.0	0.217821782178	0.359090909091	0.447257383966	0.56846473029	0.665369649805	0.683333333333	0.669322709163	0.686274509804	0.695473251029	0.692946058091	0.702928870293	0.697318007663	0.753048780488
MCT.f.0600	0.746192893401	0.611940298507	0.43661971831	0.217821782178	0.0	0.180487804878	0.288288288288	0.441048034934	0.551020408163	0.666666666667	0.689393939394	0.710037174721	0.72972972973	0.727626459144	0.712	0.686567164179	0.731927710843
MCT.f.0601	0.753768844221	0.666666666667	0.528634361233	0.359090909091	0.180487804878	0.0	0.194312796209	0.387387387387	0.510460251046	0.651639344262	0.695488721805	0.734545454545	0.773234200743	0.743295019157	0.728346456693	0.687732342007	0.732732732733
MCT.f.0602	0.808411214953	0.752173913043	0.613821138211	0.447257383966	0.288288288288	0.194312796209	0.0	0.245192307692	0.386666666667	0.539130434783	0.627906976744	0.685185185185	0.751851851852	0.721374045802	0.720930232558	0.695652173913	0.715568862275
MCT.f.0603	0.79792746114	0.760563380282	0.680497925311	0.56846473029	0.441048034934	0.387387387387	0.245192307692	0.0	0.229166666667	0.450495049505	0.579399141631	0.650406504065	0.723577235772	0.72131147541	0.715481171548	0.718631178707	0.739130434783
MCT.f.0604	0.795811518325	0.740384615385	0.704918032787	0.665369649805	0.551020408163	0.510460251046	0.386666666667	0.229166666667	0.0	0.262569832402	0.455399061033	0.552631578947	0.666666666667	0.697478991597	0.729166666667	0.731060606061	0.764525993884
MCT.f.0605	0.769696969697	0.72972972973	0.692307692308	0.683333333333	0.666666666667	0.651639344262	0.539130434783	0.450495049505	0.262569832402	0.0	0.293785310734	0.421875	0.56783919598	0.59900990099	0.637254901961	0.705882352941	0.791666666667
MCT.f.0606	0.772222222222	0.722222222222	0.635555555556	0.669322709163	0.689393939394	0.695488721805	0.627906976744	0.579399141631	0.455399061033	0.293785310734	0.0	0.165714285714	0.413612565445	0.531707317073	0.62962962963	0.690763052209	0.799392097264
MCT.f.0607	0.773480662983	0.748768472906	0.666666666667	0.686274509804	0.710037174721	0.734545454545	0.685185185185	0.650406504065	0.552631578947	0.421875	0.165714285714	0.0	0.282485875706	0.451282051282	0.558252427184	0.643153526971	0.766355140187
MCT.f.0608	0.785714285714	0.770833333333	0.699551569507	0.695473251029	0.72972972973	0.773234200743	0.751851851852	0.723577235772	0.666666666667	0.56783919598	0.413612565445	0.282485875706	0.0	0.246913580247	0.387283236994	0.521531100478	0.701030927835
MCT.f.0609	0.797619047619	0.79381443299	0.696832579186	0.692946058091	0.727626459144	0.743295019157	0.721374045802	0.72131147541	0.697478991597	0.59900990099	0.531707317073	0.451282051282	0.246913580247	0.0	0.177631578947	0.375661375661	0.612546125461
MCT.f.0610	0.76875	0.768817204301	0.701834862385	0.702928870293	0.712	0.728346456693	0.720930232558	0.715481171548	0.729166666667	0.637254901961	0.62962962963	0.558252427184	0.387283236994	0.177631578947	0.0	0.264367816092	0.562015503876
MCT.f.0611	0.798941798942	0.789719626168	0.706611570248	0.697318007663	0.686567164179	0.687732342007	0.695652173913	0.718631178707	0.731060606061	0.705882352941	0.690763052209	0.643153526971	0.521531100478	0.375661375661	0.264367816092	0.0	0.40873015873
MCT.f.0612	0.852713178295	0.824372759857	0.767741935484	0.753048780488	0.731927710843	0.732732732733	0.715568862275	0.739130434783	0.764525993884	0.791666666667	0.799392097264	0.766355140187	0.701030927835	0.612546125461	0.562015503876	0.40873015873	0.0
