	MCT.f.0035	MCT.f.0036	MCT.f.0037	MCT.f.0038	MCT.f.0039	MCT.f.0042	MCT.f.0043	MCT.f.0044	MCT.f.0045	MCT.f.0048	MCT.f.0049	MCT.f.0050
MCT.f.0035	0.0	7.52930699755	6.05418651335	6.48176903271	7.06676404647	7.71440144714	6.81230530534	6.54124350479	6.2640235121	7.90991910558	8.54454528758	6.6027069495
MCT.f.0036	7.52930699755	0.0	8.37377068454	8.1796045562	8.04441980783	8.18757696487	8.14069264069	8.61108601543	8.11762683562	9.51753839768	8.70304695305	7.44452214452
MCT.f.0037	6.05418651335	8.37377068454	0.0	5.69065356914	5.75784107308	8.56527591541	7.0941813871	6.0630596438	6.99409080262	8.58236783014	8.42299964827	7.29823546967
MCT.f.0038	6.48176903271	8.1796045562	5.69065356914	0.0	4.26363950874	8.44395467774	7.36022842406	5.77219799421	7.37233467821	9.22669937498	8.11848907594	6.88404709947
MCT.f.0039	7.06676404647	8.04441980783	5.75784107308	4.26363950874	0.0	8.61651281055	6.90088339844	5.67867999798	7.14715183619	9.22053123956	7.6447467167	6.19924953096
MCT.f.0042	7.71440144714	8.18757696487	8.56527591541	8.44395467774	8.61651281055	0.0	8.06375651794	8.53324589839	8.64897837069	9.99169077116	8.35129810429	8.45156553274
MCT.f.0043	6.81230530534	8.14069264069	7.0941813871	7.36022842406	6.90088339844	8.06375651794	0.0	6.74822761779	7.15015400591	7.62783411414	7.39196914197	6.88264513265
MCT.f.0044	6.54124350479	8.61108601543	6.0630596438	5.77219799421	5.67867999798	8.53324589839	6.74822761779	0.0	6.8503578727	8.93603760742	7.86064659978	7.81416228699
MCT.f.0045	6.2640235121	8.11762683562	6.99409080262	7.37233467821	7.14715183619	8.64897837069	7.15015400591	6.8503578727	0.0	8.99994449502	7.11603469464	7.70189190874
MCT.f.0048	7.90991910558	9.51753839768	8.58236783014	9.22669937498	9.22053123956	9.99169077116	7.62783411414	8.93603760742	8.99994449502	0.0	9.99586030408	5.94560063224
MCT.f.0049	8.54454528758	8.70304695305	8.42299964827	8.11848907594	7.6447467167	8.35129810429	7.39196914197	7.86064659978	7.11603469464	9.99586030408	0.0	7.96245421245
MCT.f.0050	6.6027069495	7.44452214452	7.29823546967	6.88404709947	6.19924953096	8.45156553274	6.88264513265	7.81416228699	7.70189190874	5.94560063224	7.96245421245	0.0
