	sample1	sample3	sample4	sample5	sample6	sample7	sample9	sample10	sample11	sample12	sample14	sample15
sample1	0.0	0.677419354839	0.905882352941	0.907894736842	0.914285714286	0.957264957265	0.978723404255	0.976744186047	0.918367346939	0.913978494624	0.948148148148	0.969230769231
sample3	0.677419354839	0.0	0.921052631579	0.941176470588	0.916666666667	0.952830188679	0.975903614458	0.973333333333	0.920454545455	0.915662650602	0.960317460317	0.991803278689
sample4	0.905882352941	0.921052631579	0.0	0.45	0.841584158416	0.765151515152	0.776785714286	0.759615384615	0.73275862069	0.720720720721	0.87037037037	0.825503355705
sample5	0.907894736842	0.941176470588	0.45	0.0	0.797752808989	0.776	0.790476190476	0.773195876289	0.743119266055	0.730769230769	0.876623376623	0.75
sample6	0.914285714286	0.916666666667	0.841584158416	0.797752808989	0.0	0.730434782609	0.775510204082	0.755555555556	0.869565217391	0.873873873874	0.885906040268	0.887323943662
sample7	0.957264957265	0.952830188679	0.765151515152	0.776	0.730434782609	0.0	0.490909090909	0.537037037037	0.569105691057	0.653543307087	0.847826086957	0.748466257669
sample9	0.978723404255	0.975903614458	0.776785714286	0.790476190476	0.775510204082	0.490909090909	0.0	0.114285714286	0.514851485149	0.473684210526	0.872727272727	0.772413793103
sample10	0.976744186047	0.973333333333	0.759615384615	0.773195876289	0.755555555556	0.537037037037	0.114285714286	0.0	0.47311827957	0.460674157303	0.907975460123	0.811188811189
sample11	0.918367346939	0.920454545455	0.73275862069	0.743119266055	0.869565217391	0.569105691057	0.514851485149	0.47311827957	0.0	0.197674418605	0.886363636364	0.846625766871
sample12	0.913978494624	0.915662650602	0.720720720721	0.730769230769	0.873873873874	0.653543307087	0.473684210526	0.460674157303	0.197674418605	0.0	0.895953757225	0.803921568627
sample14	0.948148148148	0.960317460317	0.87037037037	0.876623376623	0.885906040268	0.847826086957	0.872727272727	0.907975460123	0.886363636364	0.895953757225	0.0	0.72
sample15	0.969230769231	0.991803278689	0.825503355705	0.75	0.887323943662	0.748466257669	0.772413793103	0.811188811189	0.846625766871	0.803921568627	0.72	0.0
