	sample1	sample2	sample3	sample4	sample5	sample7	sample10	sample11	sample12	sample14	sample15
sample1	0.0	0.812949640288	0.697986577181	0.880952380952	0.757352941176	0.820987654321	0.711111111111	0.840909090909	0.798742138365	0.818791946309	0.783783783784
sample2	0.812949640288	0.0	0.72027972028	0.555555555556	0.736	0.823529411765	0.696	0.672897196262	0.791946308725	0.777777777778	0.637096774194
sample3	0.697986577181	0.72027972028	0.0	0.776923076923	0.808917197452	0.763313609467	0.618705035971	0.742647058824	0.70987654321	0.802469135802	0.730769230769
sample4	0.880952380952	0.555555555556	0.776923076923	0.0	0.814159292035	0.827067669173	0.769911504425	0.595238095238	0.827067669173	0.794871794872	0.739130434783
sample5	0.757352941176	0.736	0.808917197452	0.814159292035	0.0	0.835443037975	0.753731343284	0.822580645161	0.871165644172	0.873333333333	0.781690140845
sample7	0.820987654321	0.823529411765	0.763313609467	0.827067669173	0.835443037975	0.0	0.659574468085	0.8	0.608108108108	0.68275862069	0.757961783439
sample10	0.711111111111	0.696	0.618705035971	0.769911504425	0.753731343284	0.659574468085	0.0	0.709401709402	0.6875	0.729927007299	0.62015503876
sample11	0.840909090909	0.672897196262	0.742647058824	0.595238095238	0.822580645161	0.8	0.709401709402	0.0	0.755555555556	0.681034482759	0.782945736434
sample12	0.798742138365	0.791946308725	0.70987654321	0.827067669173	0.871165644172	0.608108108108	0.6875	0.755555555556	0.0	0.615942028986	0.682432432432
sample14	0.818791946309	0.777777777778	0.802469135802	0.794871794872	0.873333333333	0.68275862069	0.729927007299	0.681034482759	0.615942028986	0.0	0.666666666667
sample15	0.783783783784	0.637096774194	0.730769230769	0.739130434783	0.781690140845	0.757961783439	0.62015503876	0.782945736434	0.682432432432	0.666666666667	0.0
