	sample1	sample2	sample3	sample4	sample5	sample7	sample10	sample11	sample12	sample14	sample15
sample1	0.0	9.85260681223	8.62295655215	10.4625598107	8.1302958508	9.49122540069	9.03405017921	9.99015267081	9.80479735318	9.51265111476	9.11317659923
sample2	9.85260681223	0.0	7.4946048847	5.27664782858	8.6201518145	9.99221553421	8.2990797546	7.86747192562	10.1314679779	9.39398980971	7.90020276594
sample3	8.62295655215	7.4946048847	0.0	9.10889502984	9.37417665702	9.42820984814	8.04073782673	8.99877157941	9.28082739884	10.2539157595	8.93136511874
sample4	10.4625598107	5.27664782858	9.10889502984	0.0	9.12772814561	10.1606097221	8.99296837756	6.69841648627	10.0898678629	8.93416548384	9.4897094431
sample5	8.1302958508	8.6201518145	9.37417665702	9.12772814561	0.0	10.0750399744	9.302870421	9.83095419623	10.5618034235	10.1966101695	8.43983050847
sample7	9.49122540069	9.99221553421	9.42820984814	10.1606097221	10.0750399744	0.0	8.93822276324	9.91055689756	8.92573388267	9.04645027183	9.47409657819
sample10	9.03405017921	8.2990797546	8.04073782673	8.99296837756	9.302870421	8.93822276324	0.0	9.15783011497	9.67493796526	10.0395024604	8.64078731547
sample11	9.99015267081	7.86747192562	8.99877157941	6.69841648627	9.83095419623	9.91055689756	9.15783011497	0.0	9.25171937115	8.4503694798	9.94185091783
sample12	9.80479735318	10.1314679779	9.28082739884	10.0898678629	10.5618034235	8.92573388267	9.67493796526	9.25171937115	0.0	6.60971737393	8.20090844093
sample14	9.51265111476	9.39398980971	10.2539157595	8.93416548384	10.1966101695	9.04645027183	10.0395024604	8.4503694798	6.60971737393	0.0	7.83474576271
sample15	9.11317659923	7.90020276594	8.93136511874	9.4897094431	8.43983050847	9.47409657819	8.64078731547	9.94185091783	8.20090844093	7.83474576271	0.0
