	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	0.553191489362	0.511111111111	0.526315789474	0.421052631579	0.487804878049	0.439024390244	0.485714285714	0.457142857143	0.424242424242	0.560975609756	0.694444444444	0.722222222222	0.558823529412	0.521739130435	0.425	0.4375	0.422222222222	0.604651162791	0.8	0.611111111111	0.410256410256	0.69696969697	0.627906976744	0.434782608696	0.571428571429	0.696428571429	0.571428571429	0.675	0.378378378378	0.647058823529
MCTs03	0.553191489362	0.0	0.5	0.63829787234	0.553191489362	0.679245283019	0.666666666667	0.644444444444	0.622222222222	0.666666666667	0.511111111111	0.829787234043	0.615384615385	0.733333333333	0.416666666667	0.58	0.711111111111	0.661016949153	0.666666666667	0.842105263158	0.651162790698	0.6	0.756097560976	0.54347826087	0.461538461538	0.765957446809	0.627118644068	0.583333333333	0.803921568627	0.612244897959	0.65
MCTs04	0.511111111111	0.5	0.0	0.568181818182	0.404761904762	0.5625	0.45652173913	0.5	0.435897435897	0.447368421053	0.428571428571	0.65	0.738095238095	0.526315789474	0.255813953488	0.25	0.674418604651	0.5	0.365853658537	0.837837837838	0.704545454545	0.5	0.648648648649	0.595744680851	0.282608695652	0.575	0.545454545455	0.511111111111	0.723404255319	0.574468085106	0.738095238095
MCTs06	0.526315789474	0.63829787234	0.568181818182	0.0	0.666666666667	0.55	0.695652173913	0.74358974359	0.75	0.545454545455	0.658536585366	0.65625	0.5	0.676470588235	0.577777777778	0.659090909091	0.516129032258	0.574468085106	0.526315789474	0.769230769231	0.722222222222	0.681818181818	0.818181818182	0.690476190476	0.418604651163	0.516129032258	0.745454545455	0.782608695652	0.74358974359	0.564102564103	0.551724137931
MCTs07	0.421052631579	0.553191489362	0.404761904762	0.666666666667	0.0	0.590909090909	0.358974358974	0.34375	0.411764705882	0.470588235294	0.595238095238	0.617647058824	0.820512820513	0.515151515152	0.454545454545	0.297297297297	0.571428571429	0.520833333333	0.604651162791	0.8	0.684210526316	0.487804878049	0.65625	0.688888888889	0.434782608696	0.571428571429	0.622641509434	0.536585365854	0.641025641026	0.5	0.722222222222
MCTs08	0.487804878049	0.679245283019	0.5625	0.55	0.590909090909	0.0	0.565217391304	0.690476190476	0.666666666667	0.411764705882	0.702127659574	0.638888888889	0.736842105263	0.542857142857	0.627450980392	0.414634146341	0.470588235294	0.479166666667	0.558139534884	0.848484848485	0.731707317073	0.47619047619	0.815789473684	0.702127659574	0.425531914894	0.514285714286	0.75	0.622222222222	0.589743589744	0.410256410256	0.628571428571
MCTs09	0.439024390244	0.666666666667	0.45652173913	0.695652173913	0.358974358974	0.565217391304	0.0	0.459459459459	0.512820512821	0.444444444444	0.6	0.621621621622	0.837209302326	0.527777777778	0.5	0.365853658537	0.578947368421	0.333333333333	0.577777777778	0.823529411765	0.714285714286	0.46511627907	0.657142857143	0.659574468085	0.538461538462	0.540540540541	0.672413793103	0.577777777778	0.5	0.545454545455	0.717948717949
MCTs10	0.485714285714	0.644444444444	0.5	0.74358974359	0.34375	0.690476190476	0.459459459459	0.0	0.259259259259	0.548387096774	0.631578947368	0.571428571429	0.78125	0.444444444444	0.512195121951	0.444444444444	0.51724137931	0.608695652174	0.641025641026	0.739130434783	0.65625	0.552631578947	0.615384615385	0.666666666667	0.586956521739	0.65625	0.705882352941	0.605263157895	0.606060606061	0.567567567568	0.78125
MCTs13	0.457142857143	0.622222222222	0.435897435897	0.75	0.411764705882	0.666666666667	0.512820512821	0.259259259259	0.0	0.516129032258	0.641025641026	0.633333333333	0.787878787879	0.407407407407	0.52380952381	0.416666666667	0.58064516129	0.645833333333	0.65	0.75	0.625	0.526315789474	0.62962962963	0.675	0.565217391304	0.705882352941	0.711538461538	0.540540540541	0.617647058824	0.578947368421	0.787878787879
MCTs14	0.424242424242	0.666666666667	0.447368421053	0.545454545455	0.470588235294	0.411764705882	0.444444444444	0.548387096774	0.516129032258	0.0	0.621621621622	0.5	0.774193548387	0.291666666667	0.461538461538	0.333333333333	0.5	0.53488372093	0.424242424242	0.727272727273	0.764705882353	0.411764705882	0.75	0.756097560976	0.511627906977	0.32	0.725490196078	0.555555555556	0.548387096774	0.555555555556	0.592592592593
MCTs15	0.560975609756	0.511111111111	0.428571428571	0.658536585366	0.595238095238	0.702127659574	0.6	0.631578947368	0.641025641026	0.621621621622	0.0	0.820512820513	0.815789473684	0.702702702703	0.365853658537	0.558139534884	0.74358974359	0.653846153846	0.560975609756	0.939393939394	0.860465116279	0.547619047619	0.833333333333	0.651162790698	0.520833333333	0.675675675676	0.690909090909	0.659090909091	0.790697674419	0.627906976744	0.875
MCTs16	0.694444444444	0.829787234043	0.65	0.65625	0.617647058824	0.638888888889	0.621621621622	0.571428571429	0.633333333333	0.5	0.820512820513	0.0	0.730769230769	0.363636363636	0.690476190476	0.571428571429	0.52	0.651162790698	0.575757575758	0.647058823529	0.724137931034	0.710526315789	0.636363636364	0.789473684211	0.659090909091	0.458333333333	0.823529411765	0.794871794872	0.620689655172	0.763157894737	0.730769230769
MCTs18	0.722222222222	0.615384615385	0.738095238095	0.5	0.820512820513	0.736842105263	0.837209302326	0.78125	0.787878787879	0.774193548387	0.815789473684	0.730769230769	0.0	0.75	0.714285714286	0.833333333333	0.615384615385	0.787234042553	0.722222222222	0.625	0.56	0.857142857143	0.739130434783	0.59375	0.651162790698	0.8	0.795918367347	0.85	0.818181818182	0.756756756757	0.545454545455
MCTs19	0.558823529412	0.733333333333	0.526315789474	0.676470588235	0.515151515152	0.542857142857	0.527777777778	0.444444444444	0.407407407407	0.291666666667	0.702702702703	0.363636363636	0.75	0.0	0.575	0.424242424242	0.375	0.636363636364	0.558823529412	0.684210526316	0.741935483871	0.583333333333	0.72	0.736842105263	0.547619047619	0.5	0.78431372549	0.710526315789	0.5	0.675675675676	0.75
MCTs20	0.521739130435	0.416666666667	0.255813953488	0.577777777778	0.454545454545	0.627450980392	0.5	0.512195121951	0.52380952381	0.461538461538	0.365853658537	0.690476190476	0.714285714286	0.575	0.0	0.386363636364	0.681818181818	0.537037037037	0.454545454545	0.842105263158	0.739130434783	0.478260869565	0.725	0.604166666667	0.4	0.55	0.603448275862	0.521739130435	0.702127659574	0.583333333333	0.744186046512
MCTs21	0.425	0.58	0.25	0.659090909091	0.297297297297	0.414634146341	0.365853658537	0.444444444444	0.416666666667	0.333333333333	0.558139534884	0.571428571429	0.833333333333	0.424242424242	0.386363636364	0.0	0.605263157895	0.425531914894	0.5	0.818181818182	0.707317073171	0.375	0.606060606061	0.68085106383	0.333333333333	0.485714285714	0.618181818182	0.463414634146	0.666666666667	0.5	0.710526315789
MCTs22	0.4375	0.711111111111	0.674418604651	0.516129032258	0.571428571429	0.470588235294	0.578947368421	0.51724137931	0.58064516129	0.5	0.74358974359	0.52	0.615384615385	0.375	0.681818181818	0.605263157895	0.0	0.512195121951	0.611111111111	0.7	0.666666666667	0.631578947368	0.777777777778	0.638888888889	0.558139534884	0.571428571429	0.811320754717	0.75	0.51724137931	0.484848484848	0.666666666667
MCTs23	0.422222222222	0.661016949153	0.5	0.574468085106	0.520833333333	0.479166666667	0.333333333333	0.608695652174	0.645833333333	0.53488372093	0.653846153846	0.651162790698	0.787234042553	0.636363636364	0.537037037037	0.425531914894	0.512195121951	0.0	0.58	0.853658536585	0.644444444444	0.54	0.682926829268	0.6	0.433962264151	0.581395348837	0.666666666667	0.58	0.577777777778	0.45652173913	0.704545454545
MCTs24	0.604651162791	0.666666666667	0.365853658537	0.526315789474	0.604651162791	0.558139534884	0.577777777778	0.641025641026	0.65	0.424242424242	0.560975609756	0.575757575758	0.722222222222	0.558823529412	0.454545454545	0.5	0.611111111111	0.58	0.0	0.8	0.837209302326	0.622222222222	0.771428571429	0.688888888889	0.5	0.484848484848	0.648148148148	0.666666666667	0.707317073171	0.636363636364	0.722222222222
MCTs25	0.8	0.842105263158	0.837837837838	0.769230769231	0.8	0.848484848485	0.823529411765	0.739130434783	0.75	0.727272727273	0.939393939394	0.647058823529	0.625	0.684210526316	0.842105263158	0.818181818182	0.7	0.853658536585	0.8	0.0	0.7	0.848484848485	0.538461538462	0.833333333333	0.857142857143	0.7	0.860465116279	0.838709677419	0.791666666667	0.838709677419	0.625
