	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs01	0.0	5.72022955524	3.8968935889	3.87274909964	4.0852514919	3.03201787044	2.90961262554	4.23529411765	3.88235294118	4.09803921569	5.12763596004	5.64374482187	5.76470588235	5.29411764706	3.85354141657	3.36862745098	3.52228163993	2.8737745098	3.92971734148	7.17647058824	5.05496624879	3.45495160089	6.23529411765	5.28388746803	3.49971444889	4.17647058824	4.68235294118	4.28298887122	5.30462184874	3.13423831071	5.05882352941
MCTs03	5.72022955524	0.0	4.29049054535	5.53658536585	4.06963591375	6.60605125039	6.12195121951	6.14293817357	6.06976744186	6.73170731707	5.80533824206	7.39024390244	6.04	7.09756097561	3.84221005475	5.62330623306	7.05764966741	5.93292682927	6.56002534051	7.63414634146	4.93522590964	5.67026860142	5.15138772077	4.83775185578	5.2763438314	7.07317073171	4.59569583931	3.88068556361	7.36585365854	5.0081300813	6.70731707317
MCTs04	3.8968935889	4.29049054535	0.0	4.20912634717	2.88552353037	3.48115488551	2.67443135106	3.47426182388	3.35301802979	3.76136971643	4.76701293195	4.40449438202	5.66292134831	4.29521921128	1.70098601238	2.00324594257	5.69696969697	3.03745318352	2.84605282358	6.58426966292	4.52237981212	3.42141942825	4.60674157303	4.49193942355	1.99498200065	3.75460674157	2.91394580304	3.45247494686	5.18258426966	4.40334197638	5.41573033708
MCTs06	3.87274909964	5.53658536585	4.20912634717	0.0	5.52617568767	3.82640144665	4.55798904928	5.60132890365	6.00949216896	3.62585034014	4.60454370427	5.5366484622	4.91755102041	5.76390556222	3.85714285714	4.68752834467	5.04390847248	3.45833333333	4.01113172542	6.69387755102	5.92505854801	4.53784551795	6.69387755102	5.06033717835	3.38181097682	3.48489795918	4.78463385354	5.9332597904	5.81632653061	5.41077969649	4.33673469388
MCTs07	4.0852514919	4.06963591375	2.88552353037	5.52617568767	0.0	4.7895798936	3.46235418876	3.56858779912	3.04752275025	4.83022774327	5.97812414547	4.64421310472	6.8115942029	3.67774936061	3.64093463472	2.8154589372	4.34255599473	4.23550724638	4.72463768116	7.13043478261	4.69422665716	4.57273894698	4.69565217391	5.95652173913	3.46165752075	4.72463768116	4.62676896846	3.65648256953	5.40942028986	4.05351170569	6.3768115942
MCTs08	3.03201787044	6.60605125039	3.48115488551	3.82640144665	4.7895798936	0.0	2.42389626428	4.04180158964	4.05710921401	2.75768535262	6.09887747791	3.80246033161	4.73417721519	4.13502109705	3.9374838543	2.48495077356	4.22861526659	2.24762658228	2.36265000822	5.94936708861	4.53745590371	2.78481012658	5.65866433872	4.65107319758	2.36352464053	3.21215189873	4.74311243485	4.46869654465	3.49457504521	4.12982797793	3.79746835443
MCTs09	2.90961262554	6.12195121951	2.67443135106	4.55798904928	3.46235418876	2.42389626428	0.0	3.03346568349	3.28927963698	2.91637630662	5.28531983433	3.87186533837	5.9512195122	3.86178861789	3.05724240916	1.86124661247	4.77014042868	2.1412601626	2.45771301869	6.12195121951	5.07157137145	2.69218894721	5.0243902439	4.4591728526	2.43002604783	3.05170731707	4.00344332855	4.07185234015	3.51742160279	4.86616635397	4.80487804878
MCTs10	4.23529411765	6.14293817357	3.47426182388	5.60132890365	3.56858779912	4.04180158964	3.03346568349	0.0	2.32558139535	3.51273532669	6.14743308469	2.53914182771	4.62511627907	3.62243502052	3.96772662553	2.27080103359	4.86257928118	3.89001937984	3.29447296889	4.46511627907	3.53488372093	3.67382984987	3.53488372093	4.19009100101	3.50508015353	4.66790697674	4.93351573187	5.08359522313	3.93936877076	5.52295766249	4.76598837209
MCTs13	3.88235294118	6.06976744186	3.35301802979	6.00949216896	3.04752275025	4.05710921401	3.28927963698	2.32558139535	0.0	4.10631229236	6.31329530496	3.82836554209	5.53488372093	2.72138622891	4.24157570005	2.434625323	4.13248766737	4.38226744186	3.81153729991	5.95348837209	4.54212733511	3.81042095967	5.02325581395	4.53993933266	3.65229171371	5.02976744186	5.12777017784	4.51854179761	4.13621262458	5.21645796064	5.53488372093
MCTs14	4.09803921569	6.73170731707	3.76136971643	3.62585034014	4.83022774327	2.75768535262	2.91637630662	3.51273532669	4.10631229236	0.0	5.95148247978	3.09054325956	4.19047619048	3.89075630252	3.55782312925	2.44126984127	5.79220779221	3.16071428571	2.30303030303	4.71428571429	4.38095238095	2.49909584087	4.76354679803	5.01863354037	3.47665279704	2.21142857143	4.63193277311	4.9305019305	3.71428571429	5.90842490842	2.68452380952
