	MCT.f.0443	MCT.f.0444	MCT.f.0445	MCT.f.0446	MCT.f.0447	MCT.f.0450	MCT.f.0451	MCT.f.0453	MCT.f.0454	MCT.f.0455	MCT.f.0456	MCT.f.0457	MCT.f.0458	MCT.f.0459
MCT.f.0443	0.0	5.71396267327	8.37662444303	9.14899303549	8.96367594163	7.96634728112	8.61084190123	8.68651204919	9.01208957173	9.78883357099	10.0901392922	10.3985544397	9.84782451663	9.61271073861
MCT.f.0444	5.71396267327	0.0	4.80737026619	6.35077137223	6.86861279302	6.31513288601	6.05262321145	6.76730469071	7.55118557939	8.19198088022	9.00341012153	9.43811473383	8.98099401923	9.11999295713
MCT.f.0445	8.37662444303	4.80737026619	0.0	2.9154771846	5.37017425628	7.15857186788	6.99019607843	5.67325457188	7.29935972008	8.21946765536	6.66599856256	6.56245022707	6.23653307477	6.5105310478
MCT.f.0446	9.14899303549	6.35077137223	2.9154771846	0.0	4.36129926356	7.01964169142	7.00423924935	5.20613468655	7.28812687822	7.65846922832	6.42181064032	6.43481592804	5.98567581539	6.58624465849
MCT.f.0447	8.96367594163	6.86861279302	5.37017425628	4.36129926356	0.0	6.46051669997	6.9887359199	5.56946182728	6.64864829963	7.12532010262	6.89637214303	7.34486439553	7.31315930628	7.61808938698
MCT.f.0450	7.96634728112	6.31513288601	7.15857186788	7.01964169142	6.46051669997	0.0	3.76349568954	6.13769292059	6.49014278678	7.06290390555	7.58531991672	8.04380122132	7.44917190177	7.76985457223
MCT.f.0451	8.61084190123	6.05262321145	6.99019607843	7.00423924935	6.9887359199	3.76349568954	0.0	5.10730675249	6.06747256082	7.28701141793	7.89957560205	7.55588827188	7.85644257703	8.45347927445
MCT.f.0453	8.68651204919	6.76730469071	5.67325457188	5.20613468655	5.56946182728	6.13769292059	5.10730675249	0.0	4.45203814681	6.33534347267	5.96934647056	6.34634885787	6.75716669647	7.05509077288
MCT.f.0454	9.01208957173	7.55118557939	7.29935972008	7.28812687822	6.64864829963	6.49014278678	6.06747256082	4.45203814681	0.0	4.37112958426	6.21535949033	7.1546749247	7.90889795299	8.24802753745
MCT.f.0455	9.78883357099	8.19198088022	8.21946765536	7.65846922832	7.12532010262	7.06290390555	7.28701141793	6.33534347267	4.37112958426	0.0	3.99423142893	6.27170993595	7.29801102002	7.93638555989
MCT.f.0456	10.0901392922	9.00341012153	6.66599856256	6.42181064032	6.89637214303	7.58531991672	7.89957560205	5.96934647056	6.21535949033	3.99423142893	0.0	3.20517070751	4.46891038295	5.79543682458
MCT.f.0457	10.3985544397	9.43811473383	6.56245022707	6.43481592804	7.34486439553	8.04380122132	7.55588827188	6.34634885787	7.1546749247	6.27170993595	3.20517070751	0.0	2.9612762778	5.34081100698
MCT.f.0458	9.84782451663	8.98099401923	6.23653307477	5.98567581539	7.31315930628	7.44917190177	7.85644257703	6.75716669647	7.90889795299	7.29801102002	4.46891038295	2.9612762778	0.0	3.81835144481
MCT.f.0459	9.61271073861	9.11999295713	6.5105310478	6.58624465849	7.61808938698	7.76985457223	8.45347927445	7.05509077288	8.24802753745	7.93638555989	5.79543682458	5.34081100698	3.81835144481	0.0
