	MCT.f.0443	MCT.f.0444	MCT.f.0445	MCT.f.0446	MCT.f.0447	MCT.f.0450	MCT.f.0451	MCT.f.0453	MCT.f.0454	MCT.f.0455	MCT.f.0456	MCT.f.0457	MCT.f.0458	MCT.f.0459
MCT.f.0443	0.0	0.424242424242	0.463276836158	0.6	0.680497925311	0.780487804878	0.78275862069	0.793774319066	0.802371541502	0.827450980392	0.832089552239	0.857142857143	0.828571428571	0.847457627119
MCT.f.0444	0.424242424242	0.0	0.110497237569	0.3125	0.519083969466	0.691588785047	0.694444444444	0.703071672355	0.709342560554	0.723183391003	0.727574750831	0.739273927393	0.75625	0.783382789318
MCT.f.0445	0.463276836158	0.110497237569	0.0	0.227272727273	0.479087452471	0.645768025078	0.665644171779	0.666666666667	0.676975945017	0.712837837838	0.717532467532	0.737179487179	0.734567901235	0.78386167147
MCT.f.0446	0.6	0.3125	0.227272727273	0.0	0.296875	0.590361445783	0.618768328446	0.601307189542	0.615131578947	0.680379746835	0.701807228916	0.720238095238	0.692082111437	0.741758241758
MCT.f.0447	0.680497925311	0.519083969466	0.479087452471	0.296875	0.0	0.533742331288	0.589442815249	0.618296529968	0.648902821317	0.678018575851	0.695266272189	0.713450292398	0.69340974212	0.724795640327
MCT.f.0450	0.780487804878	0.691588785047	0.645768025078	0.590361445783	0.533742331288	0.0	0.154676258993	0.453947368421	0.511254019293	0.621621621622	0.636887608069	0.659090909091	0.629213483146	0.637602179837
MCT.f.0451	0.78275862069	0.694444444444	0.665644171779	0.618768328446	0.589442815249	0.154676258993	0.0	0.346153846154	0.420338983051	0.569659442724	0.59587020649	0.635057471264	0.612994350282	0.621917808219
MCT.f.0453	0.793774319066	0.703071672355	0.666666666667	0.601307189542	0.618296529968	0.453947368421	0.346153846154	0.0	0.2375	0.448148148148	0.517123287671	0.592833876221	0.586750788644	0.651026392962
MCT.f.0454	0.802371541502	0.709342560554	0.676975945017	0.615131578947	0.648902821317	0.511254019293	0.420338983051	0.2375	0.0	0.304526748971	0.404494382022	0.492907801418	0.5	0.597523219814
MCT.f.0455	0.827450980392	0.723183391003	0.712837837838	0.680379746835	0.678018575851	0.621621621622	0.569659442724	0.448148148148	0.304526748971	0.0	0.157205240175	0.274590163934	0.375464684015	0.467576791809
MCT.f.0456	0.832089552239	0.727574750831	0.717532467532	0.701807228916	0.695266272189	0.636887608069	0.59587020649	0.517123287671	0.404494382022	0.157205240175	0.0	0.1330472103	0.335793357934	0.430508474576
MCT.f.0457	0.857142857143	0.739273927393	0.737179487179	0.720238095238	0.713450292398	0.659090909091	0.635057471264	0.592833876221	0.492907801418	0.274590163934	0.1330472103	0.0	0.255813953488	0.367491166078
MCT.f.0458	0.828571428571	0.75625	0.734567901235	0.692082111437	0.69340974212	0.629213483146	0.612994350282	0.586750788644	0.5	0.375464684015	0.335793357934	0.255813953488	0.0	0.216417910448
MCT.f.0459	0.847457627119	0.783382789318	0.78386167147	0.741758241758	0.724795640327	0.637602179837	0.621917808219	0.651026392962	0.597523219814	0.467576791809	0.430508474576	0.367491166078	0.216417910448	0.0
