	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0463	0.0	0.281879194631	0.683908045977	0.697674418605	0.672727272727	0.663157894737	0.688118811881	0.632432432432
MCT.f.0464	0.281879194631	0.0	0.578571428571	0.652777777778	0.620437956204	0.625766871166	0.657142857143	0.588607594937
MCT.f.0467	0.683908045977	0.578571428571	0.0	0.33	0.578947368421	0.622377622378	0.613333333333	0.558823529412
MCT.f.0468	0.697674418605	0.652777777778	0.33	0.0	0.364583333333	0.666666666667	0.646666666667	0.541984732824
MCT.f.0470	0.672727272727	0.620437956204	0.578947368421	0.364583333333	0.0	0.491935483871	0.575539568345	0.580152671756
MCT.f.0472	0.663157894737	0.625766871166	0.622377622378	0.666666666667	0.491935483871	0.0	0.165354330709	0.443661971831
MCT.f.0473	0.688118811881	0.657142857143	0.613333333333	0.646666666667	0.575539568345	0.165354330709	0.0	0.306569343066
MCT.f.0475	0.632432432432	0.588607594937	0.558823529412	0.541984732824	0.580152671756	0.443661971831	0.306569343066	0.0
