	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475
MCT.f.0463	0.0	2.30276329197	5.3698485318	5.92370756913	5.07979019352	5.11228624907	5.96103920325	5.57812488894
MCT.f.0464	2.30276329197	0.0	4.40780590241	5.64945970783	4.96826948382	5.22608676077	6.22942562728	5.8263681592
MCT.f.0467	5.3698485318	4.40780590241	0.0	1.84097632423	3.98431122984	5.18641370199	5.84318721517	5.5315839503
MCT.f.0468	5.92370756913	5.64945970783	1.84097632423	0.0	2.94123120859	5.72251203274	6.17399249341	5.77610055803
MCT.f.0470	5.07979019352	4.96826948382	3.98431122984	2.94123120859	0.0	3.70992283757	4.82392973098	5.01778827935
MCT.f.0472	5.11228624907	5.22608676077	5.18641370199	5.72251203274	3.70992283757	0.0	1.54258950544	2.99013334401
MCT.f.0473	5.96103920325	6.22942562728	5.84318721517	6.17399249341	4.82392973098	1.54258950544	0.0	2.05215850663
MCT.f.0475	5.57812488894	5.8263681592	5.5315839503	5.77610055803	5.01778827935	2.99013334401	2.05215850663	0.0
