#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.495985408445928	0.578104221540302	0.693014979822245	0.697365389428632	0.347475229344798	0.469099950189009	0.766718553715824	0.57246207666861	0.457199201066098	0.529359370019891	0.601324204334887	0.484353506548061	0.224134612462391	0.406651054911749	0.498210821361614	0.772893244583488	0.712672954259769	0.47710007822227	0.716842124173171	0.520962495697684	0.532553373775611	0.30657707434796	0.634614445003254	0.623058052704841	0.454081141887748	0.316217003117413	0.2906858286338	0.212745769130797	0.348237758769175	0.540091246225935	0.252241813636937	0.0633217679478651	0.57173539625902	0.902474816696236
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.134346939538208	0.120697653764984	0.00354721310377937	0.000556218722257181	0.0394759992395518	0.187545324489445	0.0725543532679846	0.120916214853829	0.213649103554639	0.115422690322124	0.0896836828558063	0.218237022947056	0.268258574814383	0.304927616303847	0.194584204076822	0.00178995808086349	0.000927169057961619	0.30027980057202	0.0521401517435298	0.238251997537833	0.21899664972939	0.0928219497431501	0.0693643853959865	0.0847383331767991	0.146719733566188	0.246653258177574	0.0756933248856743	0.0394659619236474	0.116274121530342	0.198309866228882	0.375617469232252	0.00526718092446703	0.0939682625540057	0.00186198918693684
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.145191614413991	0.106688955003424	0.042711224480906	0.104246746196957	0.166174461457439	0.104258047399348	0.0388913572762761	0.100126924283875	0.0805188476114127	0.0561345939588949	0.0535357291866144	0.0532231488082736	0.116081358386786	0.0497252931586542	0.0541737740833626	0.00438050614438426	0.0331400070999138	0.0514519128521691	0.10332178600722	0.0874094655828547	0.0366377366411366	0.0429691942565266	0.083905968823975	0.0979375330298906	0.146376822456992	0.0993929633451216	0.177757773832749	0.107566225496596	0.165683777781421	0.035638764427224	0.0607320762355277	0.099553515700481	0.13438327700713	0.00232521399149797
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.00129016027192356	0.000284836530124311	0.0782138479788084	0.000916259923360747	0.0891448382217321	0.000817985018801239	0.00288105499291786	0.0378617498809854	0.000373646114385724	0.00179661466545579	0.00194643420469568	0.00123691349223019	0.172251661492099	0.00136461809734457	0.00152465053502384	0.000724299121801236	0.000354342524793363	0.0136700676057747	0.000542626711950363	0.000902398107044799	0.00472628966310996	0.430299125697948	0.0431741348831741	0.000986446004802564	0.000605247476886292	0.00410904000984318	0.00105323907084115	0.4654955841828	0.105796213247182	0.00118664267562811	0.000640518181982029	0.570884298834968	0.00101490363931207	0.00137967544812182
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.0479937068909726	0.0426495231106136	0.0558874062471485	0.0687269512923338	0.126916913950091	0.0729249899405977	0.0299274339365061	0.025108661863309	0.0345167592640247	0.0340512600784042	0.0454989788312945	0.0463807430503581	0.0432289654813978	0.0571123653440802	0.0343004362180858	0.103160650547577	0.0597547231245891	0.0248482916296421	0.0423088877333633	0.0203812451522643	0.0216240396738579	0.0179953250023225	0.0307373224709124	0.0333106709150524	0.0456882207223245	0.0934074657915008	0.170896978289098	0.0373859585363645	0.055704284330506	0.0342441113386703	0.0693714464758329	0.0326981776395328	0.0466784502720347	0.0134862411506882
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA	0.0380663820912555	0.0234036300151679	0.0489647007359917	0.0293312162987191	0.031870336498325	0.0380432465265043	0.0462542042256605	0.044416493076874	0.0773959221106324	0.0576715746369861	0.0432230508135891	0.0531902384044445	0.037417211688342	0.0610780694537719	0.0292705720948427	0.0228118955086215	0.0465214178011887	0.0455023057027514	0.0442365045291489	0.0437527191378255	0.0478920382812603	0.0365905427738125	0.0497500120423081	0.0421183146450154	0.0482681739764822	0.0387798518569052	0.0227823326830309	0.0280659320496943	0.0610763095466898	0.0467102132053784	0.0428093515654569	0.0245910077275471	0.0370078633680638	0.0257137034368626
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.0413965160021257	0.0378809213862862	0.00766828055080846	0.00256025049536736	0.0170321501908796	0.0338036760805464	0.00940585708161484	0.044931454617931	0.0452716610794215	0.124439531075506	0.10782604083503	0.0497623794887572	0.0162605779865125	0.0283196790926	0.016541593430313	0.0080779213691815	0.0697514279024	0.0258124867581282	0.00429967070802573	0.00139224103244535	0.0537307762663829	0.0154984796467631	0.0367715979012027	0.0279361732847937	0.0390245646777822	0.0367884760086721	0.0140929535232384	0.0569533978093218	0.0466980060965039	0.0595451364442413	0.0972890969109555	0.00364882496481649	0.0274872701120486	0.0158832658948556
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA	0.0151402869271234	0.0158427538755296	0.0200124537626549	0.0221368932861207	0.044186290913943	0.015213998571181	0.0114512432017047	0.0117318305970124	0.0148478533376484	0.0133972263061006	0.0119143544280299	0.0225739485680646	0.022565637141313	0.0158948539843524	0.0179824746733801	0.0348740189153073	0.0284870162040673	0.0149116772539355	0.0129199297070776	0.0149152605711692	0.00902266118207258	0.00556171417692421	0.0103434362687387	0.0115311991409775	0.0329086919533941	0.0262545688147456	0.0410681688444481	0.0195827290914672	0.0303182299698384	0.00909118964710239	0.0230212216705879	0.00757193595660672	0.0106418980833196	0.00571013653314775
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0225510973289836	0.0116823876955293	0.0039009714943644	0.0268090158293844	0.0499168112187363	0.00977563162672829	0.0007229791629259	1.62250682466933e-05	0.00386992695436545	8.3105387574075e-05	0.000277533394205658	6.24927892935431e-05	9.778016991727e-05	0.0232160376326309	0.0571242323310424	0.0191360124975939	4.52317416441297e-05	0.00815167473564409	4.15890767889394e-05	0.00293120138064787	0.00307096431201717	0.0177691154372823	0.00401220356283124	0.0350332016109475	2.60774841692494e-05	0.073951756240003	0.0709578265260675	5.11620850137432e-05	0.00133873337963207	0.01591241838806	0.0127760501656058	0.0967453329480105	0.00304542263156827	0.00874400448389976
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae	0.000964019714276078	0.00185333635600885	7.72628500500031e-05	0.0226896702974805	0.00395574758315631	0.00234417156676233	0.000447364571237717	0.000967419694209089	0.010783979334026	0.0323082981010888	0.00409315500887644	0.00900450835554477	0.0338350219498863	0.00114700458016005	0.0257319990540742	0.00249198249876515	2.0901310218226e-05	0.000413390755743271	3.44524896476421e-05	0.000272630392810711	0.000882034676129736	0.00321817475126321	0.000915560716626966	0.00319540097761467	0.00087835837396424	0.00171484098839488	0.0044594857383024	7.64490925492714e-06	0.02089093787726	0.0154676543051499	4.15920897390928e-06	0.0226190211545663	0.0555330574968533	0.00214759600324985
