#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__Burkholderiales bacterium 1_1_47	10	63	0	0	35	5	4	8	1	3	28	0	1	13	2	18	0	0	0	2	8	2	13	7	8	8	26	0	1	0	0	1	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	163	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	6	3	4	1	15	7	2	9	8	18	45	12	13	8	4	8	10	4	11	2	2	2	3	11	6	3	6	2	5	4	11	1	12	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus faecis	2	5	5	0	9	1	1	0	6	14	11	1	13	5	15	1	1	4	3	5	5	11	7	6	3	2	44	5	40	5	6	2	14	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A	4	2	23	9	31	8	0	2	3	2	8	6	3	4	13	17	0	8	2	1	8	0	19	5	2	15	1	1	7	3	1	0	10	33
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA	7	1	32	3	0	7	24	5	2	10	2	2	2	4	20	45	1	2	10	12	1	2	5	14	4	2	10	1	0	7	3	1	8	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	0	0	0	2	2	0	0	0	7	7	0	0	0	3	3	0	0	0	0	38	177	0	1	0	2	0	0	0	1	0	0	0	2	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	0	0	1	6	42	0	0	1	0	8	13	1	6	2	0	0	0	0	0	0	2	44	1	7	4	3	5	13	8	3	0	48	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. L2-50	1	1	1	0	1	1	30	0	1	0	0	0	37	23	15	0	0	1	22	0	2	11	0	1	1	3	2	1	0	0	1	63	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13	3	1	2	0	5	9	2	12	29	15	11	6	5	24	10	0	15	6	1	2	2	2	2	3	8	0	1	1	7	4	17	2	3	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22	16	20	0	22	9	1	5	5	1	2	0	2	1	10	3	15	1	1	6	50	3	1	1	1	3	1	1	2	2	3	0	1	1	15
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] hallii	5	11	2	8	12	1	3	1	4	2	2	2	11	6	17	0	9	4	3	4	2	5	6	4	3	18	12	4	2	8	16	3	1	4
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens	0	0	0	0	130	0	0	24	0	0	0	6	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. ATCC BAA-442	6	3	4	4	15	4	3	3	4	5	4	8	3	7	7	14	24	5	2	5	2	1	2	2	10	9	14	6	7	3	7	2	2	2
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella sp. KLE1602	0	0	0	0	0	0	0	0	0	0	0	14	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	91	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	18	0	0	0	0	2	0	0	3	1	0	5	5	0	0	0	0	4	0	15	1	0	1	1	2	6	0	116	0	4	0	0	2	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02	0	3	6	2	2	7	4	4	2	5	1	1	2	8	1	4	2	1	8	12	1	1	2	3	1	1	0	0	2	95	0	0	2	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	0	8	2	0	0	0	13	0	0	0	0	6	0	0	0	0	4	9	0	0	0	1	0	0	34	99	0	0	1	4	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;NA;NA	0	1	8	7	3	39	0	1	3	10	8	13	0	2	2	0	8	1	1	2	5	3	0	0	3	5	16	2	0	0	1	7	3	15
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii	4	2	14	4	15	4	8	2	3	3	5	7	2	8	0	9	0	11	2	3	7	0	2	9	2	11	4	10	2	2	1	0	7	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	9	4	5	7	16	6	1	3	4	2	4	3	2	4	5	5	6	1	2	8	1	1	2	4	16	10	11	3	9	2	5	1	1	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	14	7	1	9	2	3	1	5	3	10	2	6	1	6	2	22	1	1	17	18	1	2	2	2	3	4	1	1	5	5	1	2	2	7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	0	0	0	0	5	57	0	1	16	1	0	0	12	0	1	1	0	10	0	0	2	0	0	1	0	2	15	1	1	9	22	4	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia massiliensis	3	3	2	5	10	6	1	3	4	3	4	1	9	12	5	3	2	7	5	3	1	4	3	3	1	4	12	5	6	7	9	4	10	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	2	3	5	1	20	3	2	1	2	7	3	1	10	4	4	1	4	2	4	2	2	2	4	4	1	4	10	4	8	3	6	19	12	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	2	1	0	0	2	18	2	0	5	2	0	2	27	2	1	0	0	12	2	2	67	1	0	1	1	4	1	0	3	1	2	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium 3_1_57FAA_CT1	1	1	2	1	40	8	0	1	1	0	0	2	1	2	1	0	1	5	1	2	2	0	1	1	0	37	36	4	1	0	3	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	1	5	1	0	2	0	0	0	0	0	0	0	0	0	0	10	0	4	0	1	0	4	0	2	0	46	18	0	0	8	4	23	7	18
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	4	1	0	0	2	2	1	2	6	24	13	10	1	8	3	0	11	21	0	1	1	3	1	4	6	2	2	0	4	4	8	0	5	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	0	0	0	0	0	1	3	1	7	1	1	1	1	96	0	0	2	16	2	1	2	2	1	1	0	2	4	0	1	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. M62/1	13	4	4	3	8	4	1	1	3	3	1	4	4	4	4	3	5	3	5	3	2	1	1	4	12	7	15	2	13	1	3	3	6	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	5	0	8	0	3	3	1	1	1	2	0	0	5	0	19	0	9	5	1	2	0	3	10	2	2	12	28	1	8	2	0	4	7	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	2	1	2	2	4	7	1	2	1	0	2	1	43	8	1	0	6	3	22	0	1	1	1	0	1	0	13	3	2	9	0	4	1	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	2	3	7	0	6	3	1	6	1	5	4	5	6	4	10	0	2	4	3	2	3	0	0	2	2	13	14	5	14	3	13	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09	0	0	1	4	0	1	2	0	1	1	0	1	1	0	0	37	3	1	0	0	9	17	1	15	1	0	0	0	34	2	4	0	1	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum sp. 4_3_54A2FAA	2	3	2	4	11	2	0	2	5	2	2	5	5	3	5	2	5	3	4	3	3	0	1	2	4	10	14	3	5	18	2	2	3	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA	5	0	7	0	2	3	1	1	2	2	0	0	6	0	18	0	9	4	1	1	0	3	10	2	1	6	29	1	8	2	0	5	6	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] bolteae	4	4	3	3	8	2	2	2	1	1	4	11	1	3	2	16	4	1	2	3	1	1	3	4	13	4	3	2	4	1	4	0	1	17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] clostridioforme	8	3	5	2	8	2	3	3	3	2	3	4	5	3	3	4	7	2	2	6	2	2	3	3	9	5	6	6	5	5	6	2	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium ramulus	2	6	9	0	11	2	1	1	4	4	13	5	7	6	2	1	12	5	1	2	1	3	1	2	1	5	10	4	2	3	1	2	6	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella;s__Hungatella hathewayi	1	2	2	2	40	2	1	1	2	1	2	1	1	1	2	8	3	1	1	4	0	0	1	1	5	12	19	2	5	1	4	1	1	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3	3	3	0	8	1	5	0	7	3	4	6	4	3	7	0	1	1	4	8	0	14	1	4	12	1	4	2	1	11	2	2	0	7	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	0	0	42	0	6	0	0	20	0	0	0	0	18	0	0	0	0	7	0	0	0	0	21	0	0	0	0	0	15	0	0	0	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	6	0	0	0	1	0	0	0	2	0	3	2	5	1	1	0	0	4	1	15	0	0	0	0	1	5	0	71	0	5	0	2	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA	4	0	7	0	2	3	2	1	2	2	0	0	4	0	17	0	8	4	1	1	0	4	8	2	2	9	24	1	7	2	0	5	6	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	0	0	0	0	0	0	0	0	8	14	0	0	3	0	20	0	2	9	0	0	22	1	0	0	26	16	0	0	7	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp. 4_1_30	4	27	2	2	3	1	1	2	1	1	4	2	0	5	1	0	1	0	1	1	0	2	2	2	43	3	7	0	3	1	0	3	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	1	4	0	1	25	1	0	1	0	0	3	4	1	10	2	0	0	5	0	0	17	1	1	1	24	11	0	0	0	9	1	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D26	2	0	0	0	1	1	0	2	1	23	10	8	0	3	1	0	14	3	0	0	1	1	1	3	8	0	1	1	6	3	6	3	3	9
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	1	15	1	18	12	2	0	2	2	6	1	2	1	2	1	3	3	2	2	5	3	1	2	2	1	3	6	2	1	1	1	0	3	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	4	2	3	1	8	3	0	2	5	2	1	2	7	3	5	1	6	3	3	4	7	1	1	2	2	5	11	5	5	1	5	0	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	2	2	13	1	2	2	4	4	2	4	5	1	13	3	1	8	5	2	3	4	2	1	2	4	1	3	7	1	2	3	0	0	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_1_33B	2	1	0	0	0	1	4	1	3	17	9	6	0	3	1	0	14	2	0	0	1	0	0	2	5	1	1	0	3	2	9	0	3	13
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. AR20	2	0	0	0	1	1	2	0	1	8	1	1	0	5	0	0	0	1	0	11	0	0	0	1	18	2	7	4	0	10	25	0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;NA	3	0	5	2	1	2	1	1	1	0	2	0	1	3	7	1	1	3	1	1	0	1	1	1	1	1	9	1	3	0	2	43	1	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. KLE 1732	2	2	2	3	6	4	1	2	1	1	4	1	3	6	3	1	1	4	4	2	1	2	2	3	1	4	5	4	4	6	8	2	8	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium ventriosum	4	1	8	0	4	4	2	2	1	1	1	1	18	1	1	1	1	1	2	0	1	2	1	3	7	7	10	5	8	1	2	2	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;NA	4	5	9	4	7	4	2	3	2	1	1	2	5	2	2	8	1	2	2	1	3	1	1	2	4	3	10	4	1	1	4	2	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. SN4	3	1	1	1	4	4	0	2	3	8	2	3	2	4	5	3	1	7	0	1	4	1	5	2	1	3	1	4	4	1	1	13	2	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	2	2	1	1	9	5	1	3	11	3	1	3	3	3	3	1	2	5	1	3	4	1	1	1	2	4	12	1	4	2	2	2	2	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_6	3	1	0	1	3	2	6	1	2	6	1	2	1	3	1	4	2	2	4	8	2	1	13	0	3	3	3	4	2	3	6	1	3	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	0	1	1	0	2	10	0	0	5	1	1	2	17	1	0	0	0	1	5	1	1	11	0	5	0	2	2	16	3	0	0	2	6	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	2	3	2	2	10	3	1	1	2	2	3	1	3	5	2	3	3	2	3	2	1	2	2	1	2	3	8	4	4	2	4	2	4	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC067B03	2	1	2	6	1	2	4	1	1	1	6	2	7	4	3	2	5	2	3	4	9	3	1	10	3	0	1	1	2	2	2	0	2	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas massiliensis	1	5	3	0	3	4	0	2	3	2	8	4	6	3	2	1	3	2	2	4	6	1	0	1	6	6	9	2	2	0	1	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	1	5	1	4	7	3	1	2	2	1	3	2	2	1	5	3	5	1	1	2	2	1	1	1	6	12	8	1	3	1	2	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D2	1	3	3	2	0	2	3	1	2	1	21	1	0	2	1	12	1	2	2	3	1	3	2	4	0	0	0	0	3	8	2	0	2	1
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1	4	7	8	1	1	1	3	0	3	1	2	0	3	5	12	3	0	1	0	0	2	0	0	1	14	2	2	3	1	5	0	3	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia sp. SF-50	2	2	1	3	5	3	0	2	1	1	4	0	4	5	3	1	1	3	3	1	1	2	3	2	0	3	4	1	3	5	7	3	8	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	8	1	7	1	0	0	1	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	4	0	1	0	50	1	1	0	0	1	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;NA	2	0	16	0	1	2	1	1	2	0	1	0	0	2	1	0	0	0	1	1	1	0	0	0	0	1	27	0	1	0	0	18	3	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	0	5	0	7	1	2	2	7	2	4	1	3	1	4	1	7	0	1	8	10	1	1	3	1	1	0	0	0	2	2	1	1	2	1
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. TF06-26	2	0	3	0	1	1	4	1	1	1	0	0	3	0	9	0	5	2	1	1	0	3	4	1	1	8	13	1	4	2	0	4	3	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	1	2	3	1	10	1	1	0	1	0	0	2	2	3	5	6	3	1	1	1	1	2	2	1	1	1	6	2	7	2	3	3	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio crossotus	1	1	3	0	2	3	1	0	0	0	0	0	2	1	1	0	1	0	1	0	50	0	0	0	0	0	3	3	1	0	1	1	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas carbonis	0	0	2	0	14	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	10	0	0	24	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp. JC304	1	1	2	1	3	1	1	1	3	2	1	2	5	3	1	5	1	2	3	1	1	1	1	1	1	8	7	1	6	2	2	1	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides mediterraneensis	1	0	0	0	2	1	1	0	18	1	0	0	15	0	1	1	0	5	2	0	4	3	0	0	0	0	1	1	4	10	0	0	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	0	0	0	1	6	3	1	0	5	0	3	12	3	2	0	0	2	3	7	0	4	4	4	1	1	1	1	1	0	4	0	0	1	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__[Bacteroides] pectinophilus	2	1	5	1	4	3	1	1	3	1	1	1	4	3	2	5	1	1	1	1	1	1	1	1	1	4	9	4	6	1	2	1	2	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus	1	0	1	15	0	0	5	1	1	1	2	2	0	1	1	0	0	1	2	4	0	3	4	1	7	1	10	1	1	1	1	0	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] symbiosum	3	1	1	2	6	2	1	1	2	2	0	1	3	1	1	3	3	2	1	1	1	0	1	0	4	3	5	11	2	1	2	2	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	1	1	0	0	2	1	0	3	1	0	0	7	4	0	1	0	0	7	1	1	1	1	0	2	0	1	3	1	26	0	1	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum	0	0	13	1	0	2	10	0	3	1	4	2	1	1	1	2	2	2	2	1	1	0	2	1	1	3	1	0	3	3	0	0	2	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	1	0	0	3	0	1	0	1	1	7	2	1	3	2	0	0	3	11	0	1	1	1	0	1	0	1	0	0	5	2	2	12	2	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	0	0	1	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	28	7	1	0	0	0	0	4	3	0	0	14	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp. Marseille-P3371	1	1	1	0	2	1	1	1	1	1	0	2	5	1	1	0	2	2	1	4	1	1	1	1	11	4	5	2	7	1	2	0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile	2	2	2	1	3	2	1	1	1	1	2	1	2	2	2	4	4	1	1	1	1	1	2	1	3	9	4	2	2	1	3	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis	2	1	3	0	7	3	0	3	2	1	1	1	2	1	3	1	3	1	1	1	1	1	1	1	1	5	6	3	2	1	4	0	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;NA	2	2	3	1	3	1	1	1	1	1	2	5	2	1	2	4	3	1	1	2	1	0	1	2	6	4	3	2	3	1	2	1	1	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae bacterium cv2	1	3	0	3	4	2	0	1	1	0	2	4	0	1	3	2	1	1	0	1	1	0	1	1	4	12	5	3	2	0	2	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus massiliensis	0	1	0	0	1	0	0	0	1	1	0	1	1	1	16	0	0	2	0	4	1	0	0	2	14	6	2	0	1	0	4	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp. Marseille-P3106	6	1	1	0	4	1	1	1	2	1	0	1	2	1	3	2	1	5	1	2	1	0	0	1	10	2	3	2	2	1	1	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp. 6_1_58FAA_CT1	0	0	0	2	0	1	2	10	3	0	0	0	4	0	3	0	0	3	8	0	5	1	0	3	1	1	4	0	1	6	0	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum variabile	2	1	1	0	3	2	1	1	3	2	1	2	2	2	3	0	3	3	1	2	1	1	1	1	0	1	8	2	2	2	4	1	0	0
k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA;NA	1	3	1	4	1	2	1	1	1	2	2	1	2	1	1	2	2	2	1	1	3	2	1	1	1	2	5	1	2	1	1	2	1	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	5	0	0	0	0	0	11	10	0	0	25	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	14	0	0	8	0	0
