#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	5.73112747039783	6.45741210059479	6.29857458771289	7.36756157827888	4.93416565977521	5.76357808731386	7.15708760202148	6.33736673652056	5.83558321509271	6.16328255969645	6.85409777882632	6.05004554325817	4.74652238983894	5.76226635081031	5.49024810938154	7.18683407645139	6.74042664249972	6.15523943924994	7.03867996573678	5.96469678224676	6.21939602158322	5.5430621238233	6.43848321563859	6.49498392685969	5.93096069600513	5.02658439818073	4.43113128028152	5.50971414224302	5.38622772137979	6.46388426174118	5.6948813721697	3.4728010420739	6.64827178236798	7.66449208212798
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	4.42500651759574	4.8909466234412	1.02368522684371	0.233658396542175	2.7591651528183	4.84678277497232	4.79930379352652	4.78251811143854	5.0747989968449	4.64021597806031	4.95125239280384	5.25281225108701	4.92622691674549	5.47438531689705	4.55008978108881	1.11888534379318	0.0957846579977308	5.69222787133879	4.41775965763058	5.18234765501796	5.33076932824029	4.34827607322606	4.22483913143273	4.49991230505531	4.80120897988116	4.7781392388643	3.08557820104537	3.82505483852204	4.28929278001452	5.4619769503069	6.09306442329006	0.986067177090612	4.84255258482569	1.48099666785549
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	4.50263531131465	4.76757557254856	3.51198472694752	5.46701272192666	4.19651048887872	4.2596312791424	4.17573986025413	4.5938588689322	4.0989553194618	3.91936729066012	4.43531281451142	3.84172394739524	4.08856688065624	3.66082461237082	3.27142170421141	2.01385741851739	3.67214524323186	3.92816080321976	5.10167259306966	4.17962230697022	3.54279166158328	3.57807638030594	4.41516232743738	4.64467408727264	4.79886905975171	3.86923702141139	3.93931002538447	4.82772297058126	4.6434232785382	3.74558009581915	4.2709651641314	3.9252672324196	5.20029148528762	1.70316337040588
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	-0.220652584981159	-1.15818190769029	4.1169696888532	0.732796877842259	3.57373472248049	-0.588149028807395	1.57312435635821	3.62136160940922	-1.27398211711158	0.477519172746037	1.12096263389376	0.0798496751536776	4.48323212565327	0.0651854993747288	-0.299009987691779	0.214142322465855	-0.86608723250068	2.60272175905568	-0.14750931160532	-0.393680767620632	1.49485336485677	5.88207354199693	3.75070716075722	0.0466975407763464	-0.689433064577444	0.683345128529272	-1.1892415317668	6.29271887205527	4.19485698720551	0.343274200789109	-0.280984604044302	5.67175844671992	0.314389163319168	1.18119958523691
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	3.39565085843604	3.85067402650589	3.78086203688209	5.05039349968165	3.92700493126941	3.90219360597564	3.91374339499249	3.2106331256753	3.25190901247836	3.41948205869084	4.27265343068517	3.70411487033426	3.10078633781011	3.79933154120476	2.8143828576903	5.17298062991987	4.26165225279122	3.20030216565561	4.20882151470177	2.72363385101237	3.01551854026669	2.70770493606681	3.41094320624757	3.56622202345508	3.6345252997381	3.80712697711937	3.89994913181608	3.77091145528503	3.553399321974	3.7056607801736	4.40396851561924	2.81189123327886	4.14287809986682	3.46102128795826
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA	3.16391249537595	3.25054907327922	3.64862261821127	4.19890442484584	2.54514796661203	3.25148580727022	4.3491201743062	3.78103111107036	4.05939812392165	3.94637943159212	4.2213374848412	3.84110540858653	2.95640637411734	3.86646376505299	2.65580743181725	3.66397527546617	4.01131682141915	3.805276162233	4.25337468136534	3.48757249090364	3.81066217175913	3.41738274685713	3.89247628003444	3.80082690319063	3.6894572068989	2.92805653126833	1.8848735762754	3.48417271980025	3.6454663185662	4.01610900091684	3.92124974007583	2.52695272318836	3.91072590549603	4.10637535370446
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	3.24777768531347	3.73210552593512	1.79461538458632	1.76035717673219	1.91857502548313	3.13333178451816	2.75630040132511	3.79255834267546	3.52314528411748	4.71543492381664	5.13548274373852	3.77448978430873	2.12301922000221	3.09786782933462	2.08510280881364	2.62582772587427	4.41634190920439	3.2383715204931	1.92236277905836	0.0399334307245246	3.92569884875758	2.55833486580619	3.59019132539735	3.39026661246036	3.47687609869023	2.87534034574556	1.40456314535717	4.19184961270329	3.3770437277934	4.25888078262981	4.74218009333407	0.618977074923607	3.61331848445305	3.62461739180676
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA	2.2419401619845	2.86037016114697	2.75387774074842	3.91749766939593	2.87188686042806	2.33497819082397	2.95306611297702	2.44972595652862	2.40831932903518	2.48666271352115	2.93270747588177	2.98402704087365	2.4507038386902	2.52030630010703	2.16862244022548	4.08843525101187	3.5208524286766	2.6896577771045	3.02259539653109	2.411403616534	2.14145221841339	1.53349929994587	2.3218177159761	2.50540056059421	3.30642160329924	2.53799572552946	2.47412156378143	3.12426427054035	2.945091440803	2.37945193585976	3.30090963868481	1.34902066199477	2.66439435126364	2.60159423086429
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	2.64036468936533	2.55574031658851	1.11874859608564	4.10899031576215	2.99383012396319	1.89265494849258	0.190592934767865	-4.13377756522002	1.06369966264565	-2.59603072673045	-0.826850465307643	-2.90547358248558	-2.99075791409406	2.89915420916805	3.32445319658863	3.48826517358809	-2.92455217284785	2.08573655795315	-2.71609338456319	0.78443109482516	1.0637045170065	2.6950547964941	1.37480618167829	3.61664045919353	-3.83399822517135	3.5735686394457	3.02097393098193	-2.8231402867736	-0.174933812101515	2.939245997041	2.71206550428975	3.89665397908944	1.41323517876174	3.02771955991938
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae	-0.512062571525421	0.714645384626551	-2.803019060497	3.94216184121972	0.458641885419088	0.464694291211066	-0.289413608873154	-0.045702616011511	2.08852566843602	3.36693912446021	1.86427961674356	2.06495589802063	2.85577198840545	-0.108535276646627	2.5269601026589	1.44977172065986	-3.69653941511557	-0.895848830740763	-2.90434967687696	-1.59061954528919	-0.183811011828219	0.986407285401249	-0.102753021964741	1.22205681145734	-0.31701581051548	-0.190523940266544	0.253921677085139	-4.72409904796664	2.57265773058845	2.91089718642679	-5.31793720645793	2.4433630829084	4.31657396597938	1.62370037478151
