#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.495431935705281	0.577646730251918	0.692438603546204	0.69694244140057	0.332048994590663	0.467820449756165	0.766309204950337	0.571825980243029	0.455845933349093	0.529279266181304	0.600979600370415	0.483616165590361	0.218857125994153	0.405183674875734	0.498034881137799	0.772560980250319	0.710808981946167	0.476308656281685	0.713640257438846	0.520768214693462	0.532349935385832	0.305390411463951	0.633780892836579	0.62202282409244	0.453626893974883	0.315915697880996	0.288430052756049	0.209050631645925	0.345806551980213	0.538508703004396	0.252154470248485	0.0576999304024857	0.570948240981966	0.902361192087582
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.134294983105044	0.120664057661431	0.0035403351052586	0.000551629774393939	0.0394594677571147	0.187369703579677	0.0725504498593585	0.120881367832253	0.213553147743163	0.115355530663543	0.0895305769333362	0.218136812616296	0.268121594486255	0.30449299375147	0.113650218479703	0.00175468979968916	0.000919004483657625	0.298037773795913	0.0521305542642708	0.238090627523397	0.150832987478704	0.0922520516124409	0.069327611035692	0.084686326431342	0.146658209441861	0.246367789739298	0.0756255763331723	0.039454494559765	0.116234705982687	0.198016382446281	0.375228583193191	0.00526273489161085	0.0921788365546085	0.00184290025268295
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0984029321658632	0.0704124666668225	0.0311518309002796	0.0918458794211884	0.1328198340003	0.0894660291164765	0.0361039840903853	0.0737628477649784	0.0632348797630066	0.0385246936497166	0.0451223043412699	0.0361984859735119	0.0861513769165684	0.0321907817705157	0.0338284617412794	0.000381268681747755	0.0154036124648882	0.0355041714231997	0.0930396865610928	0.0635222445379966	0.0250535500982489	0.0332711361177523	0.0633831133864024	0.0738785957898367	0.101931732581802	0.0722734617088555	0.115096008481115	0.0284881662685433	0.118337333604475	0.0262831368151806	0.0307518047500939	0.0862338852684121	0.128066818522632	0.00107007111446107
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.00119755020860052	0.00021706004295627	0.000688029118694538	0.000228873774679218	0.0741070933048677	0.000599234880959246	0.00276140703285618	0.000992679175456782	0.000312292550078029	0.000822612019215166	0.000591608685315061	0.000904851215392307	0.140760280461716	0.000987723575220832	0.00140603914818244	0.000244093630232862	0.000270573992434379	0.000226531234718844	0.00024215178438057	0.000224856375378928	0.0043629666824678	0.425242529564507	0.000199064964410879	0.000161767612553952	0.0001299189630468	0.00362134784146472	0.000454166222328166	0.463049507256195	0.07583411844686	0.000719942949173147	0.000446768363947422	0.563075013124347	0.000393755566935066	0.000306695543679208
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA	0.0380663820912555	0.0234036300151679	0.0489647007359917	0.0293312162987191	0.031870336498325	0.0380432465265043	0.0462542042256605	0.044416493076874	0.0773959221106324	0.0576715746369861	0.0432230508135891	0.0531902384044445	0.037417211688342	0.0610780694537719	0.0292705720948427	0.0228118955086215	0.0465214178011887	0.0455023057027514	0.0442365045291489	0.0437527191378255	0.0478920382812603	0.0365905427738125	0.0497500120423081	0.0421183146450154	0.0482681739764822	0.0387798518569052	0.0227823326830309	0.0280659320496943	0.0610763095466898	0.0467102132053784	0.0428093515654569	0.0245910077275471	0.0370078633680638	0.0257137034368626
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0.0413853955023959	0.0378628087043706	0.00766002695258354	0.00237286845761829	0.0169967255856573	0.0337110462611615	0.00924361105350283	0.0439704880758655	0.0449378511655578	0.124420208603903	0.107782098047614	0.0497272504060182	0.0158527201606414	0.0283066827297681	0.0162611269218442	0.00806140096378931	0.0697052164118394	0.0255439840002254	0.00352350533410671	0.00136739854338082	0.0532426927262627	0.0153762098358252	0.0367455278147967	0.027648944655571	0.0389418037998798	0.0367137588071886	0.0136626247545683	0.0569513395645224	0.0466397548004126	0.0589946274314148	0.0972776590862772	0.0036450629370151	0.0274104050397866	0.0158618135687417
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0225510973289836	0.0116823876955293	0.0039009714943644	0.0268090158293844	0.0499168112187363	0.00977563162672829	0.0007229791629259	1.62250682466933e-05	0.00386992695436545	8.3105387574075e-05	0.000277533394205658	6.24927892935431e-05	9.778016991727e-05	0.0232160376326309	0.0571242323310424	0.0191360124975939	4.52317416441297e-05	0.00815167473564409	4.15890767889394e-05	0.00293120138064787	0.00307096431201717	0.0177691154372823	0.00401220356283124	0.0350332016109475	2.60774841692494e-05	0.073951756240003	0.0709578265260675	5.11620850137432e-05	0.00133873337963207	0.01591241838806	0.0127760501656058	0.0967453329480105	0.00304542263156827	0.00874400448389976
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;NA	0.0148394865245977	0.0119990674890214	0.00951433535378361	0.0331377485512787	0.0392752598099588	0.00535243522488217	0.0132364586511924	0.00676142844025838	0.0168361740615158	0.00823512483911228	0.00929906474329857	0.015150618715592	0.00895040915715696	0.0246193425774749	0.0108650501417283	0.0137223313373342	0.0217272385548181	0.00788115964443795	0.0057055783748613	0.00706269840814851	0.00834462688022452	0.00391596668762125	0.0130112175610864	0.00873390909893758	0.0104442666386841	0.0601871422254112	0.0589036025920094	0.016141637821836	0.0132743193057004	0.012609213030801	0.0222777630665016	0.00690708304334369	0.0220198859905933	0.00903761047266201
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA	0.0133848886992935	0.0129859165133905	0.0173917070596235	0.0160636119952803	0.0396495798051411	0.013505656381925	0.00884597251389359	0.0102509243679506	0.0129726441612488	0.011260311024258	0.00876866758992776	0.0181118155005783	0.0195934723368007	0.0146595950333342	0.0157604880265512	0.0249638175278531	0.0231836353191646	0.0132155677554061	0.0118730662002128	0.0129699025813469	0.00703155009094314	0.00498869160470899	0.00941579008159246	0.00973731687247413	0.0222189534277994	0.0226307845427977	0.0366049192976733	0.0173424766448022	0.0251520027458336	0.00859892354989512	0.0208875474669724	0.00705243411748813	0.0098027877111254	0.00412102820635465
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.0210547520538743	0.0132105721971501	0.0224518505713553	0.0252464790819504	0.0200869319812155	0.0511870421501619	0.00764066781551337	0.0134194220704441	0.00582219155513257	0.0073234043343493	0.0147382567140725	0.0180019908945418	0.00832364707701157	0.00968259255072662	0.00392751954678589	0.0516277518308414	0.00406367192258416	0.00479912745227967	0.0202954694730024	0.00220524864465113	0.00202426817675649	0.00447440853280809	0.00562302413347608	0.0104567201546465	0.0268634002041227	0.00798337054980896	0.057303983991268	0.00726825045663631	0.00894349240587968	0.00466397165854342	0.0116502909366677	0.0115193291278423	0.00220826947186222	0.000231794201654411
