#taxonomy	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	7.09222749934544	7.36330418220499	7.46097118700822	8.18451106360619	5.66506652429117	6.85099138293522	8.45625760319909	7.35713036367166	7.0039970009351	7.2904984140931	7.7941544908516	6.99113049570027	5.69888099028202	6.8689503385319	6.7027815593561	8.34755691171801	7.77502291540549	7.13447011992836	7.99357875189845	7.29376540181357	7.29516036333764	6.84346220952794	7.91507563463476	7.48193434142561	6.9809125324832	6.02064225019656	5.56637959267267	6.48800453089893	6.008370401151	7.59189243218394	6.64456906835767	4.99182004581757	7.7439492423994	9.36246848955721
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	5.78683626683353	5.79735199505674	2.18497299718413	1.04293008045696	3.53505800453558	5.93599050460283	6.09895403308426	5.80310528244501	6.24572785122715	5.76700113841761	5.89017370835158	6.19496139666342	5.90190245447187	6.58325793388084	5.22523691502634	2.26013805620768	1.12415490502025	6.66562427445191	5.37695098872243	6.51111173357989	6.03403249846275	5.64639573625807	5.7022155893123	5.487911708018	5.85174226544439	5.77199235071273	4.22772152482927	4.82057602293579	4.91810235514336	6.59143854104952	7.04206258691245	2.59721491149816	5.92038124887957	3.16879416992769
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	5.47586812193192	5.25871202454533	4.35962463241741	6.15792018535265	4.74877757049667	5.19676580528307	5.40107507495683	5.30915083595407	5.02869815787169	4.67028163733381	5.20497017698285	4.39885624393306	4.76656781171406	4.33628998716751	4.01341395384292	0.733595016270795	3.94322124036773	4.53805423273225	5.9562258969944	5.18985049671652	4.23887485493083	4.62656145174538	5.61256981041762	5.35138070319311	5.48794079255625	4.54562385487272	4.64769362399484	4.49491683399433	4.93603018611427	4.57201632195169	4.54047587505373	5.39362727948783	6.24920283054107	2.62517872333871
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1.06707549715822	-0.523239574340659	0.54682749375574	0.163223607072736	4.16529524602657	0.190805179074305	2.83041219743404	1.00094789563688	-0.281972756022535	0.823711596104398	0.870683632510436	0.709854198232838	5.25752017102006	0.852257453476222	0.832888078997271	0.287642570394156	-0.0985904957874689	-0.51646840366298	0.00500921639739739	-0.453833067771018	2.49101157468326	7.17453087784349	-0.150751718382039	-0.772636909346542	-1.17720689231621	1.55201313949476	-0.887365031900534	7.28326202708361	4.49103918358481	0.974505466779046	0.308812171322239	7.26997693599612	0.464625732423823	1.37555387709126
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA	4.52612905269864	4.15723283290893	4.81185125737601	5.01646058831363	3.32145967903433	4.3416303941055	5.64882421509648	4.8019065150809	5.23077620727121	5.07374661966582	5.16196743629658	4.78371384078535	3.93259267021603	4.97676272902568	3.86869408828535	4.82512809996567	5.04853198724031	4.7861670377339	5.21275010019676	4.81701410707031	4.88680859213139	4.72166102674315	5.37038304048522	4.78944022796624	4.74040991134958	3.92306768077616	3.02791234083349	4.4799845098307	4.27461493929992	5.1470516131019	4.87128376470481	4.13894491508219	5.00778109664377	5.80447767241676
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	4.60972557283633	4.63831102334461	2.95676711437658	2.50190777971342	2.69280470509003	4.22073238087868	4.03860446905767	4.7918143322564	4.68712256395593	5.842646823842	6.07570507803945	4.71639203066213	3.07380297065336	4.20770777165584	3.2808888504435	3.7849333254877	5.45289433869657	4.2088058673261	2.68265608530127	1.35137040572598	4.99271988632771	3.85469271298924	5.06738886096358	4.3685451139451	4.52570581317478	3.86831843524081	2.5165909722007	5.18762526297612	4.00494416551749	5.380535153425	5.69209654572279	2.2299377104827	4.70757337040466	5.32136817322623
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	4.00258124668802	3.46242407621822	2.28197723525038	4.92654647922994	3.7701418363855	2.98279953532787	1.49029697555814	-3.11290216120948	2.23507774599521	-1.46866353865675	0.113779486147739	-1.96286515028676	-2.01457161799537	4.00945317314073	4.53733985305674	4.64941799808758	-1.88733700702669	3.06662743345405	-1.75671796573178	2.11387271099183	2.13985093737876	3.99933307638011	2.85271294212907	4.60525378396915	-2.78304552072067	4.56857978895352	4.16401269554002	-1.82732849674315	0.454214808632203	4.07018860922607	3.66209952891873	5.50864617098327	2.51029036990948	4.72582187863168
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;NA	3.58408915625638	3.48917063124345	3.1735512578583	5.13848130893404	3.53037879146275	2.38045845456379	4.39764689434951	2.91952982438673	3.70537190347776	3.12739073123702	3.62550732956923	3.52788032034659	2.5021611132123	4.06814227363845	2.87766267101396	4.31687049763501	4.28718588915572	3.03287909431729	3.16464411617071	2.99328753374342	3.13947716129001	2.48693343177941	4.02918420952512	3.21617060196238	3.20969067259226	4.36262559626597	3.9778292409101	3.92683018523811	2.74832217017668	3.83751651383688	4.21811620051714	2.86911149160478	4.4885966368605	4.75884842617812
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA	3.48092388149077	3.56820711881843	3.77674509885533	4.41436482627996	3.53986434261863	3.30601540394467	3.99463412535515	3.33566353268099	3.44468495900538	3.44026645252368	3.56677836637316	3.70640346529633	3.28565833281122	3.54970492817902	3.24961749244094	4.9152734448599	4.35206583841953	3.5497995483602	3.89747224801346	3.60109183170065	2.96826649504713	2.72904488580043	3.70576041073507	3.32492315927617	3.96458317440231	3.38447797836685	3.50210962598855	3.99858684116782	3.38742840618649	3.45472580095841	4.15368035788858	2.88993690062624	3.67931748866255	3.9735563118348
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	3.9339238053125	3.58535912677354	4.0321246536026	4.866494940442	2.85985344563187	4.63839323200881	3.84815686285882	3.60499871474436	2.6435188607013	3.01005750100467	4.08604011041175	3.70032130694429	2.42956237547492	3.1349395469399	1.86011951037702	5.6419053213162	2.61070616212154	2.53683815888982	4.43359744012136	1.82930061103184	1.72306755799794	2.62024538543535	3.19024195604682	3.39620240340236	4.15440226472042	2.34252754800849	3.9502971375199	3.12894366172126	2.35341704309916	2.84295614653813	3.56985834426791	3.38059049664197	2.18885984750229	1.09554825213782
