	MCT.f.0055	MCT.f.0056	MCT.f.0057	MCT.f.0058	MCT.f.0059	MCT.f.0060	MCT.f.0061	MCT.f.0063	MCT.f.0065	MCT.f.0066	MCT.f.0067	MCT.f.0068
MCT.f.0055	0.0	2.56621691339	4.33312283956	5.97981680448	7.13600128166	7.16745698235	7.78661171643	8.1767334395	8.26593369303	7.04629665407	7.32164655598	7.01607289213
MCT.f.0056	2.56621691339	0.0	2.2578391039	4.2820707407	5.23728828885	6.71422409511	7.32817742331	8.09542381196	7.89328394836	6.99183563876	6.77584403797	6.83934761435
MCT.f.0057	4.33312283956	2.2578391039	0.0	2.7077528085	3.79722804475	5.28234782188	6.9622834827	7.27922025398	6.98785550639	6.22704636658	6.23927978695	6.41571727445
MCT.f.0058	5.97981680448	4.2820707407	2.7077528085	0.0	1.88805605322	3.65760943425	5.38812745424	7.47170989175	7.0141477782	6.42645692344	6.59227409477	6.70954010867
MCT.f.0059	7.13600128166	5.23728828885	3.79722804475	1.88805605322	0.0	2.60212948955	4.5021807359	7.38674221594	6.79581747082	6.26485650778	6.41441054097	6.29038302019
MCT.f.0060	7.16745698235	6.71422409511	5.28234782188	3.65760943425	2.60212948955	0.0	2.45076288242	5.4687644694	6.98839989787	6.89478441652	6.83331493909	6.08129955249
MCT.f.0061	7.78661171643	7.32817742331	6.9622834827	5.38812745424	4.5021807359	2.45076288242	0.0	3.87075323968	7.19906601035	7.42494418097	6.97037873966	6.42126105411
MCT.f.0063	8.1767334395	8.09542381196	7.27922025398	7.47170989175	7.38674221594	5.4687644694	3.87075323968	0.0	5.60649731584	6.71605249468	7.21753476811	6.83409893498
MCT.f.0065	8.26593369303	7.89328394836	6.98785550639	7.0141477782	6.79581747082	6.98839989787	7.19906601035	5.60649731584	0.0	2.84056074381	3.78559836621	4.96974300157
MCT.f.0066	7.04629665407	6.99183563876	6.22704636658	6.42645692344	6.26485650778	6.89478441652	7.42494418097	6.71605249468	2.84056074381	0.0	2.6298437009	3.71266164575
MCT.f.0067	7.32164655598	6.77584403797	6.23927978695	6.59227409477	6.41441054097	6.83331493909	6.97037873966	7.21753476811	3.78559836621	2.6298437009	0.0	2.20891911035
MCT.f.0068	7.01607289213	6.83934761435	6.41571727445	6.70954010867	6.29038302019	6.08129955249	6.42126105411	6.83409893498	4.96974300157	3.71266164575	2.20891911035	0.0
