	MCT.f.0460	MCT.f.0461	MCT.f.0462	MCT.f.0463	MCT.f.0464	MCT.f.0467	MCT.f.0468	MCT.f.0470	MCT.f.0472	MCT.f.0473	MCT.f.0475	MCT.f.0476
MCT.f.0460	0.0	0.17094017094	0.29197080292	0.482517482517	0.468085106383	0.631205673759	0.655172413793	0.698529411765	0.690909090909	0.705202312139	0.698224852071	0.68125
MCT.f.0461	0.17094017094	0.0	0.14598540146	0.342657342657	0.41610738255	0.660377358491	0.639240506329	0.677852348993	0.674157303371	0.688172043011	0.681318681319	0.664739884393
MCT.f.0462	0.29197080292	0.14598540146	0.0	0.202797202797	0.281879194631	0.645348837209	0.625730994152	0.676829268293	0.687179487179	0.699507389163	0.666666666667	0.650537634409
MCT.f.0463	0.482517482517	0.342657342657	0.202797202797	0.0	0.11811023622	0.578947368421	0.546666666667	0.639455782313	0.634285714286	0.650273224044	0.611428571429	0.590361445783
MCT.f.0464	0.468085106383	0.41610738255	0.281879194631	0.11811023622	0.0	0.506944444444	0.513698630137	0.63698630137	0.632183908046	0.648351648352	0.609195402299	0.587878787879
MCT.f.0467	0.631205673759	0.660377358491	0.645348837209	0.578947368421	0.506944444444	0.0	0.152380952381	0.508474576271	0.585526315789	0.60625	0.559210526316	0.510638297872
MCT.f.0468	0.655172413793	0.639240506329	0.625730994152	0.546666666667	0.513698630137	0.152380952381	0.0	0.410714285714	0.513698630137	0.566878980892	0.506756756757	0.452554744526
MCT.f.0470	0.698529411765	0.677852348993	0.676829268293	0.639455782313	0.63698630137	0.508474576271	0.410714285714	0.0	0.457364341085	0.5625	0.55	0.594202898551
MCT.f.0472	0.690909090909	0.674157303371	0.687179487179	0.634285714286	0.632183908046	0.585526315789	0.513698630137	0.457364341085	0.0	0.164179104478	0.258992805755	0.436241610738
MCT.f.0473	0.705202312139	0.688172043011	0.699507389163	0.650273224044	0.648351648352	0.60625	0.566878980892	0.5625	0.164179104478	0.0	0.106060606061	0.302816901408
MCT.f.0475	0.698224852071	0.681318681319	0.666666666667	0.611428571429	0.609195402299	0.559210526316	0.506756756757	0.55	0.258992805755	0.106060606061	0.0	0.218045112782
MCT.f.0476	0.68125	0.664739884393	0.650537634409	0.590361445783	0.587878787879	0.510638297872	0.452554744526	0.594202898551	0.436241610738	0.302816901408	0.218045112782	0.0
