	sample1	sample2	sample3	sample5	sample6	sample7	sample8	sample9	sample11	sample12	sample13	sample14
sample1	0.0	0.5390625	0.625	0.784722222222	0.585714285714	0.774647887324	0.696774193548	0.655172413793	0.689655172414	0.76	0.829113924051	0.697183098592
sample2	0.5390625	0.0	0.521367521368	0.672566371681	0.626984126984	0.69298245614	0.648854961832	0.617886178862	0.66935483871	0.575221238938	0.75	0.72
sample3	0.625	0.521367521368	0.0	0.722222222222	0.491803278689	0.558558558559	0.617647058824	0.491666666667	0.625	0.542372881356	0.632	0.674418604651
sample5	0.784722222222	0.672566371681	0.722222222222	0.0	0.789473684211	0.776785714286	0.740458015267	0.755905511811	0.735537190083	0.69298245614	0.806451612903	0.735042735043
sample6	0.585714285714	0.626984126984	0.491803278689	0.789473684211	0.0	0.677685950413	0.446280991736	0.516393442623	0.37037037037	0.578512396694	0.674418604651	0.642857142857
sample7	0.774647887324	0.69298245614	0.558558558559	0.776785714286	0.677685950413	0.0	0.677419354839	0.669491525424	0.654867256637	0.616822429907	0.663636363636	0.6875
sample8	0.696774193548	0.648854961832	0.617647058824	0.740458015267	0.446280991736	0.677419354839	0.0	0.508064516129	0.448275862069	0.592	0.653846153846	0.643410852713
sample9	0.655172413793	0.617886178862	0.491666666667	0.755905511811	0.516393442623	0.669491525424	0.508064516129	0.0	0.570247933884	0.543103448276	0.611570247934	0.666666666667
sample11	0.689655172414	0.66935483871	0.625	0.735537190083	0.37037037037	0.654867256637	0.448275862069	0.570247933884	0.0	0.509090909091	0.66393442623	0.63025210084
sample12	0.76	0.575221238938	0.542372881356	0.69298245614	0.578512396694	0.616822429907	0.592	0.543103448276	0.509090909091	0.0	0.592920353982	0.554545454545
sample13	0.829113924051	0.75	0.632	0.806451612903	0.674418604651	0.663636363636	0.653846153846	0.611570247934	0.66393442623	0.592920353982	0.0	0.637931034483
sample14	0.697183098592	0.72	0.674418604651	0.735042735043	0.642857142857	0.6875	0.643410852713	0.666666666667	0.63025210084	0.554545454545	0.637931034483	0.0
